img_id,reasons
100073,main_frac:0.505
100074,main_frac:0.313
100075,main_frac:0.480
100076,main_frac:0.487
100077,main_frac:0.522
100078,main_frac:0.523
100079,blobs:37;main_frac:0.497
10008,main_frac:0.454
100080,main_frac:0.533
100081,main_frac:0.526
100083,main_frac:0.546
100084,blobs:35;main_frac:0.476
100085,blobs:37;main_frac:0.449
100086,main_frac:0.501
100087,main_frac:0.501
100088,blobs:31
10009,main_frac:0.389
100095,main_frac:0.516
100097,blobs:37;main_frac:0.387
100098,blobs:34
10010,main_frac:0.285
100100,main_frac:0.541
100103,main_frac:0.538
100105,edge:0.180;main_frac:0.392
100106,main_frac:0.500
100107,blobs:41;main_frac:0.372
100108,blobs:42;main_frac:0.348
100109,blobs:43;edge:0.170;main_frac:0.359
10011,main_frac:0.507
100111,main_frac:0.511
100112,main_frac:0.537
100113,main_frac:0.543
100114,main_frac:0.524
100116,blobs:81;main_frac:0.391
100117,main_frac:0.465
100118,blobs:71;main_frac:0.438
10012,main_frac:0.423
100121,main_frac:0.423
100122,main_frac:0.430
100123,main_frac:0.530
100124,edge:0.185
100125,main_frac:0.348
100126,main_frac:0.507
100130,main_frac:0.502
100131,main_frac:0.509
100132,main_frac:0.422
100133,blobs:35;main_frac:0.537
100134,main_frac:0.447
100135,main_frac:0.541
100136,main_frac:0.501
100137,main_frac:0.493
10014,main_frac:0.385
100142,main_frac:0.462
100144,main_frac:0.538
10015,main_frac:0.349
100154,ink_hi:0.468
100155,ink_hi:0.479
100159,ink_hi:0.540
10016,main_frac:0.238
100160,ink_hi:0.491
100164,main_frac:0.547
100697,main_frac:0.492
100698,main_frac:0.535
100700,main_frac:0.451
100701,main_frac:0.429
100719,main_frac:0.442
100723,main_frac:0.513
100729,main_frac:0.313
100731,main_frac:0.477
100732,blobs:206
100742,main_frac:0.409
100743,main_frac:0.410
100171,ink_hi:0.464;edge:0.937
100173,ink_hi:0.538
100175,edge:0.972
10018,main_frac:0.301
100185,ink_hi:0.465
10019,main_frac:0.335
100191,ink_hi:0.484
10020,main_frac:0.414
100204,blobs:83
100205,blobs:81
100209,blobs:55
10021,main_frac:0.341
100210,blobs:151
10022,main_frac:0.330
100220,main_frac:0.404
100221,main_frac:0.466
100572,blobs:46;edge:0.216
100580,blobs:68;main_frac:0.208
100582,blobs:414;main_frac:0.204
100583,blobs:714;main_frac:0.146
100584,blobs:537;main_frac:0.151
100585,blobs:560;main_frac:0.167
100586,blobs:385;main_frac:0.198
100587,blobs:673;main_frac:0.138
100588,blobs:659;main_frac:0.146
100589,blobs:517;main_frac:0.165
100591,edge:0.801
100592,main_frac:0.522
100595,main_frac:0.463
100597,main_frac:0.519
100600,main_frac:0.506
100601,main_frac:0.541
100603,blobs:57;main_frac:0.375
100604,ink_hi:0.644;edge:0.201
100605,main_frac:0.534
100609,main_frac:0.550
100610,main_frac:0.421
100611,main_frac:0.444
10062,edge:0.643;main_frac:0.323
100624,main_frac:0.543
100632,main_frac:0.213
100633,main_frac:0.549
100634,main_frac:0.432
100635,blobs:67;edge:0.201
100636,blobs:353;edge:0.223;main_frac:0.257
100654,main_frac:0.390
100655,main_frac:0.543
100658,main_frac:0.527
100660,main_frac:0.240
100661,main_frac:0.497
100663,main_frac:0.334
100664,main_frac:0.510
10067,ink_hi:0.466;edge:0.680;main_frac:0.386
100675,blobs:47
100676,main_frac:0.532
100677,main_frac:0.548
100678,blobs:70;main_frac:0.547
100679,main_frac:0.530
100976,main_frac:0.393
100978,main_frac:0.386
10098,main_frac:0.344
100980,main_frac:0.537
100984,ink_hi:0.563
100985,ink_hi:0.478
100986,ink_hi:0.546
100987,ink_hi:0.500
100988,ink_hi:0.459
100989,main_frac:0.471
100990,main_frac:0.441
100991,main_frac:0.494
100992,edge:0.173;main_frac:0.197
100998,main_frac:0.535
101,main_frac:0.501
1010,blobs:48;main_frac:0.237
10100,main_frac:0.432
101000,main_frac:0.506
101001,main_frac:0.391
101002,main_frac:0.444
101003,main_frac:0.386
101007,main_frac:0.338
101009,ink_hi:0.468
101011,main_frac:0.362
101012,main_frac:0.355
101013,main_frac:0.505
101021,main_frac:0.352
101022,main_frac:0.298
101024,main_frac:0.499
101026,main_frac:0.520
101033,main_frac:0.522
101035,main_frac:0.496
101036,main_frac:0.452
101039,main_frac:0.292
101040,main_frac:0.233
101041,main_frac:0.392
101042,main_frac:0.330
101045,main_frac:0.473
101047,blobs:32
101048,main_frac:0.531
101051,main_frac:0.510
101055,main_frac:0.534
101057,main_frac:0.392
101058,main_frac:0.450
10106,main_frac:0.465
101060,main_frac:0.496
101062,main_frac:0.466
101063,main_frac:0.288
101064,main_frac:0.324
101065,blobs:137;main_frac:0.493
101066,blobs:84;main_frac:0.512
101068,main_frac:0.421
101069,main_frac:0.279
101070,main_frac:0.480
101071,blobs:45
101073,main_frac:0.392
101077,main_frac:0.511
101079,main_frac:0.326
101081,main_frac:0.390
101083,main_frac:0.398
101084,main_frac:0.493
101086,main_frac:0.450
100918,main_frac:0.501
100919,main_frac:0.512
100920,main_frac:0.545
100932,main_frac:0.482
100933,main_frac:0.482
100934,ink_hi:0.454
100935,ink_hi:0.501
100936,main_frac:0.357
100941,main_frac:0.486
100943,main_frac:0.485
100944,ink_hi:0.464;main_frac:0.431
100945,main_frac:0.413
100949,main_frac:0.526
100951,main_frac:0.478
100952,main_frac:0.480
100955,ink_hi:0.483
100963,blobs:97;edge:0.158
100964,main_frac:0.418
100967,main_frac:0.466
100968,main_frac:0.517
100969,main_frac:0.450
100970,main_frac:0.403
100971,main_frac:0.396
101090,main_frac:0.517
101091,blobs:32;edge:0.374;main_frac:0.369
101094,edge:0.154;main_frac:0.346
101096,main_frac:0.345
101097,main_frac:0.476
101098,main_frac:0.527
101099,main_frac:0.535
101101,blobs:94;edge:0.151
101103,main_frac:0.487
101107,main_frac:0.473
101108,main_frac:0.549
101109,blobs:35;main_frac:0.285
101110,main_frac:0.510
101111,main_frac:0.272
101113,main_frac:0.492
101114,edge:0.879
101117,main_frac:0.448
101123,blobs:254;main_frac:0.339
101127,main_frac:0.528
101130,main_frac:0.514
101135,ink_hi:0.499
101140,main_frac:0.506
101142,ink_hi:0.482
101144,main_frac:0.477
101145,main_frac:0.541
101146,ink_hi:0.474;main_frac:0.544
101148,ink_hi:0.508;main_frac:0.508
101149,main_frac:0.503
101150,main_frac:0.531
101151,main_frac:0.473
101152,main_frac:0.498
101154,main_frac:0.509
101155,main_frac:0.529
101159,ink_hi:0.456;main_frac:0.511
101160,main_frac:0.484
101161,main_frac:0.509
101162,main_frac:0.432
101163,main_frac:0.440
101164,blobs:237;edge:0.342;main_frac:0.334
101166,main_frac:0.499
10117,blobs:36
101172,main_frac:0.486
101174,main_frac:0.458
101175,ink_hi:0.524
101176,main_frac:0.513
101177,main_frac:0.500
101178,blobs:79;main_frac:0.058
101179,main_frac:0.478
10118,blobs:76;main_frac:0.340
101181,ink_hi:0.544;edge:0.211;main_frac:0.385
101182,ink_hi:0.451;edge:0.395;main_frac:0.382
101189,main_frac:0.545
10119,blobs:48
101193,main_frac:0.531
101194,main_frac:0.229
101195,blobs:62
101196,ink_hi:0.478;edge:0.296;main_frac:0.495
101197,edge:0.187
101198,main_frac:0.528
101199,main_frac:0.543
101201,blobs:50;main_frac:0.525
101203,main_frac:0.479
101204,ink_hi:0.490;edge:0.167
101205,ink_hi:0.467;edge:0.397;main_frac:0.374
101206,edge:0.626
101207,main_frac:0.540
101208,blobs:36;main_frac:0.531
10121,edge:0.764
101213,main_frac:0.511
101214,ink_hi:0.517
101216,main_frac:0.368
101217,main_frac:0.349
101218,main_frac:0.468
101219,main_frac:0.490
101220,blobs:38
101222,blobs:325
101224,ink_hi:0.477
101228,main_frac:0.538
10123,main_frac:0.399
101240,main_frac:0.549
101241,main_frac:0.544
101243,main_frac:0.522
101244,main_frac:0.531
101249,main_frac:0.534
10125,blobs:158;edge:0.239;main_frac:0.497
101250,main_frac:0.419
101388,main_frac:0.367
101391,main_frac:0.464
101392,main_frac:0.391
101394,main_frac:0.350
101395,main_frac:0.354
101398,main_frac:0.502
101399,main_frac:0.477
101401,main_frac:0.506
101404,edge:0.203
101406,blobs:37
101422,blobs:45
101425,main_frac:0.548
101427,main_frac:0.388
101437,main_frac:0.545
101438,main_frac:0.517
101449,main_frac:0.529
101453,main_frac:0.545
101454,main_frac:0.403
101457,main_frac:0.514
101459,main_frac:0.429
101460,main_frac:0.424
101461,blobs:64
101462,blobs:44;edge:0.152;main_frac:0.535
101464,main_frac:0.476
101465,main_frac:0.309
101466,main_frac:0.364
101479,blobs:47;main_frac:0.284
101481,edge:0.191
101484,main_frac:0.518
101485,blobs:74;edge:0.192
101486,main_frac:0.320
101265,main_frac:0.518
101275,main_frac:0.536
101276,ink_hi:0.497;main_frac:0.541
101277,main_frac:0.526
101278,ink_hi:0.495
101281,ink_hi:0.518
101283,main_frac:0.337
101285,main_frac:0.509
101286,main_frac:0.467
101288,main_frac:0.424
101290,main_frac:0.392
101291,ink_hi:0.530
101292,ink_hi:0.568;edge:0.169
101293,ink_hi:0.468
101302,main_frac:0.474
101306,main_frac:0.406
101307,main_frac:0.491
101308,edge:0.153;main_frac:0.491
101313,ink_hi:0.499;main_frac:0.518
101318,main_frac:0.514
1015,blobs:33
101509,blobs:84;main_frac:0.522
101511,main_frac:0.517
101513,blobs:126;edge:0.186
101515,main_frac:0.513
101522,edge:0.161;main_frac:0.510
101523,main_frac:0.295
101524,main_frac:0.532
101525,blobs:50
101529,blobs:33
101533,main_frac:0.314
101534,main_frac:0.439
101536,blobs:43
101539,main_frac:0.476
101542,main_frac:0.519
101341,blobs:31
101342,main_frac:0.325
101347,main_frac:0.393
101353,main_frac:0.343
101354,main_frac:0.396
101355,main_frac:0.348
101356,main_frac:0.343
101377,main_frac:0.407
101554,main_frac:0.468
101558,blobs:53;main_frac:0.503
101563,edge:0.186
101566,main_frac:0.514
101568,blobs:37;main_frac:0.535
101569,blobs:32
101570,main_frac:0.428
101572,main_frac:0.440
101573,main_frac:0.456
101574,main_frac:0.374
101576,main_frac:0.494
101580,main_frac:0.426
101589,main_frac:0.272
10159,ink_hi:0.453
101591,blobs:33;main_frac:0.485
101592,main_frac:0.541
101593,blobs:53
101595,main_frac:0.288
101596,edge:0.151;main_frac:0.468
1016,blobs:53
101602,main_frac:0.267
101605,main_frac:0.524
101607,main_frac:0.346
101608,main_frac:0.511
101610,blobs:40;main_frac:0.470
101615,blobs:36;edge:0.186;main_frac:0.507
101617,main_frac:0.433
101619,blobs:103;main_frac:0.486
101623,edge:0.167;main_frac:0.461
101630,blobs:68
101631,blobs:58
101634,blobs:39
101640,main_frac:0.330
101645,main_frac:0.500
101646,main_frac:0.282
101647,main_frac:0.433
101649,blobs:40;main_frac:0.256
101650,main_frac:0.331
101652,blobs:35
101654,edge:0.231
101657,main_frac:0.509
101659,blobs:61;main_frac:0.493
10166,main_frac:0.510
101661,blobs:44
101665,blobs:31
101670,blobs:39;main_frac:0.289
101677,main_frac:0.402
10168,main_frac:0.339
101680,main_frac:0.539
101681,main_frac:0.458
101683,ink_hi:0.505;edge:0.186;main_frac:0.305
101684,main_frac:0.541
101687,edge:0.177;main_frac:0.422
101688,main_frac:0.407
10169,blobs:380;main_frac:0.227
101690,main_frac:0.513
101692,main_frac:0.521
101693,main_frac:0.347
101694,main_frac:0.261
101695,main_frac:0.454
101696,main_frac:0.367
101697,main_frac:0.413
101698,main_frac:0.406
101700,main_frac:0.412
101701,main_frac:0.361
101702,main_frac:0.540
101705,main_frac:0.523
101706,main_frac:0.384
101707,main_frac:0.366
101718,main_frac:0.502
10172,main_frac:0.483
101720,main_frac:0.383
101721,main_frac:0.437
101722,main_frac:0.408
101723,main_frac:0.302
101727,main_frac:0.396
101728,main_frac:0.337
101729,main_frac:0.344
101735,main_frac:0.376
101739,blobs:43;edge:0.363
101745,edge:0.246;main_frac:0.514
101746,main_frac:0.431
101747,main_frac:0.432
101748,main_frac:0.445
101749,main_frac:0.388
101750,main_frac:0.423
101751,main_frac:0.445
101754,blobs:35
101755,main_frac:0.380
101756,blobs:324;main_frac:0.228
101757,blobs:250;main_frac:0.282
101758,main_frac:0.498
101760,ink_hi:0.498;blobs:53;edge:0.459;main_frac:0.505
101765,main_frac:0.527
101768,main_frac:0.378
101770,main_frac:0.224
101771,main_frac:0.375
101772,main_frac:0.361
101778,main_frac:0.299
10178,main_frac:0.485
101780,main_frac:0.532
101781,ink_hi:0.509
101782,ink_hi:0.508
101783,blobs:93
101785,blobs:573
101787,main_frac:0.503
101788,main_frac:0.501
101789,main_frac:0.509
101790,main_frac:0.525
101791,main_frac:0.479
101794,main_frac:0.497
101795,main_frac:0.521
101796,main_frac:0.509
101797,main_frac:0.476
101898,main_frac:0.539
101905,main_frac:0.549
101907,main_frac:0.415
101910,main_frac:0.546
101913,main_frac:0.519
101914,main_frac:0.491
101915,main_frac:0.405
101916,main_frac:0.380
101919,main_frac:0.490
101920,edge:0.302
101925,main_frac:0.545
101932,edge:0.182
101933,edge:0.189
101937,main_frac:0.535
101942,main_frac:0.537
101953,ink_hi:0.486;blobs:37;edge:0.206
101844,main_frac:0.497
101845,main_frac:0.550
101846,main_frac:0.496
101856,main_frac:0.461
101859,main_frac:0.437
101860,main_frac:0.512
101861,main_frac:0.515
101862,main_frac:0.343
101863,blobs:68;main_frac:0.221
101865,blobs:36
101866,main_frac:0.230
101869,main_frac:0.546
10187,main_frac:0.501
101870,main_frac:0.315
101871,blobs:56;main_frac:0.135
101872,blobs:45;main_frac:0.209
101873,main_frac:0.119
101874,main_frac:0.478
101875,main_frac:0.500
10188,main_frac:0.507
101884,main_frac:0.494
101885,main_frac:0.308
101889,main_frac:0.453
10189,main_frac:0.329
101891,main_frac:0.458
101892,blobs:35
101967,main_frac:0.498
101968,main_frac:0.469
101969,main_frac:0.509
101970,main_frac:0.377
101973,main_frac:0.380
101977,ink_hi:0.496
101980,ink_hi:0.481
101981,ink_hi:0.510
101984,main_frac:0.503
101985,main_frac:0.438
101986,main_frac:0.429
101988,main_frac:0.456
101990,main_frac:0.386
101991,main_frac:0.407
101995,ink_hi:0.469
101999,blobs:50
102,main_frac:0.525
102013,main_frac:0.300
102014,main_frac:0.293
102016,main_frac:0.382
102017,main_frac:0.409
102021,main_frac:0.425
102023,main_frac:0.416
102026,blobs:65
102027,blobs:66
102028,blobs:91
102029,blobs:98;edge:0.150
102035,main_frac:0.450
102036,main_frac:0.412
102037,main_frac:0.356
102038,main_frac:0.407
102039,main_frac:0.324
102040,main_frac:0.293
102041,main_frac:0.467
102048,main_frac:0.501
102049,main_frac:0.320
10205,blobs:39
102053,main_frac:0.369
102054,main_frac:0.413
102057,main_frac:0.481
102065,ink_hi:0.583;edge:0.224
102066,ink_hi:0.564;edge:0.306
102128,main_frac:0.540
102130,main_frac:0.546
102132,ink_hi:0.564
102136,main_frac:0.520
102141,main_frac:0.501
102142,main_frac:0.546
102145,main_frac:0.309
102146,blobs:43
102147,blobs:35;main_frac:0.541
102148,ink_hi:0.551
102149,edge:0.310;main_frac:0.547
102151,main_frac:0.447
102154,main_frac:0.533
102155,main_frac:0.497
102157,main_frac:0.419
102159,main_frac:0.486
102161,main_frac:0.538
102162,main_frac:0.536
102163,main_frac:0.512
102164,main_frac:0.465
102166,main_frac:0.236
102169,main_frac:0.479
102172,main_frac:0.482
102175,main_frac:0.497
102180,main_frac:0.537
102181,main_frac:0.512
102184,main_frac:0.442
102070,main_frac:0.402
102081,main_frac:0.494
102083,main_frac:0.535
102088,main_frac:0.422
102089,main_frac:0.387
102091,blobs:31
102094,main_frac:0.502
102096,main_frac:0.481
102113,main_frac:0.534
102116,edge:0.264
102117,blobs:126
102118,blobs:37;main_frac:0.546
102121,blobs:37
102123,main_frac:0.548
102124,main_frac:0.544
102415,main_frac:0.534
102420,blobs:42;main_frac:0.080
102427,blobs:99
102428,blobs:145;main_frac:0.526
102429,blobs:63
102435,blobs:41;main_frac:0.531
102436,blobs:152;main_frac:0.276
102437,blobs:89;edge:0.227
102441,blobs:55
102446,main_frac:0.533
10245,ink_hi:0.528;edge:0.314
102457,main_frac:0.497
10246,main_frac:0.450
102461,main_frac:0.453
102462,main_frac:0.517
102463,main_frac:0.494
102465,main_frac:0.377
102466,ink_hi:0.859;edge:0.492
102471,main_frac:0.295
102243,ink_hi:0.476;edge:0.272
102244,edge:0.285
102245,ink_hi:0.490
102247,blobs:34;edge:0.180;main_frac:0.404
102248,main_frac:0.357
102249,main_frac:0.341
102250,main_frac:0.451
102256,main_frac:0.482
102257,blobs:40;main_frac:0.435
102260,main_frac:0.448
102262,main_frac:0.424
102263,main_frac:0.502
102265,main_frac:0.455
102266,main_frac:0.422
102267,ink_hi:0.453
102274,main_frac:0.533
102278,blobs:559;main_frac:0.518
102279,blobs:320
102290,main_frac:0.347
102297,main_frac:0.415
102298,main_frac:0.492
102299,main_frac:0.516
102481,main_frac:0.452
102483,main_frac:0.394
102487,blobs:70
102490,main_frac:0.263
102492,main_frac:0.453
102493,main_frac:0.152
102497,main_frac:0.506
102499,blobs:49;edge:0.157;main_frac:0.345
1025,main_frac:0.475
102501,main_frac:0.481
102504,main_frac:0.544
102507,main_frac:0.419
102509,main_frac:0.471
102510,ink_hi:0.543;blobs:53;edge:0.424
102511,blobs:35
102514,main_frac:0.533
102517,main_frac:0.455
102521,main_frac:0.282
102522,main_frac:0.544
102526,main_frac:0.505
102527,main_frac:0.525
102185,main_frac:0.402
102186,main_frac:0.449
102188,main_frac:0.537
102189,main_frac:0.444
102191,blobs:194
102196,main_frac:0.472
102197,main_frac:0.502
102199,main_frac:0.485
102201,edge:0.880
102202,main_frac:0.361
102204,main_frac:0.335
102205,main_frac:0.480
102208,blobs:46;main_frac:0.508
102209,blobs:41
102214,main_frac:0.479
102215,main_frac:0.435
102216,main_frac:0.471
102217,main_frac:0.484
102218,main_frac:0.529
102219,main_frac:0.380
102220,main_frac:0.466
102223,main_frac:0.522
102225,main_frac:0.388
102226,main_frac:0.487
102228,main_frac:0.536
102229,main_frac:0.454
102231,main_frac:0.275
102235,main_frac:0.466
102236,main_frac:0.534
102237,main_frac:0.359
102239,main_frac:0.270
10224,blobs:33
102240,main_frac:0.406
102360,main_frac:0.371
102365,main_frac:0.425
102366,main_frac:0.433
102369,main_frac:0.493
102393,main_frac:0.531
102398,main_frac:0.348
10240,blobs:38
102402,main_frac:0.516
102405,main_frac:0.530
102300,blobs:62;edge:0.289;main_frac:0.431
102301,blobs:256;main_frac:0.421
102303,main_frac:0.530
102304,main_frac:0.526
102329,ink_hi:0.456
102330,ink_hi:0.466
102530,ink_hi:0.495
102532,main_frac:0.247
102533,main_frac:0.395
102534,main_frac:0.523
102535,main_frac:0.374
102537,main_frac:0.367
102539,blobs:103;main_frac:0.344
102540,blobs:89;main_frac:0.303
102541,main_frac:0.396
102543,main_frac:0.370
102544,main_frac:0.298
102545,main_frac:0.327
102546,main_frac:0.408
102548,main_frac:0.316
102549,main_frac:0.486
102551,main_frac:0.333
102555,main_frac:0.410
102556,blobs:200;main_frac:0.370
102557,blobs:75
102559,main_frac:0.315
102560,main_frac:0.315
102561,main_frac:0.358
102562,main_frac:0.281
102563,main_frac:0.342
102564,ink_hi:0.523
102565,blobs:56;edge:0.231
102567,main_frac:0.493
102568,blobs:58;main_frac:0.343
102569,main_frac:0.459
10258,blobs:226
102584,main_frac:0.324
1026,main_frac:0.447
10260,edge:0.284
102600,main_frac:0.433
102604,main_frac:0.398
102607,main_frac:0.252
10261,edge:0.314
102613,main_frac:0.385
102616,main_frac:0.503
10262,ink_hi:0.612;edge:0.380
102620,main_frac:0.338
102621,main_frac:0.464
102626,main_frac:0.433
102628,main_frac:0.418
102629,main_frac:0.430
102632,blobs:807;main_frac:0.114
102633,blobs:685;main_frac:0.123
102634,blobs:252;main_frac:0.309
102635,blobs:593;main_frac:0.158
102640,main_frac:0.280
102641,main_frac:0.386
102642,main_frac:0.520
102646,edge:0.174;main_frac:0.322
102648,blobs:52;main_frac:0.355
102649,main_frac:0.357
102650,main_frac:0.524
102653,main_frac:0.503
102654,main_frac:0.370
102655,blobs:43
102656,main_frac:0.486
102657,main_frac:0.397
102658,main_frac:0.379
102659,main_frac:0.397
10266,blobs:44;edge:0.158;main_frac:0.472
102662,main_frac:0.359
102663,blobs:114;main_frac:0.311
102664,blobs:81;main_frac:0.293
102665,main_frac:0.469
102666,main_frac:0.511
102669,main_frac:0.512
102670,main_frac:0.511
102674,main_frac:0.453
102677,main_frac:0.523
102678,main_frac:0.506
102679,main_frac:0.522
102680,main_frac:0.488
102681,main_frac:0.507
102685,main_frac:0.547
102690,main_frac:0.303
102691,blobs:83;main_frac:0.532
102692,main_frac:0.398
102693,ink_hi:0.459;edge:0.192
102694,main_frac:0.381
102696,main_frac:0.331
102699,main_frac:0.366
102710,edge:0.200
102713,main_frac:0.493
102717,blobs:94
102720,main_frac:0.350
10273,blobs:171;edge:0.191
102732,main_frac:0.408
102733,main_frac:0.425
102734,main_frac:0.334
102736,main_frac:0.439
102737,main_frac:0.423
102741,main_frac:0.366
102742,main_frac:0.333
102744,main_frac:0.495
102746,edge:0.231
102748,main_frac:0.405
102749,edge:0.155;main_frac:0.537
102750,blobs:64;edge:0.159
102751,blobs:36
102753,main_frac:0.341
102754,main_frac:0.363
102755,main_frac:0.487
102757,main_frac:0.386
102758,main_frac:0.525
102759,main_frac:0.542
102760,main_frac:0.349
102762,main_frac:0.387
102763,main_frac:0.488
102764,main_frac:0.360
102768,main_frac:0.548
102771,blobs:53;main_frac:0.541
102772,blobs:368
102774,main_frac:0.526
102775,main_frac:0.311
102778,main_frac:0.524
102780,main_frac:0.412
102782,edge:0.176;main_frac:0.415
102783,main_frac:0.398
102785,main_frac:0.399
102786,main_frac:0.357
102788,main_frac:0.461
102791,main_frac:0.464
102792,main_frac:0.501
102793,main_frac:0.416
102794,main_frac:0.419
102795,main_frac:0.467
102797,main_frac:0.430
102798,main_frac:0.500
102799,blobs:81;edge:0.195;main_frac:0.366
1028,blobs:67;edge:0.161
102800,main_frac:0.330
102801,main_frac:0.190
