img_id,steps,b_ink,b_nsmall,b_ncc,b_mainfrac,b_edge8,b_framew,b_inset,a_ink,a_nsmall,a_ncc,a_mainfrac,a_edge8,a_framew,a_inset
310491,rm_smallCC+edge_clean,0.136260986328125,2,12,0.36573348264277716,0.0467529296875,1,0,0.131591796875,0,9,0.3787105751391466,0.01318359375,0,0
311372,rm_smallCC+edge_clean,0.1470184326171875,3,14,0.2720290607161391,0.064697265625,0,0,0.142181396484375,1,10,0.281283537239751,0.027099609375,0,1
311886,rm_smallCC+edge_clean,0.17340087890625,3,6,0.5003519887363604,0.0572509765625,0,0,0.1712188720703125,0,3,0.5067284555743695,0.0416259765625,0,1
315189,noop,0.2576751708984375,0,1,1.0,0.0860595703125,0,0,0.2576751708984375,0,1,1.0,0.0860595703125,0,0
314101,edge_clean,0.3228759765625,0,2,0.8593100189035917,0.0269775390625,0,0,0.322265625,0,2,0.8609375,0.0220947265625,0,1
317013,rm_smallCC,0.2109527587890625,1,2,0.9998553345388789,0.03564453125,0,0,0.2109222412109375,0,1,1.0,0.03564453125,0,0
317557,noop,0.4005126953125,0,2,0.5819110027430662,0.0,0,12,0.4005126953125,0,2,0.5819110027430662,0.0,0,12
318511,edge_clean,0.21087646484375,0,10,0.34290882778581766,0.006103515625,0,1,0.210693359375,0,10,0.34320683661645424,0.004638671875,0,4
318600,rm_smallCC+edge_clean,0.1049041748046875,11,30,0.2202181818181818,0.037353515625,1,0,0.0992279052734375,0,18,0.2328156235583577,0.0035400390625,0,5
319180,edge_clean,0.3055877685546875,0,6,0.4093473810356019,0.122802734375,0,0,0.3016357421875,0,6,0.4147106434641845,0.0911865234375,0,4
320073,noop,0.3615570068359375,0,1,1.0,0.0518798828125,0,0,0.3615570068359375,0,1,1.0,0.0518798828125,0,0
321306,rm_smallCC+edge_clean,0.2240447998046875,23,41,0.28413811891302865,0.068115234375,0,0,0.21533203125,1,16,0.29563492063492064,0.0059814453125,0,4
322135,noop,0.2528533935546875,0,1,1.0,0.0313720703125,0,0,0.2528533935546875,0,1,1.0,0.0313720703125,0,0
322423,edge_clean,0.359344482421875,0,3,0.8239490445859873,0.0501708984375,0,0,0.358489990234375,0,3,0.8259129990635907,0.0433349609375,0,3
323812,rm_smallCC+edge_clean,0.131134033203125,6,13,0.44868512915987896,0.041259765625,1,0,0.126800537109375,0,7,0.46401925391095067,0.009033203125,0,4
324217,noop,0.2763824462890625,0,4,0.8493899409264064,0.0106201171875,0,0,0.2763824462890625,0,4,0.8493899409264064,0.0106201171875,0,0
324456,rm_smallCC,0.1418609619140625,5,13,0.30418414542325484,0.0032958984375,0,4,0.141448974609375,0,8,0.3050701186623517,0.0,0,8
324954,edge_clean,0.186737060546875,0,11,0.4463964700114398,0.048095703125,0,0,0.1832275390625,0,10,0.45494670219853434,0.02001953125,0,0
326252,edge_clean,0.1613616943359375,0,3,0.6076595744680852,0.0419921875,0,0,0.160980224609375,0,3,0.6090995260663508,0.0389404296875,0,0
305837,rm_smallCC,0.252838134765625,1,5,0.7290283645141823,0.009765625,0,3,0.2526092529296875,0,4,0.7296889157354274,0.009765625,0,3
76891,rm_smallCC+edge_clean,0.2122039794921875,4,9,0.32738908463363775,0.050048828125,0,0,0.20611572265625,0,6,0.337059520284276,0.0030517578125,0,4
77058,noop,0.1827392578125,0,1,1.0,0.0120849609375,0,3,0.1827392578125,0,1,1.0,0.0120849609375,0,3
77133,noop,0.3085174560546875,0,3,0.9241307680894209,0.02197265625,0,0,0.3085174560546875,0,3,0.9241307680894209,0.02197265625,0,0
77181,rm_smallCC+edge_clean,0.1536407470703125,8,14,0.46469361406296555,0.0089111328125,0,1,0.152374267578125,0,6,0.46855597836971763,0.0064697265625,0,4
78934,edge_clean,0.262664794921875,0,5,0.291448820727315,0.035888671875,0,0,0.26129150390625,0,5,0.2929806120065405,0.02490234375,0,4
79263,edge_clean,0.3226470947265625,0,2,0.5848663986758099,0.0328369140625,0,0,0.3222808837890625,0,2,0.5855309881160929,0.0299072265625,0,0
267138,rm_smallCC+edge_clean,0.1645660400390625,1,7,0.4509967547519703,0.1409912109375,2,0,0.1489410400390625,0,5,0.4983095994262883,0.0093994140625,0,4
79689,noop,0.2696075439453125,0,1,1.0,0.0062255859375,0,3,0.2696075439453125,0,1,1.0,0.0062255859375,0,3
80544,rm_smallCC+edge_clean,0.1482391357421875,1,7,0.6206896551724138,0.0098876953125,0,0,0.147796630859375,0,6,0.622548007433409,0.0064697265625,0,4
80805,edge_clean,0.402435302734375,0,3,0.6817699249260636,0.0352783203125,0,0,0.4019317626953125,0,3,0.6826240461637751,0.03125,0,0
80789,edge_clean,0.2690582275390625,0,2,0.616230930641411,0.02099609375,0,0,0.268280029296875,0,2,0.6180184279376635,0.0147705078125,0,1
81914,edge_clean,0.3369903564453125,0,3,0.536880235453928,0.0810546875,0,0,0.3352203369140625,0,3,0.5397150530292685,0.06689453125,0,2
82241,noop,0.22064208984375,0,1,1.0,0.03173828125,0,0,0.22064208984375,0,1,1.0,0.03173828125,0,0
82657,rm_smallCC+edge_clean,0.3909149169921875,2,6,0.6490105000195168,0.07421875,0,0,0.38995361328125,0,4,0.6506104241665362,0.0689697265625,0,0
82947,noop,0.2896881103515625,0,1,1.0,0.04296875,0,0,0.2896881103515625,0,1,1.0,0.04296875,0,0
83830,edge_clean,0.1821746826171875,0,2,0.8680794036351454,0.0318603515625,0,0,0.181396484375,0,2,0.8718034993270525,0.025634765625,0,1
268910,noop,0.3137664794921875,0,2,0.9631376744638428,0.05859375,0,0,0.3137664794921875,0,2,0.9631376744638428,0.05859375,0,0
84441,edge_clean,0.2913818359375,0,2,0.6680980310012568,0.0440673828125,0,0,0.2897186279296875,0,2,0.6719334281350398,0.03076171875,0,0
84062,edge_clean,0.24127197265625,0,3,0.5699468757905388,0.034423828125,0,0,0.240203857421875,0,3,0.5724812603227036,0.02587890625,0,2
84235,edge_clean,0.41815185546875,0,3,0.6485549554809517,0.0498046875,0,0,0.4176177978515625,0,3,0.649384339946655,0.0455322265625,0,0
84545,noop,0.2708740234375,0,2,0.6094524560612888,0.0054931640625,0,6,0.2708740234375,0,2,0.6094524560612888,0.0054931640625,0,6
269199,noop,0.316680908203125,0,2,0.6249879541293245,0.005615234375,0,5,0.316680908203125,0,2,0.6249879541293245,0.005615234375,0,5
84600,noop,0.19110107421875,0,2,0.6464388374321303,0.0048828125,0,5,0.19110107421875,0,2,0.6464388374321303,0.0048828125,0,5
84924,rm_smallCC+edge_clean,0.1830291748046875,8,10,0.9619841600666944,0.061767578125,0,0,0.1760711669921875,0,1,1.0,0.0125732421875,0,0
85294,rm_smallCC+edge_clean,0.1568450927734375,3,9,0.45763206537600937,0.06005859375,0,0,0.15057373046875,0,5,0.47669233887312523,0.01513671875,0,4
86407,rm_smallCC+edge_clean,0.1812744140625,1,12,0.4155723905723906,0.0931396484375,0,0,0.173828125,0,11,0.433374297752809,0.034423828125,0,4
270082,edge_clean,0.1974029541015625,0,2,0.7545025894720568,0.0458984375,0,0,0.1957550048828125,0,2,0.7608543144438382,0.03271484375,0,0
270479,noop,0.2598876953125,0,2,0.9267848755284172,0.0103759765625,0,5,0.2598876953125,0,2,0.9267848755284172,0.0103759765625,0,5
