series,run,step,model,vae,latent_channels,latent_spatial,vae_scaling_factor,data_csv,img_root,char_embed_dim,callig_embed_dim,num_characters,dino,cond_mode,condition_fusion,sampler,use_skel,skel_root,w_skel,use_canny,w_canny,glyph_init_mix,w_glyph_cond,balance_callig_alpha,balance_char_alpha,lr,weight_decay,warmup_steps,max_steps,batch_size,ema_decay,lr_schedule,min_lr_ratio,resume,train_ctrl_only,main_ckpt,skel_cond_channels,cond_drop_struct_prob,eval_csv,eval_n,eval_steps,eval_cfg,eval_seed,mse,ssim,ssim_old_uniform,skel_iou,lpips,mse_base,ssim_base,mse_ctrl,ssim_ctrl,skel_iou_base,skel_iou_ctrl,lpips_base,lpips_ctrl,delta_ssim,delta_mse,delta_skel_iou,delta_lpips,src
s11_top6_p4,20260825-093159-s11-top6-p4,130000,DiT-2Cond-S/4,pretrained_models/kl-f4,3,32,0.102079,5script/train_top6.csv,final_imgs_256,768,128,35130,dino,2cond,factorized_add,factor_balanced,False,final_skeleton,0.0,False,0.0,0.0,False,0.15,0.35,0.0002,0.02,2000,600000,224,0.9999,cosine,0.1,5script/results/s11_top6_p4/20260824-231810-s11-top6-p4/checkpoints/0125000.pt,,,,,5script/eval100_top6.csv,100,50,4.0,0,0.5695737509871833,0.6259262256211034,0.5870172096388478,0.5169041695138819,0.29901594031602147,,,,,,,,,,,,,eval_auto
s11_top6_p4,20260825-093159-s11-top6-p4,135000,DiT-2Cond-S/4,pretrained_models/kl-f4,3,32,0.102079,5script/train_top6.csv,final_imgs_256,768,128,35130,dino,2cond,factorized_add,factor_balanced,False,final_skeleton,0.0,False,0.0,0.0,False,0.15,0.35,0.0002,0.02,2000,600000,224,0.9999,cosine,0.1,5script/results/s11_top6_p4/20260824-231810-s11-top6-p4/checkpoints/0125000.pt,,,,,5script/eval100_top6.csv,100,50,4.0,0,0.5582280977466144,0.630865736970216,0.5926670767917278,0.5224827529593674,0.295512046739459,,,,,,,,,,,,,eval_auto
s11_top6_p4,20260825-093159-s11-top6-p4,140000,DiT-2Cond-S/4,pretrained_models/kl-f4,3,32,0.102079,5script/train_top6.csv,final_imgs_256,768,128,35130,dino,2cond,factorized_add,factor_balanced,False,final_skeleton,0.0,False,0.0,0.0,False,0.15,0.35,0.0002,0.02,2000,600000,224,0.9999,cosine,0.1,5script/results/s11_top6_p4/20260824-231810-s11-top6-p4/checkpoints/0125000.pt,,,,,5script/eval100_top6.csv,100,50,4.0,0,0.5463929300406016,0.6398543223180081,0.6014855865614793,0.529564948082718,0.29234699320048096,,,,,,,,,,,,,eval_auto
s11_top6_p4,20260825-093159-s11-top6-p4,145000,DiT-2Cond-S/4,pretrained_models/kl-f4,3,32,0.102079,5script/train_top6.csv,final_imgs_256,768,128,35130,dino,2cond,factorized_add,factor_balanced,False,final_skeleton,0.0,False,0.0,0.0,False,0.15,0.35,0.0002,0.02,2000,600000,224,0.9999,cosine,0.1,5script/results/s11_top6_p4/20260824-231810-s11-top6-p4/checkpoints/0125000.pt,,,,,5script/eval100_top6.csv,100,50,4.0,0,0.5475875534908846,0.6455059242732597,0.6075917838518834,0.5326982048993006,0.2891347274929285,,,,,,,,,,,,,eval_auto
s2_fromscratch_2factor,20260816-200759-s-fromscratch-2factor-kailishu,1000,DiT-2Cond-S/2,pretrained_models/sd-vae-ft-ema,4,32,0.18215,kailishu_train.csv,final_imgs_256,256,128,35130,none,2cond,factorized_add,factor_balanced,False,final_skeleton,0.0,False,0.0,0.0,False,0.15,0.35,0.0002,0.02,1000,50000,128,0.9999,cosine,0.1,,,,,,kailishu_eval.csv,100,50,4.0,0,2.2538206672668455,0.12160745112846294,,,,,,,,,,,,,,,,eval_auto
s2_fromscratch_2factor,20260816-200759-s-fromscratch-2factor-kailishu,2000,DiT-2Cond-S/2,pretrained_models/sd-vae-ft-ema,4,32,0.18215,kailishu_train.csv,final_imgs_256,256,128,35130,none,2cond,factorized_add,factor_balanced,False,final_skeleton,0.0,False,0.0,0.0,False,0.15,0.35,0.0002,0.02,1000,50000,128,0.9999,cosine,0.1,,,,,,kailishu_eval.csv,100,50,4.0,0,1.3528971672058105,0.33146110794332345,,,,,,,,,,,,,,,,eval_auto
s2_fromscratch_2factor,20260816-200759-s-fromscratch-2factor-kailishu,3000,DiT-2Cond-S/2,pretrained_models/sd-vae-ft-ema,4,32,0.18215,kailishu_train.csv,final_imgs_256,256,128,35130,none,2cond,factorized_add,factor_balanced,False,final_skeleton,0.0,False,0.0,0.0,False,0.15,0.35,0.0002,0.02,1000,50000,128,0.9999,cosine,0.1,,,,,,kailishu_eval.csv,100,50,4.0,0,1.0129211616516114,0.43047649729065596,,,,,,,,,,,,,,,,eval_auto
s2_fromscratch_2factor,20260816-200759-s-fromscratch-2factor-kailishu,4000,DiT-2Cond-S/2,pretrained_models/sd-vae-ft-ema,4,32,0.18215,kailishu_train.csv,final_imgs_256,256,128,35130,none,2cond,factorized_add,factor_balanced,False,final_skeleton,0.0,False,0.0,0.0,False,0.15,0.35,0.0002,0.02,1000,50000,128,0.9999,cosine,0.1,,,,,,kailishu_eval.csv,100,50,4.0,0,0.9655417251586914,0.4665603085715942,,,,,,,,,,,,,,,,eval_auto
s2_fromscratch_2factor,20260816-200759-s-fromscratch-2factor-kailishu,5000,DiT-2Cond-S/2,pretrained_models/sd-vae-ft-ema,4,32,0.18215,kailishu_train.csv,final_imgs_256,256,128,35130,none,2cond,factorized_add,factor_balanced,False,final_skeleton,0.0,False,0.0,0.0,False,0.15,0.35,0.0002,0.02,1000,50000,128,0.9999,cosine,0.1,,,,,,kailishu_eval.csv,100,50,4.0,0,0.9473878860473632,0.48514948990816903,,,,,,,,,,,,,,,,eval_auto
s2_fromscratch_2factor,20260816-200759-s-fromscratch-2factor-kailishu,10000,DiT-2Cond-S/2,pretrained_models/sd-vae-ft-ema,4,32,0.18215,kailishu_train.csv,final_imgs_256,256,128,35130,none,2cond,factorized_add,factor_balanced,False,final_skeleton,0.0,False,0.0,0.0,False,0.15,0.35,0.0002,0.02,1000,50000,128,0.9999,cosine,0.1,,,,,,kailishu_eval.csv,100,50,4.0,0,0.8737482452392578,0.5184163257045049,,,,,,,,,,,,,,,,eval_auto
s2_fromscratch_2factor,20260816-200759-s-fromscratch-2factor-kailishu,15000,DiT-2Cond-S/2,pretrained_models/sd-vae-ft-ema,4,32,0.18215,kailishu_train.csv,final_imgs_256,256,128,35130,none,2cond,factorized_add,factor_balanced,False,final_skeleton,0.0,False,0.0,0.0,False,0.15,0.35,0.0002,0.02,1000,50000,128,0.9999,cosine,0.1,,,,,,kailishu_eval.csv,100,50,4.0,0,0.8094973731040954,0.540406383437415,,,,,,,,,,,,,,,,eval_auto
s2_fromscratch_2factor,20260816-200759-s-fromscratch-2factor-kailishu,20000,DiT-2Cond-S/2,pretrained_models/sd-vae-ft-ema,4,32,0.18215,kailishu_train.csv,final_imgs_256,256,128,35130,none,2cond,factorized_add,factor_balanced,False,final_skeleton,0.0,False,0.0,0.0,False,0.15,0.35,0.0002,0.02,1000,50000,128,0.9999,cosine,0.1,,,,,,kailishu_eval.csv,100,50,4.0,0,0.7852637767791748,0.547908817877372,,,,,,,,,,,,,,,,eval_auto
s2_fromscratch_2factor,20260816-200759-s-fromscratch-2factor-kailishu,25000,DiT-2Cond-S/2,pretrained_models/sd-vae-ft-ema,4,32,0.18215,kailishu_train.csv,final_imgs_256,256,128,35130,none,2cond,factorized_add,factor_balanced,False,final_skeleton,0.0,False,0.0,0.0,False,0.15,0.35,0.0002,0.02,1000,50000,128,0.9999,cosine,0.1,,,,,,kailishu_eval.csv,100,50,4.0,0,0.768564076423645,0.5548825171341495,,,,,,,,,,,,,,,,eval_auto
s2_fromscratch_2factor,20260816-200759-s-fromscratch-2factor-kailishu,30000,DiT-2Cond-S/2,pretrained_models/sd-vae-ft-ema,4,32,0.18215,kailishu_train.csv,final_imgs_256,256,128,35130,none,2cond,factorized_add,factor_balanced,False,final_skeleton,0.0,False,0.0,0.0,False,0.15,0.35,0.0002,0.02,1000,50000,128,0.9999,cosine,0.1,,,,,,kailishu_eval.csv,100,50,4.0,0,0.7509752511978149,0.5602565957605836,,,,,,,,,,,,,,,,eval_auto
s2_fromscratch_2factor,20260816-200759-s-fromscratch-2factor-kailishu,35000,DiT-2Cond-S/2,pretrained_models/sd-vae-ft-ema,4,32,0.18215,kailishu_train.csv,final_imgs_256,256,128,35130,none,2cond,factorized_add,factor_balanced,False,final_skeleton,0.0,False,0.0,0.0,False,0.15,0.35,0.0002,0.02,1000,50000,128,0.9999,cosine,0.1,,,,,,kailishu_eval.csv,100,50,4.0,0,0.7335803747177124,0.5659723641226688,,,,,,,,,,,,,,,,eval_auto
s2_fromscratch_2factor,20260816-200759-s-fromscratch-2factor-kailishu,40000,DiT-2Cond-S/2,pretrained_models/sd-vae-ft-ema,4,32,0.18215,kailishu_train.csv,final_imgs_256,256,128,35130,none,2cond,factorized_add,factor_balanced,False,final_skeleton,0.0,False,0.0,0.0,False,0.15,0.35,0.0002,0.02,1000,50000,128,0.9999,cosine,0.1,,,,,,kailishu_eval.csv,100,50,4.0,0,0.717271180152893,0.5715392678976059,,,,,,,,,,,,,,,,eval_auto
s2_fromscratch_2factor,20260816-200759-s-fromscratch-2factor-kailishu,45000,DiT-2Cond-S/2,pretrained_models/sd-vae-ft-ema,4,32,0.18215,kailishu_train.csv,final_imgs_256,256,128,35130,none,2cond,factorized_add,factor_balanced,False,final_skeleton,0.0,False,0.0,0.0,False,0.15,0.35,0.0002,0.02,1000,50000,128,0.9999,cosine,0.1,,,,,,kailishu_eval.csv,100,50,4.0,0,0.70850741147995,0.574762591520945,,,,,,,,,,,,,,,,eval_auto
s2_fromscratch_2factor,20260816-200759-s-fromscratch-2factor-kailishu,50000,DiT-2Cond-S/2,pretrained_models/sd-vae-ft-ema,4,32,0.18215,kailishu_train.csv,final_imgs_256,256,128,35130,none,2cond,factorized_add,factor_balanced,False,final_skeleton,0.0,False,0.0,0.0,False,0.15,0.35,0.0002,0.02,1000,50000,128,0.9999,cosine,0.1,,,,,,kailishu_eval.csv,100,50,4.0,0,0.701520357131958,0.57727684472998,,,,,,,,,,,,,,,,eval_auto
s2_fromscratch_glyphmid,20260816-192801-s-fromscratch-2cond-glyph-midstep-kailishu,1000,DiT-2Cond-S/2,pretrained_models/sd-vae-ft-ema,4,32,0.18215,kailishu_train.csv,final_imgs_256,256,128,35130,none,2cond,factorized_add,factor_balanced,False,final_skeleton,0.0,False,0.0,0.0,True,0.15,0.35,0.0002,0.02,1000,50000,128,0.9999,cosine,0.1,,,,,,kailishu_eval.csv,100,50,4.0,0,1.7441155004501343,0.14372014816307155,,,,,,,,,,,,,,,,eval_auto
s2_fromscratch_glyphmid,20260816-192801-s-fromscratch-2cond-glyph-midstep-kailishu,2000,DiT-2Cond-S/2,pretrained_models/sd-vae-ft-ema,4,32,0.18215,kailishu_train.csv,final_imgs_256,256,128,35130,none,2cond,factorized_add,factor_balanced,False,final_skeleton,0.0,False,0.0,0.0,True,0.15,0.35,0.0002,0.02,1000,50000,128,0.9999,cosine,0.1,,,,,,kailishu_eval.csv,100,50,4.0,0,1.7003504371643066,0.19583321844693277,,,,,,,,,,,,,,,,eval_auto
s2_fromscratch_glyphmid,20260816-192801-s-fromscratch-2cond-glyph-midstep-kailishu,3000,DiT-2Cond-S/2,pretrained_models/sd-vae-ft-ema,4,32,0.18215,kailishu_train.csv,final_imgs_256,256,128,35130,none,2cond,factorized_add,factor_balanced,False,final_skeleton,0.0,False,0.0,0.0,True,0.15,0.35,0.0002,0.02,1000,50000,128,0.9999,cosine,0.1,,,,,,kailishu_eval.csv,100,50,4.0,0,1.6703424072265625,0.2231123225359867,,,,,,,,,,,,,,,,eval_auto
s2_fromscratch_glyphmid,20260816-192801-s-fromscratch-2cond-glyph-midstep-kailishu,4000,DiT-2Cond-S/2,pretrained_models/sd-vae-ft-ema,4,32,0.18215,kailishu_train.csv,final_imgs_256,256,128,35130,none,2cond,factorized_add,factor_balanced,False,final_skeleton,0.0,False,0.0,0.0,True,0.15,0.35,0.0002,0.02,1000,50000,128,0.9999,cosine,0.1,,,,,,kailishu_eval.csv,100,50,4.0,0,1.5318186950683594,0.25556267351067313,,,,,,,,,,,,,,,,eval_auto
s2_fromscratch_glyphmid,20260816-192801-s-fromscratch-2cond-glyph-midstep-kailishu,5000,DiT-2Cond-S/2,pretrained_models/sd-vae-ft-ema,4,32,0.18215,kailishu_train.csv,final_imgs_256,256,128,35130,none,2cond,factorized_add,factor_balanced,False,final_skeleton,0.0,False,0.0,0.0,True,0.15,0.35,0.0002,0.02,1000,50000,128,0.9999,cosine,0.1,,,,,,kailishu_eval.csv,100,50,4.0,0,1.4485886573791504,0.2954351328375438,,,,,,,,,,,,,,,,eval_auto
s2_fromscratch_glyphmid,20260816-192801-s-fromscratch-2cond-glyph-midstep-kailishu,10000,DiT-2Cond-S/2,pretrained_models/sd-vae-ft-ema,4,32,0.18215,kailishu_train.csv,final_imgs_256,256,128,35130,none,2cond,factorized_add,factor_balanced,False,final_skeleton,0.0,False,0.0,0.0,True,0.15,0.35,0.0002,0.02,1000,50000,128,0.9999,cosine,0.1,,,,,,kailishu_eval.csv,100,50,4.0,0,1.2844559717178345,0.45302232753175026,,,,,,,,,,,,,,,,eval_auto
s5_2factor_B_canny05_pixelsk,20260818-134212-s5-2factor-B-canny05-pixelsk,120000,DiT-2Cond-B/2,pretrained_models/sd-vae-ft-ema,4,32,0.18215,5script/train_top30.csv,final_imgs_256,256,128,35130,none,2cond,factorized_add,factor_balanced,True,final_skeleton,1.0,True,0.5,0.0,False,0.15,0.35,0.0002,0.02,1000,400000,64,0.9999,cosine,0.1,5script/results/s5_2factor_B_latentstruct_pixelsk_opt/20260818-004938-s5-2factor-B-latentC-pixelsk-opt/checkpoints/0115000.pt,,,,,5script/eval100_top30.csv,100,50,4.0,0,0.8562594074010849,0.4058140846590201,,,,,,,,,,,,,,,,eval_auto
s5_2factor_B_canny05_pixelsk,20260818-134212-s5-2factor-B-canny05-pixelsk,125000,DiT-2Cond-B/2,pretrained_models/sd-vae-ft-ema,4,32,0.18215,5script/train_top30.csv,final_imgs_256,256,128,35130,none,2cond,factorized_add,factor_balanced,True,final_skeleton,1.0,True,0.5,0.0,False,0.15,0.35,0.0002,0.02,1000,400000,64,0.9999,cosine,0.1,5script/results/s5_2factor_B_latentstruct_pixelsk_opt/20260818-004938-s5-2factor-B-latentC-pixelsk-opt/checkpoints/0115000.pt,,,,,5script/eval100_top30.csv,100,50,4.0,0,0.8564517050981522,0.41065869450569153,,,,,,,,,,,,,,,,eval_auto
s5_2factor_B_canny05_pixelsk,20260818-134212-s5-2factor-B-canny05-pixelsk,130000,DiT-2Cond-B/2,pretrained_models/sd-vae-ft-ema,4,32,0.18215,5script/train_top30.csv,final_imgs_256,256,128,35130,none,2cond,factorized_add,factor_balanced,True,final_skeleton,1.0,True,0.5,0.0,False,0.15,0.35,0.0002,0.02,1000,400000,64,0.9999,cosine,0.1,5script/results/s5_2factor_B_latentstruct_pixelsk_opt/20260818-004938-s5-2factor-B-latentC-pixelsk-opt/checkpoints/0115000.pt,,,,,5script/eval100_top30.csv,100,50,4.0,0,0.8570124715566635,0.40528585659960903,,,,,,,,,,,,,,,,eval_auto
s5_2factor_B_canny05_pixelsk,20260818-134212-s5-2factor-B-canny05-pixelsk,135000,DiT-2Cond-B/2,pretrained_models/sd-vae-ft-ema,4,32,0.18215,5script/train_top30.csv,final_imgs_256,256,128,35130,none,2cond,factorized_add,factor_balanced,True,final_skeleton,1.0,True,0.5,0.0,False,0.15,0.35,0.0002,0.02,1000,400000,64,0.9999,cosine,0.1,5script/results/s5_2factor_B_latentstruct_pixelsk_opt/20260818-004938-s5-2factor-B-latentC-pixelsk-opt/checkpoints/0115000.pt,,,,,5script/eval100_top30.csv,100,50,4.0,0,0.856646655201912,0.40650500275194645,,,,,,,,,,,,,,,,eval_auto
s5_2factor_B_canny05_pixelsk,20260818-134212-s5-2factor-B-canny05-pixelsk,140000,DiT-2Cond-B/2,pretrained_models/sd-vae-ft-ema,4,32,0.18215,5script/train_top30.csv,final_imgs_256,256,128,35130,none,2cond,factorized_add,factor_balanced,True,final_skeleton,1.0,True,0.5,0.0,False,0.15,0.35,0.0002,0.02,1000,400000,64,0.9999,cosine,0.1,5script/results/s5_2factor_B_latentstruct_pixelsk_opt/20260818-004938-s5-2factor-B-latentC-pixelsk-opt/checkpoints/0115000.pt,,,,,5script/eval100_top30.csv,100,50,4.0,0,0.8522877085208893,0.4138959959894419,,,,,,,,,,,,,,,,eval_auto
s5_2factor_B_canny05_pixelsk,20260818-134212-s5-2factor-B-canny05-pixelsk,145000,DiT-2Cond-B/2,pretrained_models/sd-vae-ft-ema,4,32,0.18215,5script/train_top30.csv,final_imgs_256,256,128,35130,none,2cond,factorized_add,factor_balanced,True,final_skeleton,1.0,True,0.5,0.0,False,0.15,0.35,0.0002,0.02,1000,400000,64,0.9999,cosine,0.1,5script/results/s5_2factor_B_latentstruct_pixelsk_opt/20260818-004938-s5-2factor-B-latentC-pixelsk-opt/checkpoints/0115000.pt,,,,,5script/eval100_top30.csv,100,50,4.0,0,0.8683977544307708,0.4188112551967303,,,,,,,,,,,,,,,,eval_auto
s5_2factor_B_canny05_pixelsk,20260818-134212-s5-2factor-B-canny05-pixelsk,150000,DiT-2Cond-B/2,pretrained_models/sd-vae-ft-ema,4,32,0.18215,5script/train_top30.csv,final_imgs_256,256,128,35130,none,2cond,factorized_add,factor_balanced,True,final_skeleton,1.0,True,0.5,0.0,False,0.15,0.35,0.0002,0.02,1000,400000,64,0.9999,cosine,0.1,5script/results/s5_2factor_B_latentstruct_pixelsk_opt/20260818-004938-s5-2factor-B-latentC-pixelsk-opt/checkpoints/0115000.pt,,,,,5script/eval100_top30.csv,100,50,4.0,0,0.8736339432001113,0.4243967105944952,,,,,,,,,,,,,,,,eval_auto
s5_2factor_B_canny05_pixelsk,20260818-134212-s5-2factor-B-canny05-pixelsk,155000,DiT-2Cond-B/2,pretrained_models/sd-vae-ft-ema,4,32,0.18215,5script/train_top30.csv,final_imgs_256,256,128,35130,none,2cond,factorized_add,factor_balanced,True,final_skeleton,1.0,True,0.5,0.0,False,0.15,0.35,0.0002,0.02,1000,400000,64,0.9999,cosine,0.1,5script/results/s5_2factor_B_latentstruct_pixelsk_opt/20260818-004938-s5-2factor-B-latentC-pixelsk-opt/checkpoints/0115000.pt,,,,,5script/eval100_top30.csv,100,50,4.0,0,0.8762892341613769,0.42558326895038284,,,,,,,,,,,,,,,,eval_auto
s5_2factor_B_canny05_pixelsk,20260818-134212-s5-2factor-B-canny05-pixelsk,160000,DiT-2Cond-B/2,pretrained_models/sd-vae-ft-ema,4,32,0.18215,5script/train_top30.csv,final_imgs_256,256,128,35130,none,2cond,factorized_add,factor_balanced,True,final_skeleton,1.0,True,0.5,0.0,False,0.15,0.35,0.0002,0.02,1000,400000,64,0.9999,cosine,0.1,5script/results/s5_2factor_B_latentstruct_pixelsk_opt/20260818-004938-s5-2factor-B-latentC-pixelsk-opt/checkpoints/0115000.pt,,,,,5script/eval100_top30.csv,100,50,4.0,0,0.8686536067724228,0.43091187462210656,,,,,,,,,,,,,,,,eval_auto
s5_2factor_B_canny05_pixelsk,20260818-134212-s5-2factor-B-canny05-pixelsk,165000,DiT-2Cond-B/2,pretrained_models/sd-vae-ft-ema,4,32,0.18215,5script/train_top30.csv,final_imgs_256,256,128,35130,none,2cond,factorized_add,factor_balanced,True,final_skeleton,1.0,True,0.5,0.0,False,0.15,0.35,0.0002,0.02,1000,400000,64,0.9999,cosine,0.1,5script/results/s5_2factor_B_latentstruct_pixelsk_opt/20260818-004938-s5-2factor-B-latentC-pixelsk-opt/checkpoints/0115000.pt,,,,,5script/eval100_top30.csv,100,50,4.0,0,0.8451105785369873,0.4328600218395392,,,,,,,,,,,,,,,,eval_auto
s5_2factor_B_canny05_pixelsk,20260818-134212-s5-2factor-B-canny05-pixelsk,170000,DiT-2Cond-B/2,pretrained_models/sd-vae-ft-ema,4,32,0.18215,5script/train_top30.csv,final_imgs_256,256,128,35130,none,2cond,factorized_add,factor_balanced,True,final_skeleton,1.0,True,0.5,0.0,False,0.15,0.35,0.0002,0.02,1000,400000,64,0.9999,cosine,0.1,5script/results/s5_2factor_B_latentstruct_pixelsk_opt/20260818-004938-s5-2factor-B-latentC-pixelsk-opt/checkpoints/0115000.pt,,,,,5script/eval100_top30.csv,100,50,4.0,0,0.8448754942417145,0.4292098314811785,,,,,,,,,,,,,,,,eval_auto
s5_2factor_B_canny05_pixelsk,20260818-134212-s5-2factor-B-canny05-pixelsk,175000,DiT-2Cond-B/2,pretrained_models/sd-vae-ft-ema,4,32,0.18215,5script/train_top30.csv,final_imgs_256,256,128,35130,none,2cond,factorized_add,factor_balanced,True,final_skeleton,1.0,True,0.5,0.0,False,0.15,0.35,0.0002,0.02,1000,400000,64,0.9999,cosine,0.1,5script/results/s5_2factor_B_latentstruct_pixelsk_opt/20260818-004938-s5-2factor-B-latentC-pixelsk-opt/checkpoints/0115000.pt,,,,,5script/eval100_top30.csv,100,50,4.0,0,0.8705020701885223,0.41583753933509193,,,,,,,,,,,,,,,,eval_auto
s5_2factor_B_canny05_pixelsk,20260818-134212-s5-2factor-B-canny05-pixelsk,180000,DiT-2Cond-B/2,pretrained_models/sd-vae-ft-ema,4,32,0.18215,5script/train_top30.csv,final_imgs_256,256,128,35130,none,2cond,factorized_add,factor_balanced,True,final_skeleton,1.0,True,0.5,0.0,False,0.15,0.35,0.0002,0.02,1000,400000,64,0.9999,cosine,0.1,5script/results/s5_2factor_B_latentstruct_pixelsk_opt/20260818-004938-s5-2factor-B-latentC-pixelsk-opt/checkpoints/0115000.pt,,,,,5script/eval100_top30.csv,100,50,4.0,0,0.8915150272846222,0.40745542958378794,,,,,,,,,,,,,,,,eval_auto
s5_2factor_B_canny05_pixelsk,20260818-134212-s5-2factor-B-canny05-pixelsk,185000,DiT-2Cond-B/2,pretrained_models/sd-vae-ft-ema,4,32,0.18215,5script/train_top30.csv,final_imgs_256,256,128,35130,none,2cond,factorized_add,factor_balanced,True,final_skeleton,1.0,True,0.5,0.0,False,0.15,0.35,0.0002,0.02,1000,400000,64,0.9999,cosine,0.1,5script/results/s5_2factor_B_latentstruct_pixelsk_opt/20260818-004938-s5-2factor-B-latentC-pixelsk-opt/checkpoints/0115000.pt,,,,,5script/eval100_top30.csv,100,50,4.0,0,0.9196769672632218,0.3949086062610149,,,,,,,,,,,,,,,,eval_auto
s5_2factor_B_canny05_pixelsk,20260818-134212-s5-2factor-B-canny05-pixelsk,190000,DiT-2Cond-B/2,pretrained_models/sd-vae-ft-ema,4,32,0.18215,5script/train_top30.csv,final_imgs_256,256,128,35130,none,2cond,factorized_add,factor_balanced,True,final_skeleton,1.0,True,0.5,0.0,False,0.15,0.35,0.0002,0.02,1000,400000,64,0.9999,cosine,0.1,5script/results/s5_2factor_B_latentstruct_pixelsk_opt/20260818-004938-s5-2factor-B-latentC-pixelsk-opt/checkpoints/0115000.pt,,,,,5script/eval100_top30.csv,100,50,4.0,0,0.9480054074525833,0.3915845514585575,,,,,,,,,,,,,,,,eval_auto
s5_2factor_B_canny05_pixelsk,20260818-134212-s5-2factor-B-canny05-pixelsk,195000,DiT-2Cond-B/2,pretrained_models/sd-vae-ft-ema,4,32,0.18215,5script/train_top30.csv,final_imgs_256,256,128,35130,none,2cond,factorized_add,factor_balanced,True,final_skeleton,1.0,True,0.5,0.0,False,0.15,0.35,0.0002,0.02,1000,400000,64,0.9999,cosine,0.1,5script/results/s5_2factor_B_latentstruct_pixelsk_opt/20260818-004938-s5-2factor-B-latentC-pixelsk-opt/checkpoints/0115000.pt,,,,,5script/eval100_top30.csv,100,50,4.0,0,0.9451089876890183,0.3938642018536727,,,,,,,,,,,,,,,,eval_auto
s5_2factor_B_canny05_pixelsk,20260818-134212-s5-2factor-B-canny05-pixelsk,200000,DiT-2Cond-B/2,pretrained_models/sd-vae-ft-ema,4,32,0.18215,5script/train_top30.csv,final_imgs_256,256,128,35130,none,2cond,factorized_add,factor_balanced,True,final_skeleton,1.0,True,0.5,0.0,False,0.15,0.35,0.0002,0.02,1000,400000,64,0.9999,cosine,0.1,5script/results/s5_2factor_B_latentstruct_pixelsk_opt/20260818-004938-s5-2factor-B-latentC-pixelsk-opt/checkpoints/0115000.pt,,,,,5script/eval100_top30.csv,100,50,4.0,0,0.9351278078556061,0.40424924723803995,,,,,,,,,,,,,,,,eval_auto
s5_2factor_B_canny05_pixelsk,20260818-134212-s5-2factor-B-canny05-pixelsk,205000,DiT-2Cond-B/2,pretrained_models/sd-vae-ft-ema,4,32,0.18215,5script/train_top30.csv,final_imgs_256,256,128,35130,none,2cond,factorized_add,factor_balanced,True,final_skeleton,1.0,True,0.5,0.0,False,0.15,0.35,0.0002,0.02,1000,400000,64,0.9999,cosine,0.1,5script/results/s5_2factor_B_latentstruct_pixelsk_opt/20260818-004938-s5-2factor-B-latentC-pixelsk-opt/checkpoints/0115000.pt,,,,,5script/eval100_top30.csv,100,50,4.0,0,0.9405037713050842,0.40362176718811194,,,,,,,,,,,,,,,,eval_auto
s5_2factor_B_canny05_pixelsk,20260818-134212-s5-2factor-B-canny05-pixelsk,210000,DiT-2Cond-B/2,pretrained_models/sd-vae-ft-ema,4,32,0.18215,5script/train_top30.csv,final_imgs_256,256,128,35130,none,2cond,factorized_add,factor_balanced,True,final_skeleton,1.0,True,0.5,0.0,False,0.15,0.35,0.0002,0.02,1000,400000,64,0.9999,cosine,0.1,5script/results/s5_2factor_B_latentstruct_pixelsk_opt/20260818-004938-s5-2factor-B-latentC-pixelsk-opt/checkpoints/0115000.pt,,,,,5script/eval100_top30.csv,100,50,4.0,0,0.9453401869535446,0.40738782480359076,,,,,,,,,,,,,,,,eval_auto
s5_2factor_B_canny05_pixelsk,20260818-134212-s5-2factor-B-canny05-pixelsk,215000,DiT-2Cond-B/2,pretrained_models/sd-vae-ft-ema,4,32,0.18215,5script/train_top30.csv,final_imgs_256,256,128,35130,none,2cond,factorized_add,factor_balanced,True,final_skeleton,1.0,True,0.5,0.0,False,0.15,0.35,0.0002,0.02,1000,400000,64,0.9999,cosine,0.1,5script/results/s5_2factor_B_latentstruct_pixelsk_opt/20260818-004938-s5-2factor-B-latentC-pixelsk-opt/checkpoints/0115000.pt,,,,,5script/eval100_top30.csv,100,50,4.0,0,0.9241582643985748,0.4130791554600001,,,,,,,,,,,,,,,,eval_auto
s5_2factor_B_canny05_pixelsk,20260818-134212-s5-2factor-B-canny05-pixelsk,220000,DiT-2Cond-B/2,pretrained_models/sd-vae-ft-ema,4,32,0.18215,5script/train_top30.csv,final_imgs_256,256,128,35130,none,2cond,factorized_add,factor_balanced,True,final_skeleton,1.0,True,0.5,0.0,False,0.15,0.35,0.0002,0.02,1000,400000,64,0.9999,cosine,0.1,5script/results/s5_2factor_B_latentstruct_pixelsk_opt/20260818-004938-s5-2factor-B-latentC-pixelsk-opt/checkpoints/0115000.pt,,,,,5script/eval100_top30.csv,100,50,4.0,0,0.8919111782312393,0.4202847582350176,,,,,,,,,,,,,,,,eval_auto
