img_id,class,has_frame,is_inverted,frame_has_main,clean_ink,main_in_band_frac,n_small,t,b,l,r,clean_ink_full,mean_gray
23965,noise_cleanable,0,0,0,0.4761962890625,0.0,31,0,0,0,0,1.0,0.4761962890625
24135,noise_cleanable,0,0,0,0.1675872802734375,0.0,64,0,0,0,0,1.0,0.1675872802734375
24473,char_touch,1,0,1,0.4226282230941704,0.2580416999815487,0,18,15,0,0,0.7419583000184513,0.496185302734375
22709,noise_cleanable,0,0,0,0.2058563232421875,0.0,47,0,0,0,0,1.0,0.2058563232421875
22715,noise_cleanable,0,0,0,0.3633575439453125,0.0,185,0,0,0,0,1.0,0.3633575439453125
243627,noise_cleanable,0,0,0,0.3174591064453125,0.0,47,0,0,0,0,1.0,0.3174591064453125
22787,char_touch,1,0,1,0.10926402698863637,0.8737201365187713,5,0,0,40,40,0.193796008345471,0.3876190185546875
22863,noise_cleanable,0,0,0,0.3443603515625,0.0,278,0,0,0,0,1.0,0.3443603515625
23147,noise_cleanable,0,0,0,0.1498565673828125,0.0,41,0,0,0,0,1.0,0.1498565673828125
24774,noise_cleanable,0,0,0,0.21087646484375,0.0,85,0,0,0,0,1.0,0.21087646484375
24757,crop_safe,1,0,0,0.1384079391891892,0.0,0,17,17,0,0,0.47471333735666865,0.252838134765625
24771,noise_cleanable,0,0,0,0.16900634765625,0.0,72,0,0,0,0,1.0,0.16900634765625
24840,char_touch,1,0,1,0.17510775862068967,0.9986679352997145,0,41,41,0,0,0.27090858571825505,0.4393310546875
24993,noise_cleanable,0,0,0,0.1935882568359375,0.0,40,0,0,0,0,1.0,0.1935882568359375
25081,noise_cleanable,0,0,0,0.26031494140625,0.0,102,0,0,0,0,1.0,0.26031494140625
25235,noise_cleanable,0,0,0,0.142974853515625,0.0,31,0,0,0,0,1.0,0.142974853515625
25205,noise_cleanable,0,0,0,0.1756439208984375,0.0,31,0,0,0,0,1.0,0.1756439208984375
25230,char_touch,1,0,1,0.1466552734375,0.9800606157281864,4,0,0,44,52,0.1964163097145473,0.4666595458984375
25233,char_touch,1,0,1,0.19749735169491525,0.9752380952380952,2,0,0,39,40,0.3067562472148905,0.4451446533203125
25297,char_touch,1,0,1,0.44756799163179917,0.14896744586261293,29,0,17,0,0,0.868258346808713,0.4812469482421875
25358,noise_cleanable,0,0,0,0.25555419921875,0.0,38,0,0,0,0,1.0,0.25555419921875
25368,noise_cleanable,0,0,0,0.1750640869140625,0.0,159,0,0,0,0,1.0,0.1750640869140625
25593,noise_cleanable,0,0,0,0.2683563232421875,0.0,68,0,0,0,0,1.0,0.2683563232421875
25667,noise_cleanable,0,0,0,0.275299072265625,0.0,149,0,0,0,0,1.0,0.275299072265625
25738,noise_cleanable,0,0,0,0.2991943359375,0.0,38,0,0,0,0,1.0,0.2991943359375
3336,noise_cleanable,0,0,0,0.174774169921875,0.0,33,0,0,0,0,1.0,0.174774169921875
3401,noise_cleanable,0,0,0,0.1177520751953125,0.0,87,0,0,0,0,1.0,0.1177520751953125
5365,clean_noop,0,0,0,0.4932098388671875,0.0,0,0,0,0,0,1.0,0.4932098388671875
236574,char_touch,1,0,1,0.3664198962882096,0.27206992451330947,19,0,0,13,14,0.7582689117159095,0.4322662353515625
8668,blob_discard,1,0,1,0.7423043536324786,0.10453501953360989,0,0,0,0,22,0.8954649804663901,0.757720947265625
8697,noise_cleanable,0,0,0,0.1467437744140625,0.0,62,0,0,0,0,1.0,0.1467437744140625
9298,noise_cleanable,0,0,0,0.2615814208984375,0.0,33,0,0,0,0,1.0,0.2615814208984375
238294,noise_cleanable,0,0,0,0.2964324951171875,0.0,103,0,0,0,0,1.0,0.2964324951171875
9760,noise_cleanable,0,0,0,0.2913055419921875,0.0,102,0,0,0,0,1.0,0.2913055419921875
9764,noise_cleanable,0,0,0,0.0310821533203125,0.0,38,0,0,0,0,1.0,0.0310821533203125
3810,char_touch,1,0,1,0.09765625,0.9978459329161965,1,0,0,37,38,0.19072708113804004,0.3620147705078125
3956,noise_cleanable,0,0,0,0.16363525390625,0.0,54,0,0,0,0,1.0,0.16363525390625
4063,char_touch,1,0,1,0.13196511243386244,0.9998851234922458,12,0,0,33,34,0.2712750138080469,0.3591461181640625
7292,clean_noop,0,0,0,0.6257781982421875,0.0,0,0,0,0,0,1.0,0.6257781982421875
7319,noise_cleanable,0,0,0,0.3059539794921875,0.0,103,0,0,0,0,1.0,0.3059539794921875
7296,invert_fix,0,1,0,0.7814483642578125,0.0,0,0,0,0,0,1.0,0.7814483642578125
7350,noise_cleanable,0,0,0,0.1158447265625,0.0,53,0,0,0,0,1.0,0.1158447265625
237253,noise_cleanable,0,0,0,0.1202239990234375,0.0,31,0,0,0,0,1.0,0.1202239990234375
7426,invert_fix,0,1,0,0.583404541015625,0.0,0,0,0,0,0,1.0,0.583404541015625
7445,noise_cleanable,0,0,0,0.15020751953125,0.0,57,0,0,0,0,1.0,0.15020751953125
237613,noise_cleanable,0,0,0,0.1415252685546875,0.0,61,0,0,0,0,1.0,0.1415252685546875
8079,noise_cleanable,0,0,0,0.417999267578125,0.0,83,0,0,0,0,1.0,0.417999267578125
6881,invert_fix,0,1,0,0.6587677001953125,0.0,0,0,0,0,0,1.0,0.6587677001953125
237066,char_touch,1,0,1,0.22876862046632124,0.6223662884927067,0,0,0,31,32,0.4120520578907076,0.4185638427734375
6882,invert_fix,1,1,1,0.7209603658536585,0.2469398722210059,0,16,35,0,0,0.7530601277789941,0.7666473388671875
6298,invert_fix,0,1,0,0.6871795654296875,0.0,0,0,0,0,0,1.0,0.6871795654296875
6505,noise_cleanable,0,0,0,0.124176025390625,0.0,173,0,0,0,0,1.0,0.124176025390625
3748,noise_cleanable,0,0,0,0.1496124267578125,0.0,51,0,0,0,0,1.0,0.1496124267578125
4193,noise_cleanable,0,0,0,0.0935516357421875,0.0,37,0,0,0,0,1.0,0.0935516357421875
236022,char_touch,1,0,1,0.19439476656626506,0.9777626888473944,21,0,0,45,45,0.2639212804702725,0.4776153564453125
4925,noise_cleanable,0,0,0,0.27392578125,0.0,31,0,0,0,0,1.0,0.27392578125
947,noise_cleanable,0,0,0,0.14056396484375,0.0,77,0,0,0,0,1.0,0.14056396484375
15783,char_touch,1,0,1,0.15313403179190752,1.0,0,41,42,0,0,0.24195504816268285,0.427703857421875
15878,noise_cleanable,0,0,0,0.3126983642578125,0.0,100,0,0,0,0,1.0,0.3126983642578125
15973,char_touch,1,0,1,0.1278391768292683,1.0,0,25,26,0,0,0.33943840121426766,0.3015899658203125
16309,crop_safe,1,0,0,0.26645951704545456,0.0,7,18,18,0,0,0.6195351525409735,0.3696136474609375
16670,char_touch,1,0,1,0.40123521959459457,0.3257606946367753,59,17,17,0,0,0.7237439299203352,0.4807586669921875
16711,noise_cleanable,0,0,0,0.2320404052734375,0.0,45,0,0,0,0,1.0,0.2320404052734375
16837,noise_cleanable,0,0,0,0.1847076416015625,0.0,50,0,0,0,0,1.0,0.1847076416015625
16977,noise_cleanable,0,0,0,0.30450439453125,0.0,42,0,0,0,0,1.0,0.30450439453125
17142,char_touch,1,0,1,0.19490470467032966,0.7741091860084995,1,37,37,0,0,0.3240321141837645,0.4276275634765625
17162,noise_cleanable,0,0,0,0.3606109619140625,0.0,31,0,0,0,0,1.0,0.3606109619140625
241454,noise_cleanable,0,0,0,0.195068359375,0.0,36,0,0,0,0,1.0,0.195068359375
17323,noise_cleanable,0,0,0,0.1852569580078125,0.0,50,0,0,0,0,1.0,0.1852569580078125
17334,noise_cleanable,0,0,0,0.5236968994140625,0.0,77,0,0,0,0,1.0,0.5236968994140625
17327,noise_cleanable,0,0,0,0.26226806640625,0.0,61,0,0,0,0,1.0,0.26226806640625
17406,noise_cleanable,0,0,0,0.317718505859375,0.0,90,0,0,0,0,1.0,0.317718505859375
17426,noise_cleanable,0,0,0,0.330841064453125,0.0,55,0,0,0,0,1.0,0.330841064453125
17611,char_touch,1,0,1,0.4365960743801653,0.13083666507721087,51,14,0,0,0,0.8834884860362567,0.4671478271484375
241746,char_touch,1,0,1,0.23272100225225226,1.0,0,17,17,0,0,0.6031007751937985,0.334625244140625
18112,char_touch,1,0,1,0.24417449421965318,0.8772252402841622,9,0,0,41,42,0.33728401222631155,0.489227294921875
18242,crop_safe,1,0,0,0.29433420907079644,0.0,2,15,15,0,0,0.6891820794042657,0.3770294189453125
17969,noise_cleanable,0,0,0,0.150604248046875,0.0,106,0,0,0,0,1.0,0.150604248046875
18031,crop_safe,1,0,0,0.1509929906542056,0.0,0,21,21,0,0,0.4348191757779647,0.290283203125
18356,char_touch,1,0,1,0.26198814655172414,1.0,0,26,27,0,0,0.5008645109075525,0.4147796630859375
18371,noise_cleanable,0,0,0,0.1983184814453125,0.0,42,0,0,0,0,1.0,0.1983184814453125
241880,char_touch,1,0,1,0.22180538366336633,0.8882035466461063,0,27,27,0,0,0.45346722542895546,0.385955810546875
18654,noise_cleanable,0,0,0,0.246185302734375,0.0,146,0,0,0,0,1.0,0.246185302734375
18670,noise_cleanable,0,0,0,0.1983184814453125,0.0,42,0,0,0,0,1.0,0.1983184814453125
18959,char_touch,1,0,1,0.2121733757062147,0.9421534396527319,0,39,40,0,0,0.32220658221060394,0.455291748046875
18960,char_touch,1,0,1,0.23460890718562874,1.0,0,44,45,0,0,0.30566221734625465,0.500701904296875
18982,noise_cleanable,0,0,0,0.1797332763671875,0.0,39,0,0,0,0,1.0,0.1797332763671875
19001,noise_cleanable,0,0,0,0.245361328125,0.0,41,0,0,0,0,1.0,0.245361328125
19003,noise_cleanable,0,0,0,0.2572479248046875,0.0,286,0,0,0,0,1.0,0.2572479248046875
47482,char_touch,1,0,1,0.4320142663043478,0.11707591641455006,0,13,13,0,0,0.792602748262861,0.4897003173828125
47506,blob_discard,1,0,1,0.4652920081967213,0.09439610814856395,1,0,0,0,12,0.9056744881742544,0.4896697998046875
47529,char_touch,1,0,1,0.42373430676855894,0.3587837837837838,0,0,0,13,14,0.7825415826612904,0.484375
47554,char_touch,1,0,1,0.4320142663043478,0.11707591641455006,0,13,13,0,0,0.792602748262861,0.4897003173828125
47562,crop_safe,1,0,0,0.40701050884955753,0.0,3,0,0,16,14,0.7541876181020402,0.4764251708984375
47566,noise_cleanable,0,0,0,0.36328125,0.0,33,0,0,0,0,1.0,0.36328125
47626,crop_safe,1,0,0,0.40701050884955753,0.0,3,0,0,16,14,0.7541876181020402,0.4764251708984375
47631,noise_cleanable,0,0,0,0.36328125,0.0,33,0,0,0,0,1.0,0.36328125
47650,noise_cleanable,0,0,0,0.3344268798828125,0.0,34,0,0,0,0,1.0,0.3344268798828125
47688,char_touch,1,0,1,0.36608231707317074,0.6114266935824609,0,0,0,25,26,0.5959796500806551,0.49188232421875
47819,noise_cleanable,0,0,0,0.1123046875,0.0,39,0,0,0,0,1.0,0.1123046875
48006,noise_cleanable,0,0,0,0.276519775390625,0.0,51,0,0,0,0,1.0,0.276519775390625
48318,noise_cleanable,0,0,0,0.2804412841796875,0.0,33,0,0,0,0,1.0,0.2804412841796875
48449,noise_cleanable,0,0,0,0.23846435546875,0.0,85,0,0,0,0,1.0,0.23846435546875
48544,char_touch,1,0,1,0.2772957223360656,0.30557768924302786,9,12,0,0,0,0.8495267055765364,0.3111114501953125
48710,char_touch,1,0,1,0.14110440340909092,0.7617668955248573,1,18,18,0,0,0.4632198647703427,0.26177978515625
48874,char_touch,1,0,1,0.14189299738219896,0.9517154476201386,0,34,31,0,0,0.29455718773881295,0.359405517578125
48927,noise_cleanable,0,0,0,0.429473876953125,0.0,40,0,0,0,0,1.0,0.429473876953125
49521,char_touch,1,0,1,0.36640995260663506,0.3794680105463405,0,23,22,0,0,0.6351325332135292,0.475494384765625
49533,noise_cleanable,0,0,0,0.35791015625,0.0,30,0,0,0,0,1.0,0.35791015625
49760,char_touch,1,0,1,0.27966044372294374,0.40254104031700105,5,0,0,12,13,0.7209870084575813,0.350006103515625
49860,clean_noop,0,0,0,0.48638916015625,0.0,1,0,0,0,0,1.0,0.48638916015625
49952,noise_cleanable,0,0,0,0.178985595703125,0.0,69,0,0,0,0,1.0,0.178985595703125
50052,noise_cleanable,0,0,0,0.12628173828125,0.0,49,0,0,0,0,1.0,0.12628173828125
49482,noise_cleanable,0,0,0,0.1508636474609375,0.0,331,0,0,0,0,1.0,0.1508636474609375
254462,char_touch,1,0,1,0.24107752732240437,0.7955225155942921,1,38,35,0,0,0.3775489737246774,0.456451416015625
49092,noise_cleanable,0,0,0,0.176605224609375,0.0,198,0,0,0,0,1.0,0.176605224609375
254575,noise_cleanable,0,0,0,0.31341552734375,0.0,98,0,0,0,0,1.0,0.31341552734375
50446,noise_cleanable,0,0,0,0.111541748046875,0.0,33,0,0,0,0,1.0,0.111541748046875
50473,char_touch,1,0,1,0.1744861296791444,0.8643959813771135,2,33,36,0,0,0.32138047785772,0.3965911865234375
50553,char_touch,1,0,1,0.3668742629716981,0.3980608672232696,4,0,0,0,44,0.6580625970849721,0.4616851806640625
50591,noise_cleanable,0,0,0,0.166290283203125,0.0,61,0,0,0,0,1.0,0.166290283203125
50153,clean_noop,0,0,0,0.4838104248046875,0.0,2,0,0,0,0,1.0,0.4838104248046875
50392,noise_cleanable,0,0,0,0.0783843994140625,0.0,37,0,0,0,0,1.0,0.0783843994140625
50841,noise_cleanable,0,0,0,0.2406768798828125,0.0,44,0,0,0,0,1.0,0.2406768798828125
255233,noise_cleanable,0,0,0,0.3016357421875,0.0,118,0,0,0,0,1.0,0.3016357421875
51470,char_touch,1,0,1,0.25616484004739337,0.9423659435120754,0,0,0,19,26,0.5458813318605018,0.38677978515625
52344,noise_cleanable,0,0,0,0.22650146484375,0.0,84,0,0,0,0,1.0,0.22650146484375
52478,noise_cleanable,0,0,0,0.23388671875,0.0,68,0,0,0,0,1.0,0.23388671875
52518,noise_cleanable,0,0,0,0.1526336669921875,0.0,76,0,0,0,0,1.0,0.1526336669921875
52860,noise_cleanable,0,0,0,0.2670440673828125,0.0,121,0,0,0,0,1.0,0.2670440673828125
256067,noise_cleanable,0,0,0,0.1031341552734375,0.0,30,0,0,0,0,1.0,0.1031341552734375
256068,noise_cleanable,0,0,0,0.2254638671875,0.0,79,0,0,0,0,1.0,0.2254638671875
255964,noise_cleanable,0,0,0,0.21051025390625,0.0,47,0,0,0,0,1.0,0.21051025390625
52906,noise_cleanable,0,0,0,0.283050537109375,0.0,34,0,0,0,0,1.0,0.283050537109375
256336,noise_cleanable,0,0,0,0.2774810791015625,0.0,130,0,0,0,0,1.0,0.2774810791015625
53502,char_touch,1,0,1,0.15428631756756755,0.923923006416132,13,0,0,35,36,0.2871007033122471,0.3883514404296875
53657,noise_cleanable,0,0,0,0.2863311767578125,0.0,41,0,0,0,0,1.0,0.2863311767578125
256411,noise_cleanable,0,0,0,0.2071685791015625,0.0,37,0,0,0,0,1.0,0.2071685791015625
256484,char_touch,1,0,1,0.20813210227272727,0.636194158668784,15,0,0,18,18,0.5598968284294994,0.3194580078125
54044,noise_cleanable,0,0,0,0.2015838623046875,0.0,57,0,0,0,0,1.0,0.2015838623046875
54077,noise_cleanable,0,0,0,0.213897705078125,0.0,281,0,0,0,0,1.0,0.213897705078125
256664,char_touch,1,0,1,0.13664504716981132,0.9649115989897027,5,0,0,49,48,0.18299664407448837,0.463775634765625
54252,char_touch,1,0,1,0.07054115853658537,0.8991097922848664,0,25,26,0,0,0.2212659135736059,0.2552947998046875
54254,char_touch,1,0,1,0.12636217948717948,0.8930759979382624,0,0,0,30,31,0.2880102273764953,0.334197998046875
54420,noise_cleanable,0,0,0,0.224395751953125,0.0,86,0,0,0,0,1.0,0.224395751953125
54432,noise_cleanable,0,0,0,0.139892578125,0.0,43,0,0,0,0,1.0,0.139892578125
54480,noise_cleanable,0,0,0,0.421844482421875,0.0,82,0,0,0,0,1.0,0.421844482421875
54610,noise_cleanable,0,0,0,0.19964599609375,0.0,51,0,0,0,0,1.0,0.19964599609375
55792,char_touch,1,0,1,0.19957589285714286,0.9794067636501039,5,41,40,0,0,0.30127708326313307,0.4528350830078125
56769,char_touch,1,0,1,0.17449347527472528,0.91918799475499,0,37,37,0,0,0.3004767712606719,0.4128570556640625
56648,noise_cleanable,0,0,0,0.2610931396484375,0.0,40,0,0,0,0,1.0,0.2610931396484375
57160,noise_cleanable,0,0,0,0.2739410400390625,0.0,50,0,0,0,0,1.0,0.2739410400390625
57394,noise_cleanable,0,0,0,0.1911773681640625,0.0,35,0,0,0,0,1.0,0.1911773681640625
59119,invert_fix,0,1,0,0.5504608154296875,0.0,0,0,0,0,0,1.0,0.5504608154296875
59357,noise_cleanable,0,0,0,0.24359130859375,0.0,34,0,0,0,0,1.0,0.24359130859375
57750,noise_cleanable,0,0,0,0.1482086181640625,0.0,42,0,0,0,0,1.0,0.1482086181640625
57886,noise_cleanable,0,0,0,0.289276123046875,0.0,33,0,0,0,0,1.0,0.289276123046875
57938,noise_cleanable,0,0,0,0.2342681884765625,0.0,37,0,0,0,0,1.0,0.2342681884765625
58107,noise_cleanable,0,0,0,0.17919921875,0.0,71,0,0,0,0,1.0,0.17919921875
58181,noise_cleanable,0,0,0,0.28973388671875,0.0,62,0,0,0,0,1.0,0.28973388671875
258310,char_touch,1,0,1,0.19897240990990991,0.8327592805204745,1,0,0,17,17,0.5650609634219468,0.30535888671875
58413,noise_cleanable,0,0,0,0.2626800537109375,0.0,44,0,0,0,0,1.0,0.2626800537109375
258377,noise_cleanable,0,0,0,0.27142333984375,0.0,60,0,0,0,0,1.0,0.27142333984375
258411,noise_cleanable,0,0,0,0.2722625732421875,0.0,33,0,0,0,0,1.0,0.2722625732421875
58933,invert_fix,0,1,0,0.7221832275390625,0.0,0,0,0,0,0,1.0,0.7221832275390625
59761,noise_cleanable,0,0,0,0.178680419921875,0.0,72,0,0,0,0,1.0,0.178680419921875
60161,noise_cleanable,0,0,0,0.1685333251953125,0.0,38,0,0,0,0,1.0,0.1685333251953125
60629,invert_fix,0,1,0,0.6643829345703125,0.0,0,0,0,0,0,1.0,0.6643829345703125
60773,noise_cleanable,0,0,0,0.3564300537109375,0.0,40,0,0,0,0,1.0,0.3564300537109375
60879,noise_cleanable,0,0,0,0.2449493408203125,0.0,43,0,0,0,0,1.0,0.2449493408203125
60359,noise_cleanable,0,0,0,0.3066864013671875,0.0,51,0,0,0,0,1.0,0.3066864013671875
60470,invert_fix,0,1,0,0.7715911865234375,0.0,0,0,0,0,0,1.0,0.7715911865234375
60555,invert_fix,0,1,0,0.573822021484375,0.0,9,0,0,0,0,1.0,0.573822021484375
60597,noise_cleanable,0,0,0,0.13616943359375,0.0,62,0,0,0,0,1.0,0.13616943359375
60999,noise_cleanable,0,0,0,0.2629547119140625,0.0,92,0,0,0,0,1.0,0.2629547119140625
61084,invert_fix,0,1,0,0.750396728515625,0.0,0,0,0,0,0,1.0,0.750396728515625
259644,noise_cleanable,0,0,0,0.1120147705078125,0.0,49,0,0,0,0,1.0,0.1120147705078125
61477,char_touch,1,0,1,0.25089164402173914,0.9205413774159716,2,0,0,36,36,0.39067768595041324,0.461578369140625
259656,char_touch,1,0,1,0.2471648185483871,0.9265618535374431,1,0,0,36,34,0.39646286003031833,0.4529571533203125
61530,invert_fix,0,1,0,0.6562652587890625,0.0,0,0,0,0,0,1.0,0.6562652587890625
61675,noise_cleanable,0,0,0,0.19366455078125,0.0,37,0,0,0,0,1.0,0.19366455078125
62100,char_touch,1,0,1,0.3872092208520179,0.2906701890989989,0,16,17,0,0,0.7255391078872222,0.4648895263671875
62119,noise_cleanable,0,0,0,0.22991943359375,0.0,57,0,0,0,0,1.0,0.22991943359375
62201,noise_cleanable,0,0,0,0.1928558349609375,0.0,54,0,0,0,0,1.0,0.1928558349609375
62581,invert_fix,0,1,0,0.61273193359375,0.0,0,0,0,0,0,1.0,0.61273193359375
40303,char_touch,1,0,1,0.18558238636363636,0.9987278432702908,10,0,0,45,46,0.25177453027139873,0.4750823974609375
250990,char_touch,1,0,1,0.2000543114973262,1.0,0,34,35,0,0,0.35156565471164786,0.4156646728515625
