[[34m2026-08-20 00:23:42[0m] Experiment directory created at 5script/results/s6_top6_struct_fp32/20260820-002342-s6-top6-struct-fp32
[[34m2026-08-20 00:23:43[0m] Building 2-Cond model: DiT-2Cond-S/2 (callig=1011, glyph/char=35130, fusion=factorized_add, dims=128/256, dropout=all:0.05, one:0.25, skel_head=False, glyph_cond=False, glyph_scale_init=0.4)
[[34m2026-08-20 00:23:43[0m] [cond-head] reset adaLN/final_layer to std=0.02 (retain task-agnostic transformer engine, drop ImageNet class-condition coupling).
[[34m2026-08-20 00:23:43[0m] Trainable Parameters: 41,752,737
[[34m2026-08-20 00:23:43[0m] Frozen Parameters: 98,304 (trainable ratio: 99.77%)
[[34m2026-08-20 00:23:44[0m] [EMA] enabled with decay=0.9999
[[34m2026-08-20 00:23:44[0m] Loading VAE from local path: pretrained_models/sd-vae-ft-ema
[[34m2026-08-20 00:23:44[0m] DiT Parameters: 41,851,041
[[34m2026-08-20 00:23:54[0m] Using latent-cached dataset (skip on-the-fly VAE encode). preload=ON
[[34m2026-08-20 00:23:54[0m] Using factor-balanced sampler: {'weight_min': 0.5131361180859803, 'weight_mean': 1.0, 'weight_max': 1.6416229630056935} (char_alpha=0.35, callig_alpha=0.15)
[[34m2026-08-20 00:23:54[0m] Dataset contains 10,866 images
[[34m2026-08-20 00:23:54[0m] [LR] cosine schedule: warmup=1000, total=200000, min_ratio=0.1
[[34m2026-08-20 00:23:54[0m] Training for 400 epochs...
[[34m2026-08-20 00:23:54[0m] Beginning epoch 0...
[[34m2026-08-20 00:26:19[0m] Beginning epoch 1...
[[34m2026-08-20 00:26:28[0m] (step=0000240) Total: 1.0203 | Diff: 0.3266 | Canny: raw 0.1758 x 0.50 = 0.0879 | Skel: raw 0.6058 x 1.00 = 0.6058 | LatC: raw 0.0000 x 0.000 = 0.0000 | LatS: raw 0.0000 x 0.000 = 0.0000 | REPA: raw 0.0000 x 0.00 = 0.0000 | SkelH: raw 0.0000 | StdMid: raw 0.0000 | X0Lat: raw 253.1738 | LR: 4.82e-05 | EMA: 0.963855 | Steps/Sec: 1.58 | Mem: 20.68G/20.68G
[[34m2026-08-20 00:26:41[0m] (step=0000260) Total: 0.9878 | Diff: 0.3051 | Canny: raw 0.1789 x 0.50 = 0.0894 | Skel: raw 0.5932 x 1.00 = 0.5932 | LatC: raw 0.0000 x 0.000 = 0.0000 | LatS: raw 0.0000 x 0.000 = 0.0000 | REPA: raw 0.0000 x 0.00 = 0.0000 | SkelH: raw 0.0000 | StdMid: raw 0.0000 | X0Lat: raw 162.2547 | LR: 5.22e-05 | EMA: 0.966543 | Steps/Sec: 1.60 | Mem: 20.68G/20.68G
[[34m2026-08-20 00:26:53[0m] (step=0000280) Total: 1.0027 | Diff: 0.2972 | Canny: raw 0.1838 x 0.50 = 0.0919 | Skel: raw 0.6136 x 1.00 = 0.6136 | LatC: raw 0.0000 x 0.000 = 0.0000 | LatS: raw 0.0000 x 0.000 = 0.0000 | REPA: raw 0.0000 x 0.00 = 0.0000 | SkelH: raw 0.0000 | StdMid: raw 0.0000 | X0Lat: raw 215.2971 | LR: 5.62e-05 | EMA: 0.968858 | Steps/Sec: 1.58 | Mem: 20.68G/20.68G
[[34m2026-08-20 00:27:06[0m] (step=0000300) Total: 0.9723 | Diff: 0.3051 | Canny: raw 0.1723 x 0.50 = 0.0861 | Skel: raw 0.5810 x 1.00 = 0.5810 | LatC: raw 0.0000 x 0.000 = 0.0000 | LatS: raw 0.0000 x 0.000 = 0.0000 | REPA: raw 0.0000 x 0.00 = 0.0000 | SkelH: raw 0.0000 | StdMid: raw 0.0000 | X0Lat: raw 212.9899 | LR: 6.02e-05 | EMA: 0.970874 | Steps/Sec: 1.60 | Mem: 20.68G/20.68G
[[34m2026-08-20 00:27:18[0m] (step=0000320) Total: 0.9328 | Diff: 0.2757 | Canny: raw 0.1718 x 0.50 = 0.0859 | Skel: raw 0.5712 x 1.00 = 0.5712 | LatC: raw 0.0000 x 0.000 = 0.0000 | LatS: raw 0.0000 x 0.000 = 0.0000 | REPA: raw 0.0000 x 0.00 = 0.0000 | SkelH: raw 0.0000 | StdMid: raw 0.0000 | X0Lat: raw 201.1901 | LR: 6.42e-05 | EMA: 0.972644 | Steps/Sec: 1.60 | Mem: 20.68G/20.68G
[[34m2026-08-20 00:27:31[0m] (step=0000340) Total: 0.9469 | Diff: 0.2858 | Canny: raw 0.1737 x 0.50 = 0.0869 | Skel: raw 0.5743 x 1.00 = 0.5743 | LatC: raw 0.0000 x 0.000 = 0.0000 | LatS: raw 0.0000 x 0.000 = 0.0000 | REPA: raw 0.0000 x 0.00 = 0.0000 | SkelH: raw 0.0000 | StdMid: raw 0.0000 | X0Lat: raw 196.4264 | LR: 6.82e-05 | EMA: 0.974212 | Steps/Sec: 1.60 | Mem: 20.68G/20.68G
[[34m2026-08-20 00:27:43[0m] (step=0000360) Total: 0.9427 | Diff: 0.2843 | Canny: raw 0.1751 x 0.50 = 0.0876 | Skel: raw 0.5709 x 1.00 = 0.5709 | LatC: raw 0.0000 x 0.000 = 0.0000 | LatS: raw 0.0000 x 0.000 = 0.0000 | REPA: raw 0.0000 x 0.00 = 0.0000 | SkelH: raw 0.0000 | StdMid: raw 0.0000 | X0Lat: raw 172.3438 | LR: 7.22e-05 | EMA: 0.975610 | Steps/Sec: 1.59 | Mem: 20.68G/20.68G
[[34m2026-08-20 00:27:56[0m] (step=0000380) Total: 0.9261 | Diff: 0.2825 | Canny: raw 0.1672 x 0.50 = 0.0836 | Skel: raw 0.5600 x 1.00 = 0.5600 | LatC: raw 0.0000 x 0.000 = 0.0000 | LatS: raw 0.0000 x 0.000 = 0.0000 | REPA: raw 0.0000 x 0.00 = 0.0000 | SkelH: raw 0.0000 | StdMid: raw 0.0000 | X0Lat: raw 172.6130 | LR: 7.62e-05 | EMA: 0.976864 | Steps/Sec: 1.60 | Mem: 20.68G/20.68G
[[34m2026-08-20 00:28:08[0m] (step=0000400) Total: 0.9260 | Diff: 0.2688 | Canny: raw 0.1772 x 0.50 = 0.0886 | Skel: raw 0.5686 x 1.00 = 0.5686 | LatC: raw 0.0000 x 0.000 = 0.0000 | LatS: raw 0.0000 x 0.000 = 0.0000 | REPA: raw 0.0000 x 0.00 = 0.0000 | SkelH: raw 0.0000 | StdMid: raw 0.0000 | X0Lat: raw 186.8161 | LR: 8.02e-05 | EMA: 0.977995 | Steps/Sec: 1.60 | Mem: 20.68G/20.68G
