img_id,H,W,ink_ratio,n_ink,n_cc,main_frac,small_cc_n,small_cc_area_ratio,mid_cc_n,foreign_area_ratio,edge_ink_ratio,top_ratio,bot_ratio,left_ratio,right_ratio,border_bar,edge_blob_area,inverted,gray_mid_ratio,lap_var
15813,256,256,0.114075,7476,8,0.363831,0,0.0,4,0.072571,0.017263,0.0,0.0,0.024902,0.041992,0,1548,0,0.0,7153.78
158135,256,256,0.131943,8647,8,0.339771,0,0.0,5,0.087112,0.00252,0.0,0.009766,0.0,0.0,0,0,0,0.0,8451.58
158141,256,256,0.355194,23278,3,0.53136,0,0.0,0,0.166458,0.028226,0.071289,0.038086,0.0,0.0,0,9858,0,0.0,8080.5
158147,256,256,0.297653,19507,3,0.555339,0,0.0,1,0.132355,0.037172,0.092773,0.05127,0.0,0.0,0,8309,0,0.0,7253.0
15815,256,256,0.210159,13773,4,0.626516,0,0.0,0,0.078491,0.024068,0.027832,0.06543,0.0,0.0,0,2174,0,0.0,6191.35
158151,256,256,0.193039,12651,1,1.0,0,0.0,0,0.0,0.021547,0.021484,0.062012,0.0,0.0,0,0,0,0.0,6012.75
15816,256,256,0.087418,5729,5,0.53395,0,0.0,3,0.040741,0.007308,0.0,0.0,0.013672,0.014648,0,0,0,0.0,5969.09
158160,256,256,0.234253,15352,5,0.326342,0,0.0,1,0.157806,0.014239,0.0,0.0,0.055176,0.0,0,2793,0,0.0,9281.06
15818,256,256,0.073074,4789,4,0.393193,0,0.0,1,0.044342,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,4544.29
158181,256,256,0.10318,6762,6,0.562112,0,0.0,4,0.045181,0.010585,0.0,0.0,0.023926,0.01709,0,1479,0,0.0,7197.44
158182,256,256,0.310043,20319,4,0.340912,0,0.0,0,0.204346,0.020917,0.0,0.0,0.013672,0.067383,0,12362,0,0.0,8622.24
158184,256,256,0.318604,20880,3,0.648372,0,0.0,1,0.11203,0.027848,0.0,0.0,0.049316,0.058594,0,6877,0,0.0,7449.46
158189,256,256,0.186996,12255,7,0.449123,0,0.0,2,0.103012,0.017389,0.0,0.0,0.015625,0.051758,0,4859,0,0.0,8560.73
158191,256,256,0.27359,17930,1,1.0,0,0.0,0,0.0,0.02999,0.029297,0.086914,0.0,0.0,0,0,0,0.0,8808.78
158193,256,256,0.460098,30153,2,0.50529,0,0.0,0,0.227615,0.019657,0.001465,0.008301,0.015625,0.050781,0,14917,0,0.0,8586.52
158204,256,256,0.167099,10951,4,0.529449,0,0.0,2,0.078629,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,6683.48
158205,256,256,0.260742,17088,5,0.370787,0,0.0,2,0.164062,0.004914,0.0,0.0,0.016602,0.002441,0,9770,0,0.0,7443.5
158212,256,256,0.174805,11456,3,0.593226,0,0.0,1,0.071106,0.016255,0.01709,0.045898,0.0,0.0,0,4222,0,0.0,9870.43
158219,256,256,0.25087,16441,2,0.577763,0,0.0,0,0.105927,0.001764,0.0,0.006836,0.0,0.0,0,6942,0,0.0,8721.46
158230,256,256,0.151947,9958,2,0.975095,0,0.0,1,0.003784,0.000378,0.001465,0.0,0.0,0.0,0,0,0,0.0,5975.04
158239,256,256,0.262344,17193,1,1.0,0,0.0,0,0.0,0.038558,0.074219,0.032715,0.021484,0.020996,0,0,0,0.0,10689.99
158241,256,256,0.204285,13388,2,0.981551,0,0.0,1,0.003769,0.018649,0.033691,0.038574,0.0,0.0,0,0,0,0.0,6219.13
158258,256,256,0.323059,21172,1,1.0,0,0.0,0,0.0,0.033518,0.058594,0.071289,0.0,0.0,0,0,0,0.0,8560.73
158274,256,256,0.270599,17734,3,0.412766,0,0.0,0,0.158905,0.001638,0.0,0.006348,0.0,0.0,0,3465,0,0.0,8205.52
158275,256,256,0.278473,18250,2,0.925425,0,0.0,0,0.020767,0.013483,0.0,0.0,0.026855,0.025391,0,1361,0,0.0,6487.02
158276,256,256,0.195038,12782,2,0.708496,0,0.0,0,0.056854,0.009451,0.0,0.036621,0.0,0.0,0,0,0,0.0,8477.38
158277,256,256,0.192841,12638,3,0.87047,0,0.0,1,0.024979,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,6778.73
158278,256,256,0.214523,14059,4,0.88214,0,0.0,3,0.025284,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,6229.05
158281,256,256,0.061096,4004,3,0.490759,0,0.0,1,0.031113,0.003654,0.0,0.01416,0.0,0.0,0,1914,0,0.0,7274.83
158289,256,256,0.31749,20807,1,1.0,0,0.0,0,0.0,0.019279,0.0,0.0,0.012695,0.062012,0,0,0,0.0,9044.92
158294,256,256,0.258347,16931,8,0.397259,0,0.0,5,0.155716,0.030746,0.031738,0.050781,0.0,0.036621,0,9294,0,0.0,11418.27
158295,256,256,0.178299,11685,3,0.444758,0,0.0,0,0.098999,0.019783,0.022949,0.024414,0.005859,0.023438,0,4418,0,0.0,11150.38
158296,256,256,0.316879,20767,3,0.449559,0,0.0,0,0.174423,0.046119,0.001465,0.007324,0.060059,0.109863,0,11431,0,0.0,10185.95
158297,256,256,0.347885,22799,1,1.0,0,0.0,0,0.0,0.027344,0.0,0.0,0.01123,0.094727,0,0,0,0.0,7645.91
158306,256,256,0.26384,17291,2,0.902666,0,0.0,0,0.025681,0.024068,0.008789,0.013672,0.03125,0.039551,0,1683,0,0.0,7282.77
158307,256,256,0.359421,23555,3,0.496328,0,0.0,0,0.18103,0.054435,0.056641,0.100586,0.013672,0.040039,0,10873,0,0.0,6365.97
158308,256,256,0.241608,15834,1,1.0,0,0.0,0,0.0,0.021421,0.001465,0.008789,0.024902,0.047852,0,0,0,0.0,6300.49
158311,256,256,0.155731,10206,8,0.373604,0,0.0,4,0.097549,0.046875,0.0,0.0,0.0,0.181641,0,1088,0,0.0,4647.48
158314,256,256,0.250107,16391,8,0.629858,0,0.0,3,0.092575,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,9941.87
158315,256,256,0.206009,13501,6,0.826531,0,0.0,5,0.035736,0.007686,0.0,0.029785,0.0,0.0,0,0,0,0.0,7759.03
158331,256,256,0.14183,9295,14,0.316622,0,0.0,11,0.096924,0.012853,0.0,0.0,0.0,0.049805,0,0,0,0.0,9499.35
158332,256,256,0.123947,8123,9,0.300751,0,0.0,5,0.08667,0.014239,0.02002,0.018066,0.006348,0.010742,0,3083,0,0.0,11182.12
158333,256,256,0.339844,22272,8,0.387392,0,0.0,4,0.208191,0.078125,0.028809,0.018066,0.02002,0.23584,0,11693,0,0.0,10449.88
158334,256,256,0.249115,16326,4,0.596472,0,0.0,1,0.100525,0.033644,0.096191,0.03418,0.0,0.0,0,0,0,0.0,9300.91
158338,256,256,0.280212,18364,6,0.839196,0,0.0,3,0.045059,0.016003,0.031738,0.030273,0.0,0.0,0,0,0,0.0,8572.63
158339,256,256,0.20372,13351,4,0.451801,0,0.0,0,0.111679,0.010333,0.003418,0.007812,0.0,0.028809,0,2048,0,0.0,8612.32
15834,256,256,0.223068,14619,2,0.689377,0,0.0,0,0.06929,0.018145,0.0,0.056152,0.01416,0.0,0,4541,0,0.0,6925.58
158340,256,256,0.426315,27939,3,0.527113,0,0.0,0,0.201599,0.049521,0.065918,0.125977,0.0,0.0,0,13212,0,0.0,9062.78
158343,256,256,0.2061,13507,8,0.710743,0,0.0,6,0.059616,0.013231,0.026855,0.024414,0.0,0.0,0,0,0,0.0,8526.99
158344,256,256,0.274597,17996,5,0.486219,0,0.0,0,0.141083,0.02999,0.001465,0.005371,0.04248,0.066895,0,8352,0,0.0,9386.24
158354,256,256,0.381409,24996,1,1.0,0,0.0,0,0.0,0.058972,0.087891,0.140625,0.0,0.0,0,0,0,0.0,8519.05
158384,256,256,0.237808,15585,2,0.870196,0,0.0,0,0.030869,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,7104.17
158412,256,256,0.222244,14565,2,0.899691,0,0.0,0,0.022293,0.019405,0.024902,0.050293,0.0,0.0,0,0,0,0.0,6864.06
158413,256,256,0.18306,11997,4,0.656998,0,0.0,0,0.06279,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,6219.13
158414,256,256,0.220779,14469,2,0.880365,0,0.0,0,0.026413,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,5093.97
158440,256,256,0.10054,6589,8,0.426013,0,0.0,5,0.057709,0.022555,0.0,0.0,0.056152,0.03125,0,0,0,0.0,6407.65
158447,256,256,0.217438,14250,2,0.513825,0,0.0,0,0.105713,0.029234,0.065918,0.047363,0.0,0.0,0,0,0,0.0,5330.11
158449,256,256,0.461441,30241,2,0.99547,0,0.0,1,0.00209,0.037298,0.0,0.009766,0.093262,0.041504,0,0,0,0.0,6417.57
158457,256,256,0.131287,8604,7,0.479661,0,0.0,5,0.068314,0.008821,0.0,0.0,0.003906,0.030273,0,3058,0,0.0,8562.71
158459,256,256,0.139008,9110,4,0.468167,0,0.0,2,0.073929,0.027344,0.0,0.0,0.033203,0.072754,0,4140,0,0.0,6127.84
15846,256,256,0.200714,13154,2,0.650981,0,0.0,0,0.070053,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,6441.38
158471,256,256,0.168015,11011,3,0.640814,0,0.0,1,0.060349,0.006426,0.009277,0.015625,0.0,0.0,0,0,0,0.0,8650.02
158479,256,256,0.113983,7470,6,0.571754,0,0.0,3,0.048813,0.037172,0.124023,0.02002,0.0,0.0,0,735,0,0.0,10150.23
158480,256,256,0.270889,17753,1,1.0,0,0.0,0,0.0,0.026462,0.0,0.0,0.046875,0.055664,0,0,0,0.0,8457.54
158484,256,256,0.1129,7399,7,0.328423,0,0.0,3,0.075821,0.012601,0.0,0.0,0.013184,0.035645,0,685,0,0.0,6885.89
158485,256,256,0.261398,17131,2,0.581285,0,0.0,0,0.109451,0.033014,0.0,0.0,0.073242,0.054688,0,7173,0,0.0,5816.29
15849,256,256,0.220596,14457,2,0.748011,0,0.0,0,0.055588,0.008443,0.0,0.0,0.009766,0.022949,0,3643,0,0.0,5002.69
158496,256,256,0.26358,17274,4,0.514241,0,0.0,1,0.128036,0.031754,0.0,0.0,0.044922,0.078125,0,7816,0,0.0,6834.29
15850,256,256,0.332901,21817,2,0.695238,0,0.0,0,0.101456,0.005292,0.0,0.0,0.0,0.020508,0,0,0,0.0,5536.49
158501,256,256,0.055786,3656,10,0.259847,0,0.0,9,0.04129,0.005292,0.020508,0.0,0.0,0.0,0,0,0,0.0,4796.31
158502,256,256,0.199982,13106,3,0.542042,0,0.0,1,0.091583,0.012475,0.04834,0.0,0.0,0.0,0,0,0,0.0,5796.45
158524,256,256,0.241074,15799,7,0.394519,0,0.0,3,0.145966,0.034904,0.0,0.0,0.062012,0.073242,0,4626,0,0.0,7947.54
158525,256,256,0.323227,21183,6,0.468867,0,0.0,3,0.171677,0.033392,0.0,0.0,0.039551,0.089844,0,8276,0,0.0,6808.5
158544,256,256,0.090332,5920,5,0.590203,0,0.0,3,0.037018,0.008191,0.028809,0.00293,0.0,0.0,0,1866,0,0.0,9187.8
158550,256,256,0.273102,17898,2,0.935859,0,0.0,0,0.017517,0.050781,0.0,0.0,0.046387,0.150391,0,0,0,0.0,5629.76
158551,256,256,0.197128,12919,3,0.701525,0,0.0,0,0.058838,0.030116,0.0,0.0,0.027832,0.088867,0,2694,0,0.0,7181.56
158552,256,256,0.171875,11264,4,0.821733,0,0.0,2,0.03064,0.028604,0.0,0.0,0.004883,0.105957,0,0,0,0.0,9298.92
158553,256,256,0.18779,12307,2,0.94109,0,0.0,0,0.011063,0.030116,0.038086,0.078613,0.0,0.0,0,0,0,0.0,7163.7
158554,256,256,0.268265,17581,1,1.0,0,0.0,0,0.0,0.043851,0.0,0.0,0.051758,0.118164,0,0,0,0.0,5423.38
158555,256,256,0.278885,18277,1,1.0,0,0.0,0,0.0,0.045993,0.0,0.0,0.027832,0.150391,0,0,0,0.0,6427.49
158556,256,256,0.310638,20358,1,1.0,0,0.0,0,0.0,0.045615,0.0,0.0,0.060547,0.116211,0,0,0,0.0,5730.96
158557,256,256,0.434479,28474,2,0.904896,0,0.0,0,0.041321,0.068926,0.0,0.0,0.080566,0.186523,0,0,0,0.0,7050.59
158558,256,256,0.094223,6175,10,0.382024,0,0.0,7,0.058228,0.044607,0.0,0.0,0.056152,0.116699,0,1014,0,0.0,6300.49
158560,256,256,0.375626,24617,2,0.541699,0,0.0,0,0.17215,0.06187,0.071289,0.168457,0.0,0.0,0,11282,0,0.0,7147.83
158561,256,256,0.376068,24646,1,1.0,0,0.0,0,0.0,0.143397,0.065918,0.060547,0.040039,0.38916,0,0,0,0.0,8725.43
158562,256,256,0.194412,12741,4,0.49431,0,0.0,1,0.098312,0.009073,0.0,0.0,0.027832,0.007324,0,5191,0,0.0,7429.61
158563,256,256,0.38327,25118,3,0.503503,0,0.0,0,0.190292,0.089592,0.037109,0.061523,0.114258,0.134277,0,10893,0,0.0,7757.04
158564,256,256,0.302277,19810,2,0.640838,0,0.0,0,0.108566,0.047127,0.001953,0.005859,0.04834,0.126465,0,7115,0,0.0,6806.51
158582,256,256,0.17807,11670,1,1.0,0,0.0,0,0.0,0.020161,0.0,0.0,0.019043,0.059082,0,0,0,0.0,4361.72
158584,256,256,0.282852,18537,2,0.995145,0,0.0,1,0.001373,0.031628,0.0,0.0,0.053223,0.069336,0,0,0,0.0,6056.41
158586,256,256,0.222031,14551,1,1.0,0,0.0,0,0.0,0.020413,0.0,0.0,0.031738,0.047363,0,0,0,0.0,4790.35
158588,256,256,0.34642,22703,1,1.0,0,0.0,0,0.0,0.045237,0.0,0.0,0.112305,0.062988,0,0,0,0.0,7641.95
158589,256,256,0.308929,20246,2,0.578682,0,0.0,0,0.130157,0.05998,0.025879,0.069824,0.046875,0.089844,0,8530,0,0.0,5832.17
158590,256,256,0.210678,13807,1,1.0,0,0.0,0,0.0,0.034274,0.0,0.0,0.06543,0.067383,0,0,0,0.0,5852.01
158591,256,256,0.271057,17764,1,1.0,0,0.0,0,0.0,0.031502,0.0,0.0,0.064941,0.057129,0,0,0,0.0,5562.29
158593,256,256,0.334717,21936,2,0.516229,0,0.0,0,0.161926,0.030242,0.039062,0.056641,0.006348,0.015137,0,10612,0,0.0,5320.19
158594,256,256,0.273087,17897,2,0.61988,0,0.0,0,0.103806,0.022303,0.035645,0.041992,0.00293,0.005859,0,6803,0,0.0,5736.92
158595,256,256,0.177567,11637,2,0.60574,0,0.0,0,0.070007,0.018523,0.021484,0.050293,0.0,0.0,0,0,0,0.0,5048.33
158596,256,256,0.38266,25078,2,0.584815,0,0.0,0,0.158875,0.057712,0.042969,0.048828,0.081055,0.050781,0,10412,0,0.0,5850.03
158599,256,256,0.269226,17644,4,0.512639,0,0.0,2,0.13121,0.020287,0.0,0.0,0.06543,0.013184,0,7411,0,0.0,6405.66
158607,256,256,0.21817,14298,5,0.501539,0,0.0,1,0.108749,0.040953,0.0,0.0,0.117676,0.041016,0,4854,0,0.0,7552.65
158608,256,256,0.154205,10106,7,0.554225,0,0.0,4,0.068741,0.014743,0.0,0.0,0.02832,0.028809,0,834,0,0.0,6754.92
158610,256,256,0.213303,13979,4,0.468274,0,0.0,0,0.113419,0.006804,0.016113,0.0,0.0,0.010254,0,4995,0,0.0,6294.53
158613,256,256,0.097076,6362,8,0.373467,0,0.0,4,0.060822,0.023059,0.0,0.0,0.060059,0.029297,0,800,0,0.0,7080.36
158614,256,256,0.22728,14895,5,0.545284,0,0.0,3,0.103348,0.037298,0.0,0.0,0.102051,0.04248,0,5405,0,0.0,7116.08
158615,256,256,0.227692,14922,3,0.977081,0,0.0,2,0.005219,0.022807,0.0,0.0,0.030273,0.058105,0,0,0,0.0,5236.85
158616,256,256,0.086075,5641,2,0.547421,0,0.0,0,0.038956,0.002394,0.009277,0.0,0.0,0.0,0,2553,0,0.0,7645.91
158617,256,256,0.250961,16447,1,1.0,0,0.0,0,0.0,0.024824,0.0,0.0,0.058105,0.038086,0,0,0,0.0,7407.79
158618,256,256,0.126907,8317,3,0.810028,0,0.0,1,0.024109,0.012097,0.0,0.0,0.019531,0.027344,0,1160,0,0.0,8441.66
158620,256,256,0.338181,22163,3,0.579524,0,0.0,1,0.142197,0.045237,0.0,0.0,0.058594,0.116699,0,9226,0,0.0,7562.57
158621,256,256,0.179794,11783,2,0.513961,0,0.0,0,0.087387,0.06124,0.0,0.0,0.077637,0.159668,0,5727,0,0.0,5969.09
158632,256,256,0.087311,5722,10,0.393743,0,0.0,7,0.052933,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,5734.93
158642,256,256,0.121674,7974,12,0.373088,0,0.0,8,0.076279,0.014491,0.04834,0.007812,0.0,0.0,0,0,0,0.0,9679.93
158649,256,256,0.130859,8576,12,0.28708,0,0.0,8,0.093292,0.029234,0.013672,0.022949,0.036621,0.040039,0,826,0,0.0,8888.15
158651,256,256,0.240601,15768,6,0.460426,0,0.0,3,0.129822,0.015751,0.0,0.0,0.019043,0.041992,0,6757,0,0.0,7501.05
158652,256,256,0.089661,5876,8,0.336113,0,0.0,5,0.059525,0.00252,0.0,0.0,0.004883,0.004883,0,0,0,0.0,6356.05
158653,256,256,0.410294,26889,2,0.584588,0,0.0,0,0.170441,0.079259,0.0,0.0,0.076172,0.230957,0,11170,0,0.0,7044.64
158667,256,256,0.269562,17666,1,1.0,0,0.0,0,0.0,0.045111,0.0,0.0,0.047363,0.127441,0,0,0,0.0,6731.1
158668,256,256,0.411331,26957,1,1.0,0,0.0,0,0.0,0.059854,0.0,0.0,0.109863,0.12207,0,0,0,0.0,6635.85
158670,256,256,0.272018,17827,3,0.623044,0,0.0,1,0.102539,0.02432,0.010742,0.021973,0.040527,0.020996,0,6511,0,0.0,8112.25
158672,256,256,0.162384,10642,3,0.513249,0,0.0,1,0.079041,0.00252,0.0,0.0,0.004883,0.004883,0,0,0,0.0,6846.2
158674,256,256,0.183014,11994,3,0.648991,0,0.0,0,0.06424,0.039315,0.0,0.0,0.025879,0.126465,0,1546,0,0.0,7725.29
158675,256,256,0.382065,25039,1,1.0,0,0.0,0,0.0,0.03314,0.031738,0.057617,0.003418,0.035645,0,0,0,0.0,6957.33
158677,256,256,0.394348,25844,1,1.0,0,0.0,0,0.0,0.084803,0.0,0.0,0.07959,0.249023,0,0,0,0.0,8020.97
158678,256,256,0.414047,27135,1,1.0,0,0.0,0,0.0,0.067666,0.0,0.0,0.067383,0.194824,0,0,0,0.0,7776.89
158689,256,256,0.294479,19299,2,0.590393,0,0.0,0,0.120621,0.022933,0.0,0.0,0.058105,0.030762,0,7905,0,0.0,7137.91
158715,256,256,0.229553,15044,5,0.870513,0,0.0,4,0.029724,0.014617,0.0,0.0,0.008301,0.04834,0,0,0,0.0,8003.11
158750,256,256,0.162277,10635,5,0.542924,0,0.0,3,0.074173,0.052671,0.015625,0.188477,0.0,0.0,0,4471,0,0.0,10009.34
158756,256,256,0.117783,7719,8,0.352118,0,0.0,4,0.076309,0.022303,0.0,0.0,0.081543,0.004883,0,1674,0,0.0,7637.98
158757,256,256,0.151794,9948,5,0.535384,0,0.0,2,0.070526,0.015247,0.0,0.0,0.052734,0.006348,0,1542,0,0.0,8020.97
158758,256,256,0.133835,8771,2,0.92669,0,0.0,1,0.009811,0.003024,0.0,0.0,0.009277,0.002441,0,0,0,0.0,6405.66
158766,256,256,0.35051,22971,4,0.513691,0,0.0,0,0.170456,0.027218,0.0,0.0,0.057129,0.04834,0,1369,0,0.0,6897.79
15877,256,256,0.093613,6135,2,0.72013,0,0.0,0,0.026199,0.007939,0.014648,0.016113,0.0,0.0,0,1717,0,0.0,6614.02
15878,256,256,0.278061,18223,31,0.242551,0,0.0,22,0.210617,0.181326,0.448242,0.052734,0.097656,0.11084,0,5146,0,0.0,17802.1
158788,256,256,0.287033,18811,3,0.60858,0,0.0,1,0.11235,0.022933,0.041504,0.041016,0.002441,0.003906,0,7253,0,0.0,7421.68
158790,256,256,0.212921,13954,3,0.501433,0,0.0,1,0.106155,0.032258,0.0,0.0,0.029297,0.095703,0,6406,0,0.0,7223.24
158793,256,256,0.13855,9080,4,0.56663,0,0.0,2,0.060043,0.018649,0.03125,0.041016,0.0,0.0,0,3544,0,0.0,9453.71
158794,256,256,0.346939,22737,2,0.601047,0,0.0,0,0.138412,0.032006,0.0,0.0,0.024902,0.099121,0,9071,0,0.0,6951.37
158800,256,256,0.281418,18443,1,1.0,0,0.0,0,0.0,0.035534,0.0,0.0,0.058594,0.079102,0,0,0,0.0,8423.8
158802,256,256,0.180771,11847,3,0.683802,0,0.0,0,0.057159,0.018271,0.053711,0.01709,0.0,0.0,0,0,0,0.0,6625.93
158803,256,256,0.372452,24409,3,0.536646,0,0.0,0,0.172577,0.045111,0.066895,0.10791,0.0,0.0,0,7584,0,0.0,6647.76
158806,256,256,0.308243,20201,3,0.584229,0,0.0,1,0.128159,0.030872,0.0,0.0,0.068359,0.05127,0,8220,0,0.0,8221.39
158807,256,256,0.136032,8915,1,1.0,0,0.0,0,0.0,0.008947,0.0,0.0,0.0,0.034668,0,0,0,0.0,6528.69
158808,256,256,0.250626,16425,2,0.597382,0,0.0,0,0.100906,0.020791,0.0,0.0,0.045898,0.034668,0,6613,0,0.0,8677.81
158809,256,256,0.448395,29386,1,1.0,0,0.0,0,0.0,0.044229,0.0,0.0,0.074707,0.09668,0,0,0,0.0,8566.68
158810,256,256,0.290787,19057,1,1.0,0,0.0,0,0.0,0.035912,0.05957,0.059082,0.016113,0.004395,0,0,0,0.0,7330.39
158811,256,256,0.161118,10559,7,0.538877,0,0.0,4,0.074295,0.040449,0.0,0.0,0.0,0.156738,0,0,0,0.0,8523.02
158816,256,256,0.351959,23066,5,0.444637,0,0.0,0,0.195465,0.029108,0.0,0.0,0.056152,0.056641,0,1012,0,0.0,7919.76
158821,256,256,0.189407,12413,7,0.387578,0,0.0,2,0.115997,0.019531,0.0,0.0,0.061035,0.014648,0,5331,0,0.0,9693.82
15883,256,256,0.105438,6910,4,0.715774,0,0.0,2,0.029968,0.022681,0.036621,0.05127,0.0,0.0,0,0,0,0.0,6389.79
15884,256,256,0.086761,5686,2,0.788779,0,0.0,0,0.018326,0.014869,0.050293,0.007324,0.0,0.0,0,0,0,0.0,4728.84
158840,256,256,0.241898,15853,8,0.518703,0,0.0,5,0.116425,0.00441,0.0,0.0,0.007324,0.009766,0,5391,0,0.0,12150.52
158843,256,256,0.081512,5342,8,0.457319,0,0.0,6,0.044235,0.014239,0.0,0.0,0.041016,0.01416,0,0,0,0.0,6911.68
158844,256,256,0.206711,13547,3,0.470362,0,0.0,0,0.109482,0.020665,0.0,0.0,0.029785,0.050293,0,2152,0,0.0,5854.0
158857,256,256,0.400894,26273,1,1.0,0,0.0,0,0.0,0.050151,0.053223,0.141113,0.0,0.0,0,0,0,0.0,8725.43
158859,256,256,0.377289,24726,2,0.981356,0,0.0,1,0.007034,0.053931,0.045898,0.057129,0.062012,0.043945,0,0,0,0.0,9205.66
15886,256,256,0.160706,10532,4,0.700722,0,0.0,1,0.048096,0.072329,0.053711,0.004883,0.231445,0.0,0,0,0,0.0,7338.33
158860,256,256,0.220871,14475,3,0.469914,0,0.0,0,0.117081,0.034148,0.0,0.0,0.057617,0.074707,0,1425,0,0.0,5996.87
158861,256,256,0.201096,13179,2,0.947113,0,0.0,0,0.010635,0.031628,0.036133,0.086426,0.0,0.0,0,0,0,0.0,7878.09
158862,256,256,0.178726,11713,2,0.870657,0,0.0,0,0.023117,0.034778,0.0,0.0,0.09375,0.041016,0,1515,0,0.0,6276.67
158864,256,256,0.295975,19397,3,0.540805,0,0.0,0,0.13591,0.035534,0.0,0.0,0.079102,0.058594,0,1624,0,0.0,6731.1
158865,256,256,0.2099,13756,3,0.544272,0,0.0,0,0.095657,0.039819,0.0,0.0,0.101074,0.053223,0,1033,0,0.0,6681.49
158867,256,256,0.294769,19318,3,0.465317,0,0.0,0,0.157608,0.024698,0.041504,0.054199,0.0,0.0,0,8343,0,0.0,6895.81
158868,256,256,0.230377,15098,3,0.481852,0,0.0,0,0.11937,0.053679,0.035645,0.037598,0.062012,0.072754,0,7823,0,0.0,5945.28
158869,256,256,0.084503,5538,8,0.305345,0,0.0,5,0.058701,0.009829,0.0,0.0,0.025391,0.012695,0,0,0,0.0,6260.8
158871,256,256,0.12825,8405,4,0.537061,0,0.0,1,0.059372,0.016759,0.0,0.0,0.02002,0.044922,0,3420,0,0.0,6649.74
158874,256,256,0.181473,11893,3,0.463886,0,0.0,0,0.09729,0.052293,0.0,0.0,0.130371,0.072266,0,6376,0,0.0,6365.97
158875,256,256,0.364975,23919,3,0.471174,0,0.0,0,0.193008,0.027092,0.035645,0.069336,0.0,0.0,0,10382,0,0.0,6643.79
15888,256,256,0.410294,26889,3,0.572093,0,0.0,0,0.175568,0.080141,0.104492,0.100098,0.07373,0.032227,0,11506,0,0.0,7034.72
158881,256,256,0.305283,20007,3,0.59864,0,0.0,0,0.122528,0.040575,0.0,0.0,0.066895,0.090332,0,6954,0,0.0,6217.14
158883,256,256,0.343903,22538,2,0.887745,0,0.0,0,0.038605,0.035912,0.0,0.0,0.074707,0.064453,0,0,0,0.0,6554.49
158885,256,256,0.375778,24627,1,1.0,0,0.0,0,0.0,0.021925,0.0,0.0,0.044434,0.040527,0,0,0,0.0,6492.97
158886,256,256,0.090683,5943,7,0.518425,0,0.0,4,0.043671,0.00063,0.0,0.0,0.0,0.002441,0,0,0,0.0,4762.57
158888,256,256,0.147842,9689,3,0.891836,0,0.0,2,0.015991,0.007056,0.027344,0.0,0.0,0.0,0,0,0,0.0,5857.97
158890,256,256,0.177887,11658,3,0.909847,0,0.0,1,0.016037,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,6026.64
158892,256,256,0.172363,11296,5,0.790722,0,0.0,2,0.036072,0.004914,0.0,0.019043,0.0,0.0,0,0,0,0.0,5645.63
158894,256,256,0.26918,17641,3,0.929199,0,0.0,2,0.019058,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,6580.29
158895,256,256,0.280609,18390,4,0.933605,0,0.0,3,0.018631,0.001512,0.0,0.0,0.0,0.005859,0,0,0,0.0,7205.38
158901,256,256,0.159225,10435,1,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,7247.05
158902,256,256,0.127518,8357,3,0.792749,0,0.0,0,0.026428,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,7163.7
158916,256,256,0.155975,10222,7,0.493935,0,0.0,4,0.078934,0.013861,0.044434,0.009277,0.0,0.0,0,1013,0,0.0,8022.95
158917,256,256,0.11557,7574,3,0.915896,0,0.0,2,0.00972,0.014239,0.026855,0.02832,0.0,0.0,0,0,0,0.0,6437.41
158918,256,256,0.299896,19654,2,0.936705,0,0.0,0,0.018982,0.043347,0.046387,0.121582,0.0,0.0,0,1244,0,0.0,6411.61
158920,256,256,0.212662,13937,3,0.917127,0,0.0,1,0.017624,0.024194,0.060547,0.033203,0.0,0.0,0,0,0,0.0,6616.01
158922,256,256,0.140488,9207,6,0.800152,0,0.0,5,0.028076,0.003528,0.013672,0.0,0.0,0.0,0,0,0,0.0,9755.34
158923,256,256,0.174316,11424,3,0.88104,0,0.0,1,0.020737,0.022555,0.048828,0.038574,0.0,0.0,0,0,0,0.0,5681.35
158924,256,256,0.354172,23211,2,0.963035,0,0.0,0,0.013092,0.023311,0.037598,0.052734,0.0,0.0,0,0,0,0.0,6945.42
158925,256,256,0.260742,17088,3,0.869675,0,0.0,0,0.033981,0.048009,0.09082,0.095215,0.0,0.0,0,839,0,0.0,5379.72
158945,256,256,0.147766,9684,2,0.916667,0,0.0,0,0.012314,0.042717,0.075195,0.090332,0.0,0.0,0,0,0,0.0,5415.44
