img_id,ok,err,ink_before,ink_after,ink_delta,n_cc_before,n_cc_after,main_frac_before,main_frac_after,big_cc_before,big_cc_after,removed_small,removed_edge,prune_iters,aggressive,inverted,changed_px
135690,1,,12136,12135,-8.2e-05,5,5,0.43062,0.43082,4,4,0,0,0,0,0,7
135691,1,,13362,13207,-0.0116,3,8,0.869181,0.878776,2,2,0,0,0,0,0,159
135692,1,,10424,10274,-0.01439,4,7,0.501535,0.509052,3,3,0,0,0,0,0,158
135693,1,,14215,14213,-0.000141,1,1,1.0,1.0,1,1,0,0,0,1,0,4
135694,1,,21170,21047,-0.00581,20,38,0.54615,0.548867,4,3,0,0,0,0,0,213
135695,1,,15582,15579,-0.000193,3,3,0.752728,0.752808,3,3,0,0,0,0,0,13
135696,1,,19647,19650,0.000153,1,1,1.0,1.0,1,1,0,0,0,1,0,5
135698,1,,20707,20709,9.7e-05,1,1,1.0,1.0,1,1,0,0,0,1,0,20
135743,1,,11178,11180,0.000179,2,2,0.935409,0.93542,2,2,0,0,0,0,0,4
135744,1,,5136,5135,-0.000195,2,2,0.873442,0.873418,1,1,0,0,0,1,0,3
135745,1,,17689,17689,0.0,2,2,0.915315,0.915315,2,2,0,0,0,0,0,2
135746,1,,19046,19044,-0.000105,1,1,1.0,1.0,1,1,0,0,0,1,0,6
135747,1,,21876,21878,9.1e-05,1,1,1.0,1.0,1,1,0,0,0,1,0,8
135748,1,,5711,5713,0.00035,2,2,0.865523,0.86557,2,2,0,0,0,0,0,6
135753,1,,10713,10708,-0.000467,3,3,0.856809,0.856929,2,2,0,0,0,0,0,35
135755,1,,14752,14756,0.000271,2,2,0.872695,0.87273,2,2,0,0,0,0,0,6
135756,1,,11199,10906,-0.026163,3,3,0.855969,0.878966,2,2,0,0,0,0,0,303
135788,1,,13541,13545,0.000295,1,1,1.0,1.0,1,1,0,0,0,1,0,8
135790,1,,4686,4674,-0.002561,5,5,0.402262,0.403081,2,2,0,0,0,0,0,20
135793,1,,16720,16720,0.0,2,2,0.581818,0.581878,2,2,0,0,0,0,0,12
135797,1,,9097,9094,-0.00033,2,2,0.500385,0.50055,2,2,0,0,0,0,0,11
135800,1,,22186,22188,9e-05,2,2,0.510592,0.510681,2,2,0,0,0,0,0,10
135801,1,,11126,11106,-0.001798,5,8,0.583948,0.583288,3,3,0,0,0,0,0,130
135827,1,,12705,12706,7.9e-05,6,6,0.542385,0.5425,3,3,0,0,0,0,0,9
135829,1,,13107,13110,0.000229,5,5,0.867628,0.867887,1,1,0,0,0,1,0,11
135831,1,,22763,22769,0.000264,3,3,0.860959,0.86082,3,3,0,0,0,0,0,8
135846,1,,12998,13001,0.000231,4,4,0.885213,0.885163,1,1,0,0,0,1,0,17
135847,1,,9773,9684,-0.009107,7,9,0.785634,0.792648,1,1,0,0,0,1,0,103
135849,1,,13052,13053,7.7e-05,5,5,0.861017,0.861028,1,1,0,0,0,1,0,9
135871,1,,3574,3559,-0.004197,6,6,0.782597,0.783366,1,1,0,0,0,1,0,21
135877,1,,7705,7383,-0.041791,7,12,0.801168,0.835297,1,1,0,0,0,1,0,334
135881,1,,18368,18373,0.000272,3,3,0.887413,0.887444,3,3,0,0,0,0,0,7
135882,1,,19087,19088,5.2e-05,1,1,1.0,1.0,1,1,0,0,0,1,0,9
135883,1,,13366,13364,-0.00015,5,5,0.747718,0.747606,4,4,0,0,0,0,0,6
135884,1,,14438,14438,0.0,3,3,0.80863,0.808699,3,3,0,0,0,0,0,6
135885,1,,18938,18931,-0.00037,5,5,0.731756,0.731974,5,5,0,0,0,0,0,11
135886,1,,16472,16481,0.000546,2,2,0.879796,0.879801,2,2,0,0,0,0,0,15
135887,1,,5409,5254,-0.028656,6,9,0.321316,0.330796,4,4,0,0,0,0,0,185
135888,1,,12672,12579,-0.007339,6,9,0.440183,0.443278,3,3,0,0,0,0,0,103
135889,1,,5443,5436,-0.001286,9,9,0.303325,0.303348,2,2,0,0,0,0,0,15
135891,1,,3197,3070,-0.039725,8,9,0.329058,0.343322,1,1,0,0,0,1,0,139
135908,1,,13432,13437,0.000372,3,3,0.686644,0.68676,3,3,0,0,0,0,0,5
135919,1,,18312,18310,-0.000109,2,2,0.860529,0.860568,2,2,0,0,0,0,0,14
135920,1,,19286,19285,-5.2e-05,2,2,0.882557,0.882551,2,2,0,0,0,0,0,1
135921,1,,12081,12078,-0.000248,2,2,0.908037,0.907932,2,2,0,0,0,0,0,7
135922,1,,19373,19371,-0.000103,2,2,0.868735,0.868721,2,2,0,0,0,0,0,6
135923,1,,30032,30033,3.3e-05,1,1,1.0,1.0,1,1,0,0,0,1,0,5
135987,1,,15740,15744,0.000254,1,1,1.0,1.0,1,1,0,0,0,1,0,8
135988,1,,21573,21575,9.3e-05,2,2,0.838919,0.838934,2,2,0,0,0,0,0,12
135995,1,,18808,18805,-0.00016,2,2,0.844375,0.84435,2,2,0,0,0,0,0,9
135996,1,,12180,12182,0.000164,2,2,0.853366,0.853472,2,2,0,0,0,0,0,4
135997,1,,13351,13353,0.00015,2,2,0.869897,0.869767,2,2,0,0,0,0,0,12
135998,1,,13828,13826,-0.000145,3,3,0.812916,0.812961,2,2,0,0,0,0,0,6
136000,1,,19818,19819,5e-05,2,2,0.898426,0.89833,2,2,0,0,0,0,0,11
136001,1,,25673,25669,-0.000156,1,1,1.0,1.0,1,1,0,0,0,1,0,10
136002,1,,22517,22517,0.0,2,2,0.847537,0.847537,2,2,0,0,0,0,0,6
136004,1,,26148,26149,3.8e-05,2,2,0.856471,0.856476,2,2,0,0,0,0,0,1
136006,1,,21622,21628,0.000277,1,1,1.0,1.0,1,1,0,0,0,1,0,6
136007,1,,20379,20378,-4.9e-05,2,2,0.871682,0.871626,2,2,0,0,0,0,0,5
136008,1,,18859,18861,0.000106,2,2,0.851424,0.851492,2,2,0,0,0,0,0,8
136009,1,,16718,16715,-0.000179,1,1,1.0,1.0,1,1,0,0,0,1,0,21
136010,1,,6955,6952,-0.000431,3,3,0.726096,0.725978,3,3,0,0,0,0,0,7
136011,1,,5271,5269,-0.000379,3,3,0.700247,0.700892,2,2,0,0,0,0,0,20
136012,1,,11539,11538,-8.7e-05,2,2,0.865066,0.865141,2,2,0,0,0,0,0,5
136014,1,,29559,29561,6.8e-05,1,1,1.0,1.0,1,1,0,0,0,1,0,6
136015,1,,23207,23208,4.3e-05,2,2,0.916965,0.917011,2,2,0,0,0,0,0,9
136017,1,,15771,15769,-0.000127,2,2,0.91478,0.914769,2,2,0,0,0,0,0,4
136018,1,,20541,20541,0.0,1,1,1.0,1.0,1,1,0,0,0,1,0,8
136033,1,,20243,20261,0.000889,2,1,0.957862,1.0,2,1,0,0,0,0,0,28
136034,1,,24444,24445,4.1e-05,1,1,1.0,1.0,1,1,0,0,0,1,0,9
136041,1,,20180,20185,0.000248,1,1,1.0,1.0,1,1,0,0,0,1,0,13
136061,1,,16018,16019,6.2e-05,2,2,0.754339,0.754479,2,2,0,0,0,0,0,21
136062,1,,5451,5450,-0.000183,1,1,1.0,1.0,1,1,0,0,0,1,0,7
136063,1,,10163,10161,-0.000197,1,1,1.0,1.0,1,1,0,0,0,1,0,2
136064,1,,23638,23632,-0.000254,1,1,1.0,1.0,1,1,0,0,0,1,0,10
136065,1,,18861,18860,-5.3e-05,1,1,1.0,1.0,1,1,0,0,0,1,0,3
136067,1,,16067,15992,-0.004668,6,14,0.830273,0.833917,2,2,0,0,0,0,0,83
136069,1,,25576,25577,3.9e-05,1,1,1.0,1.0,1,1,0,0,0,1,0,5
136267,1,,4562,4561,-0.000219,1,1,1.0,1.0,1,1,0,0,0,1,0,19
136285,1,,19780,19773,-0.000354,1,1,1.0,1.0,1,1,0,0,0,1,0,13
136288,1,,16864,16861,-0.000178,1,1,1.0,1.0,1,1,0,0,0,1,0,15
136289,1,,8638,8643,0.000579,1,1,1.0,1.0,1,1,0,0,0,1,0,9
136306,1,,10610,10611,9.4e-05,1,1,1.0,1.0,1,1,0,0,0,1,0,3
136307,1,,21364,21369,0.000234,1,1,1.0,1.0,1,1,0,0,0,1,0,9
136308,1,,25944,25946,7.7e-05,1,1,1.0,1.0,1,1,0,0,0,1,0,2
136311,1,,13957,13955,-0.000143,1,1,1.0,1.0,1,1,0,0,0,1,0,10
136312,1,,14028,14028,0.0,1,1,1.0,1.0,1,1,0,0,0,1,0,10
136313,1,,6569,6568,-0.000152,1,1,1.0,1.0,1,1,0,0,0,1,0,3
136315,1,,16360,16357,-0.000183,1,1,1.0,1.0,1,1,0,0,0,1,0,5
136316,1,,10927,10928,9.2e-05,1,1,1.0,1.0,1,1,0,0,0,1,0,3
136317,1,,22441,22449,0.000356,2,1,0.97812,1.0,1,1,0,0,0,1,0,50
136319,1,,12804,12766,-0.002968,2,7,0.964074,0.9671,1,1,0,0,0,1,0,50
136320,1,,23264,23265,4.3e-05,1,1,1.0,1.0,1,1,0,0,0,1,0,7
136321,1,,19246,19246,0.0,1,1,1.0,1.0,1,1,0,0,0,1,0,6
135181,1,,11434,11434,0.0,6,6,0.443152,0.443065,6,6,0,0,0,0,0,2
135182,1,,13355,13138,-0.016249,4,11,0.574916,0.584259,3,3,0,0,0,0,0,239
135183,1,,27250,27250,0.0,1,1,1.0,1.0,1,1,0,0,0,1,0,0
135186,1,,14038,14037,-7.1e-05,8,8,0.580425,0.580537,5,5,0,0,0,0,0,13
135189,1,,17109,16986,-0.007189,4,6,0.924601,0.931237,1,1,0,0,0,1,0,145
135190,1,,12590,12514,-0.006037,4,8,0.528118,0.531405,2,2,0,0,0,0,0,82
135191,1,,28221,28223,7.1e-05,3,3,0.597817,0.597846,2,2,0,0,0,0,0,14
135193,1,,9806,9783,-0.002346,10,16,0.299714,0.300419,4,4,0,0,0,0,0,43
135194,1,,7299,7293,-0.000822,5,5,0.536649,0.536816,3,3,0,0,0,0,0,18
135195,1,,27077,27081,0.000148,2,2,0.612882,0.612902,2,2,0,0,0,0,0,12
135212,1,,7911,7903,-0.001011,5,5,0.605107,0.604834,2,2,0,0,0,0,0,16
135213,1,,22977,22994,0.00074,2,2,0.700788,0.701096,2,2,0,0,0,0,0,33
135214,1,,17574,17574,0.0,4,4,0.898088,0.898088,2,2,0,0,0,0,0,4
135215,1,,15662,15665,0.000192,4,4,0.928234,0.928312,1,1,0,0,0,1,0,9
135216,1,,12804,12806,0.000156,4,4,0.773743,0.773778,3,3,0,0,0,0,0,2
135217,1,,18479,18488,0.000487,1,1,1.0,1.0,1,1,0,0,0,1,0,21
135218,1,,10954,10950,-0.000365,5,6,0.420851,0.411872,3,3,0,0,0,0,0,12
135219,1,,10368,10367,-9.6e-05,3,3,0.888985,0.888975,2,2,0,0,0,0,0,3
135237,1,,18749,18744,-0.000267,3,3,0.574057,0.574104,2,2,0,0,0,0,0,15
135266,1,,6206,6204,-0.000322,4,4,0.451176,0.451644,2,2,0,0,0,0,0,20
135267,1,,24434,24440,0.000246,3,3,0.900344,0.900327,3,3,0,0,0,0,0,6
135274,1,,18058,18068,0.000554,2,2,0.977517,0.977585,1,1,0,0,0,1,0,18
135285,1,,11894,11895,8.4e-05,3,3,0.544897,0.544851,3,3,0,0,0,0,0,5
135286,1,,10232,10232,0.0,7,7,0.411259,0.411747,3,3,0,0,0,0,0,14
135288,1,,11570,11572,0.000173,1,1,1.0,1.0,1,1,0,0,0,1,0,4
135292,1,,16221,16218,-0.000185,2,2,0.970532,0.970527,1,1,0,0,0,1,0,13
135296,1,,12208,12208,0.0,5,5,0.43406,0.433978,3,3,0,0,0,0,0,18
135297,1,,14059,14000,-0.004197,2,16,0.695853,0.668286,2,2,0,0,0,0,0,67
135302,1,,17353,17351,-0.000115,2,2,0.684204,0.684283,2,2,0,0,0,0,0,8
135303,1,,9209,9211,0.000217,1,1,1.0,1.0,1,1,0,0,0,1,0,6
135305,1,,17325,17323,-0.000115,3,3,0.563001,0.563124,3,3,0,0,0,0,0,10
135306,1,,22157,22160,0.000135,1,1,1.0,1.0,1,1,0,0,0,1,0,11
135311,1,,10830,10574,-0.023638,7,10,0.762696,0.779932,2,2,0,0,0,0,0,268
135374,1,,23908,23762,-0.006107,6,7,0.329304,0.331327,4,4,0,0,0,0,0,174
135376,1,,27827,27837,0.000359,2,2,0.605311,0.605345,2,2,0,0,0,0,0,14
135377,1,,8868,8750,-0.013306,6,11,0.622801,0.630629,3,3,0,0,0,0,0,134
135378,1,,27823,27832,0.000323,1,1,1.0,1.0,1,1,0,0,0,1,0,21
135407,1,,26315,26317,7.6e-05,1,1,1.0,1.0,1,1,0,0,0,1,0,10
135408,1,,25670,25671,3.9e-05,2,2,0.548461,0.548362,2,2,0,0,0,0,0,7
135409,1,,20950,20943,-0.000334,1,1,1.0,1.0,1,1,0,0,0,1,0,11
135412,1,,7965,7953,-0.001507,2,2,0.956434,0.956746,1,1,0,0,0,1,0,18
135413,1,,13746,13745,-7.3e-05,1,1,1.0,1.0,1,1,0,0,0,1,0,11
135414,1,,23916,23913,-0.000125,1,1,1.0,1.0,1,1,0,0,0,1,0,17
135415,1,,11242,11248,0.000534,1,1,1.0,1.0,1,1,0,0,0,1,0,10
135418,1,,20139,20138,-5e-05,1,1,1.0,1.0,1,1,0,0,0,1,0,9
135419,1,,24246,24242,-0.000165,1,1,1.0,1.0,1,1,0,0,0,1,0,8
135420,1,,10685,10683,-0.000187,3,3,0.640524,0.640831,2,2,0,0,0,0,0,12
135424,1,,10274,10248,-0.002531,8,8,0.288203,0.288544,6,6,0,0,0,0,0,32
135438,1,,14901,14907,0.000403,1,1,1.0,1.0,1,1,0,0,0,1,0,14
135440,1,,12065,12040,-0.002072,9,10,0.576875,0.576744,4,3,0,0,0,0,0,27
135470,1,,15119,15104,-0.000992,7,8,0.326212,0.326536,5,5,0,0,0,0,0,37
135472,1,,12269,12232,-0.003016,15,16,0.485288,0.430265,2,3,0,0,0,0,0,73
135473,1,,14600,14479,-0.008288,7,12,0.359452,0.362525,3,3,0,0,0,0,0,135
135487,1,,11647,11647,0.0,1,1,1.0,1.0,1,1,0,0,0,1,0,8
135488,1,,9992,9988,-0.0004,3,3,0.840172,0.840408,2,2,0,0,0,0,0,16
135489,1,,15850,15851,6.3e-05,1,1,1.0,1.0,1,1,0,0,0,1,0,7
135492,1,,5823,5812,-0.001889,3,3,0.496823,0.496731,2,2,0,0,0,0,0,21
135493,1,,23839,23845,0.000252,1,1,1.0,1.0,1,1,0,0,0,1,0,18
135494,1,,9010,8929,-0.00899,9,14,0.342619,0.344831,3,3,0,0,0,0,0,97
135495,1,,11279,11271,-0.000709,11,11,0.38913,0.389406,5,5,0,0,0,0,0,16
135496,1,,10614,10518,-0.009045,4,6,0.58338,0.531945,3,3,0,0,0,0,0,114
135497,1,,31445,31450,0.000159,1,1,1.0,1.0,1,1,0,0,0,1,0,11
135498,1,,10999,10990,-0.000818,9,9,0.344304,0.344404,4,4,0,0,0,0,0,19
135508,1,,21146,21159,0.000615,1,1,1.0,1.0,1,1,0,0,0,1,0,19
136322,1,,15006,15006,0.0,1,1,1.0,1.0,1,1,0,0,0,1,0,8
136323,1,,22112,22111,-4.5e-05,1,1,1.0,1.0,1,1,0,0,0,1,0,5
136325,1,,9046,9045,-0.000111,1,1,1.0,1.0,1,1,0,0,0,1,0,3
136326,1,,13424,13431,0.000521,1,1,1.0,1.0,1,1,0,0,0,1,0,11
136327,1,,11846,11847,8.4e-05,2,2,0.94859,0.948595,1,1,0,0,0,1,0,3
136328,1,,8236,8235,-0.000121,1,1,1.0,1.0,1,1,0,0,0,1,0,3
136329,1,,11394,11393,-8.8e-05,1,1,1.0,1.0,1,1,0,0,0,1,0,5
136330,1,,9107,9106,-0.00011,2,2,0.701329,0.701296,2,2,0,0,0,0,0,7
136331,1,,14832,14835,0.000202,1,1,1.0,1.0,1,1,0,0,0,1,0,5
136332,1,,11821,11823,0.000169,1,1,1.0,1.0,1,1,0,0,0,1,0,4
136399,1,,20535,20530,-0.000243,1,1,1.0,1.0,1,1,0,0,0,1,0,11
136401,1,,21565,21568,0.000139,1,1,1.0,1.0,1,1,0,0,0,1,0,37
136414,1,,11978,11978,0.0,2,2,0.555435,0.555602,2,2,0,0,0,0,0,14
136442,1,,11776,11778,0.00017,4,4,0.545771,0.545763,3,3,0,0,0,0,0,2
136445,1,,13222,13221,-7.6e-05,3,3,0.475193,0.475304,3,3,0,0,0,0,0,3
136455,1,,19203,19205,0.000104,2,2,0.920742,0.92075,2,2,0,0,0,0,0,4
136479,1,,14530,14530,0.0,4,4,0.520234,0.520303,4,4,0,0,0,0,0,8
136480,1,,17919,17919,0.0,2,2,0.950053,0.950109,2,2,0,0,0,0,0,6
136481,1,,18520,18520,0.0,3,3,0.564471,0.564579,3,3,0,0,0,0,0,10
136495,1,,18341,18340,-5.5e-05,2,2,0.554604,0.554635,2,2,0,0,0,0,0,3
136508,1,,9034,9034,0.0,1,1,1.0,1.0,1,1,0,0,0,1,0,2
136510,1,,11704,11704,0.0,2,2,0.536996,0.537081,2,2,0,0,0,0,0,6
136525,1,,13056,13059,0.00023,2,2,0.840839,0.841106,2,2,0,0,0,0,0,13
136526,1,,10231,10232,9.8e-05,2,2,0.970873,0.970876,1,1,0,0,0,1,0,1
136540,1,,14057,14051,-0.000427,2,3,0.552536,0.496833,2,3,0,0,0,0,0,18
136543,1,,16898,16901,0.000178,1,1,1.0,1.0,1,1,0,0,0,1,0,7
136565,1,,11476,11474,-0.000174,5,5,0.274312,0.274359,5,5,0,0,0,0,0,2
136579,1,,8071,8067,-0.000496,2,2,0.61975,0.619561,2,2,0,0,0,0,0,8
136580,1,,12053,12051,-0.000166,2,2,0.541525,0.541532,2,2,0,0,0,0,0,2
136586,1,,13129,13124,-0.000381,2,2,0.668596,0.668546,2,2,0,0,0,0,0,9
136599,1,,22999,22999,0.0,1,1,1.0,1.0,1,1,0,0,0,1,0,6
136603,1,,19173,19175,0.000104,1,1,1.0,1.0,1,1,0,0,0,1,0,8
136613,1,,20998,21001,0.000143,1,1,1.0,1.0,1,1,0,0,0,1,0,7
136620,1,,30510,30516,0.000197,1,1,1.0,1.0,1,1,0,0,0,1,0,16
136621,1,,15269,15269,0.0,1,1,1.0,1.0,1,1,0,0,0,1,0,12
136633,1,,7293,7289,-0.000548,8,8,0.504731,0.505008,4,4,0,0,0,0,0,8
136634,1,,17378,17378,0.0,1,1,1.0,1.0,1,1,0,0,0,1,0,4
136635,1,,11706,11705,-8.5e-05,6,6,0.363318,0.363264,5,5,0,0,0,0,0,1
136636,1,,8623,8620,-0.000348,3,3,0.677606,0.67761,3,3,0,0,0,0,0,3
136640,1,,14661,14658,-0.000205,4,4,0.457813,0.457771,4,4,0,0,0,0,0,3
136649,1,,14358,14362,0.000279,4,4,0.42882,0.42891,4,4,0,0,0,0,0,12
136660,1,,15672,15422,-0.015952,5,4,0.420687,0.427441,4,4,0,0,0,0,0,258
136661,1,,10494,10495,9.5e-05,5,5,0.382504,0.382468,5,5,0,0,0,0,0,3
136662,1,,8790,8785,-0.000569,6,6,0.374516,0.374502,5,5,0,0,0,0,0,7
136663,1,,15298,15296,-0.000131,6,6,0.393189,0.392979,6,6,0,0,0,0,0,6
136665,1,,16302,16302,0.0,4,4,0.430254,0.430254,4,4,0,0,0,0,0,6
136674,1,,4313,4200,-0.0262,7,7,0.323673,0.332381,2,2,0,0,0,0,0,123
136675,1,,12207,12053,-0.012616,5,9,0.439912,0.445449,4,4,0,0,0,0,0,166
136679,1,,19364,19365,5.2e-05,2,2,0.93617,0.936174,2,2,0,0,0,0,0,5
136681,1,,26559,26558,-3.8e-05,1,1,1.0,1.0,1,1,0,0,0,1,0,11
136682,1,,18879,18877,-0.000106,3,3,0.889719,0.889654,3,3,0,0,0,0,0,10
136684,1,,7966,7965,-0.000126,4,4,0.452046,0.451977,3,3,0,0,0,0,0,5
136685,1,,18927,18930,0.000159,1,1,1.0,1.0,1,1,0,0,0,1,0,13
136687,1,,17236,17238,0.000116,4,4,0.51404,0.514155,4,4,0,0,0,0,0,6
136688,1,,12248,12194,-0.004409,4,4,0.555846,0.558225,2,2,0,0,0,0,0,60
136690,1,,12754,12755,7.8e-05,3,3,0.435471,0.435751,3,3,0,0,0,0,0,7
136691,1,,12139,12025,-0.009391,5,8,0.450367,0.454802,4,4,0,0,0,0,0,124
136698,1,,12976,12971,-0.000385,5,5,0.454454,0.454475,4,4,0,0,0,0,0,9
136699,1,,11089,11092,0.000271,3,3,0.511227,0.511269,2,2,0,0,0,0,0,3
136715,1,,10791,10792,9.3e-05,2,2,0.760819,0.760656,2,2,0,0,0,0,0,5
136716,1,,11987,11987,0.0,2,2,0.744723,0.744723,2,2,0,0,0,0,0,10
136717,1,,15371,15370,-6.5e-05,2,2,0.949385,0.949317,2,2,0,0,0,0,0,5
136718,1,,10918,10917,-9.2e-05,5,5,0.516487,0.516351,4,4,0,0,0,0,0,7
136719,1,,12594,12596,0.000159,3,3,0.699936,0.700064,3,3,0,0,0,0,0,4
136720,1,,11305,11303,-0.000177,3,3,0.607253,0.607449,2,2,0,0,0,0,0,6
136721,1,,11921,11921,0.0,2,2,0.686436,0.686436,2,2,0,0,0,0,0,2
136723,1,,18459,18462,0.000163,1,1,1.0,1.0,1,1,0,0,0,1,0,7
136728,1,,13300,13300,0.0,2,2,0.695263,0.695263,2,2,0,0,0,0,0,6
136739,1,,8816,8811,-0.000567,4,4,0.589496,0.58949,3,3,0,0,0,0,0,17
136740,1,,14229,14064,-0.011596,6,10,0.624078,0.63147,5,4,0,0,0,0,0,171
136741,1,,9089,9042,-0.005171,4,12,0.691055,0.694315,2,2,0,0,0,0,0,63
136742,1,,7144,7144,0.0,3,3,0.654955,0.654815,2,2,0,0,0,0,0,12
136758,1,,19670,19668,-0.000102,2,2,0.67514,0.675107,2,2,0,0,0,0,0,18
136759,1,,16876,16875,-5.9e-05,2,2,0.558367,0.558341,2,2,0,0,0,0,0,7
136760,1,,16291,16275,-0.000982,2,2,0.560555,0.560492,2,2,0,0,0,0,0,32
136764,1,,24605,24608,0.000122,2,2,0.557692,0.557786,2,2,0,0,0,0,0,23
136769,1,,21402,21405,0.00014,1,1,1.0,1.0,1,1,0,0,0,1,0,9
136771,1,,10593,10592,-9.4e-05,2,2,0.674124,0.674471,2,2,0,0,0,0,0,15
136774,1,,27576,27575,-3.6e-05,1,1,1.0,1.0,1,1,0,0,0,1,0,17
136778,1,,4986,4980,-0.001203,2,3,0.519454,0.52008,2,2,0,0,0,0,0,24
136802,1,,17530,17530,0.0,1,1,1.0,1.0,1,1,0,0,0,1,0,4
136803,1,,12431,12434,0.000241,2,2,0.564315,0.564259,2,2,0,0,0,0,0,5
136805,1,,19109,19111,0.000105,2,2,0.594327,0.59437,2,2,0,0,0,0,0,4
136810,1,,14619,14617,-0.000137,1,1,1.0,1.0,1,1,0,0,0,1,0,6
136811,1,,16353,16347,-0.000367,3,3,0.695836,0.695785,3,3,0,0,0,0,0,10
136821,1,,12796,12794,-0.000156,1,1,1.0,1.0,1,1,0,0,0,1,0,4
136822,1,,10165,10168,0.000295,2,2,0.654402,0.654603,2,2,0,0,0,0,0,11
136834,1,,8497,8491,-0.000706,1,1,1.0,1.0,1,1,0,0,0,1,0,10
136835,1,,14732,14730,-0.000136,2,2,0.601344,0.601494,2,2,0,0,0,0,0,8
136841,1,,24654,24659,0.000203,2,2,0.578608,0.578531,2,2,0,0,0,0,0,13
136846,1,,17457,17456,-5.7e-05,3,3,0.648851,0.648831,2,2,0,0,0,0,0,7
136847,1,,11928,11927,-8.4e-05,4,4,0.546194,0.54624,2,2,0,0,0,0,0,3
136848,1,,11363,11368,0.00044,1,1,1.0,1.0,1,1,0,0,0,1,0,9
136849,1,,11969,11968,-8.4e-05,5,5,0.320662,0.320689,5,5,0,0,0,0,0,5
136851,1,,20146,20148,9.9e-05,1,1,1.0,1.0,1,1,0,0,0,1,0,2
136855,1,,17129,17139,0.000584,2,1,0.763033,1.0,2,1,0,0,0,0,0,10
136856,1,,10914,10910,-0.000367,2,2,0.683434,0.68341,2,2,0,0,0,0,0,8
136869,1,,10786,10666,-0.011126,6,20,0.46069,0.465967,3,3,0,0,0,0,0,134
136896,1,,21525,21527,9.3e-05,2,2,0.72525,0.725136,2,2,0,0,0,0,0,10
136903,1,,11951,11952,8.4e-05,2,2,0.721111,0.721135,2,2,0,0,0,0,0,13
136904,1,,14942,14806,-0.009102,10,19,0.508165,0.510266,4,5,0,0,0,0,0,162
136906,1,,18244,18241,-0.000164,4,4,0.467112,0.467189,3,3,0,0,0,0,0,9
136907,1,,18356,18353,-0.000163,3,3,0.521737,0.521713,3,3,0,0,0,0,0,11
136921,1,,10633,10598,-0.003292,4,14,0.339697,0.340913,4,4,0,0,0,0,0,47
136922,1,,10890,10674,-0.019835,6,14,0.308724,0.315065,5,5,0,0,0,0,0,228
136932,1,,5441,5435,-0.001103,9,9,0.279544,0.279853,2,2,0,0,0,0,0,8
136933,1,,17193,17191,-0.000116,2,2,0.776479,0.776336,2,2,0,0,0,0,0,10
136936,1,,12688,12684,-0.000315,6,6,0.313919,0.313781,4,4,0,0,0,0,0,6
136946,1,,22399,22150,-0.011117,8,9,0.577883,0.584424,4,4,0,0,0,0,0,279
136954,1,,20610,20612,9.7e-05,2,2,0.607375,0.607365,2,2,0,0,0,0,0,4
136955,1,,19951,19954,0.00015,1,1,1.0,1.0,1,1,0,0,0,1,0,5
136958,1,,14764,14761,-0.000203,2,2,0.564549,0.56446,2,2,0,0,0,0,0,5
136975,1,,20485,20446,-0.001904,3,5,0.685184,0.686491,2,2,0,0,0,0,0,53
136995,1,,23967,23977,0.000417,1,1,1.0,1.0,1,1,0,0,0,1,0,14
137000,1,,13358,13354,-0.000299,2,2,0.724959,0.724951,2,2,0,0,0,0,0,8
137001,1,,13158,13156,-0.000152,3,3,0.676623,0.676649,3,3,0,0,0,0,0,4
137003,1,,13973,13968,-0.000358,2,2,0.640664,0.640607,2,2,0,0,0,0,0,9
137004,1,,9150,9149,-0.000109,3,3,0.589836,0.589791,2,2,0,0,0,0,0,3
137006,1,,21563,21567,0.000186,1,1,1.0,1.0,1,1,0,0,0,1,0,6
137011,1,,15408,15410,0.00013,2,2,0.693925,0.693965,2,2,0,0,0,0,0,4
137012,1,,21532,21532,0.0,2,2,0.70653,0.706483,2,2,0,0,0,0,0,4
137025,1,,18834,18682,-0.008071,3,14,0.640862,0.646183,2,2,0,0,0,0,0,186
137027,1,,19285,19286,5.2e-05,2,2,0.701167,0.701182,2,2,0,0,0,0,0,9
137028,1,,8924,8911,-0.001457,5,6,0.826311,0.827404,2,2,0,0,0,0,0,23
137029,1,,19825,19823,-0.000101,2,2,0.708298,0.70842,2,2,0,0,0,0,0,12
137051,1,,7545,7393,-0.020146,4,4,0.744997,0.761125,2,2,0,0,0,0,0,186
137055,1,,12809,12779,-0.002342,4,4,0.639941,0.640817,2,2,0,0,0,0,0,48
137056,1,,32369,32302,-0.00207,2,3,0.98307,0.978268,1,1,0,0,0,1,0,107
137058,1,,24671,24679,0.000324,1,1,1.0,1.0,1,1,0,0,0,1,0,10
137059,1,,21744,21746,9.2e-05,3,3,0.551187,0.551136,3,3,0,0,0,0,0,12
137060,1,,21797,21779,-0.000826,3,3,0.550764,0.550806,3,3,0,0,0,0,0,36
137061,1,,24909,24913,0.000161,2,2,0.961139,0.961105,2,2,0,0,0,0,0,12
137063,1,,16469,16471,0.000121,3,3,0.6324,0.632506,2,2,0,0,0,0,0,12
137064,1,,11350,11337,-0.001145,6,6,0.401938,0.402046,4,4,0,0,0,0,0,13
137065,1,,12285,12290,0.000407,2,2,0.508018,0.507974,2,2,0,0,0,0,0,11
137067,1,,25422,25421,-3.9e-05,1,1,1.0,1.0,1,1,0,0,0,1,0,7
