img_id,scheme,inverted,cropped,changed,orig_ink,clean_ink,ink_change,main_keep,n_cc_before,n_cc_after,small_cc_left
4213,B,0,0,1,11180,11160,-0.001789,1.0,3,2,0
4232,B,0,0,1,12383,12378,-0.000404,1.0,3,2,0
7080,B,0,0,1,16862,16857,-0.000297,1.0,4,3,0
7083,B,0,0,1,19646,19642,-0.000204,1.0,4,2,0
7084,B,0,0,1,9498,9496,-0.000211,1.0,4,3,0
7228,B,0,0,0,12574,12574,0.0,1.0,3,3,0
7229,B,0,0,1,15559,15509,-0.003214,1.0,5,2,0
237202,B,0,0,1,15142,15096,-0.003038,1.0,12,4,0
237203,B,0,0,1,15498,15484,-0.000903,1.0,3,1,0
7085,B,0,0,1,10621,10608,-0.001224,1.0,7,3,0
7086,B,0,0,0,10552,10552,0.0,1.0,2,2,0
7087,B,0,0,0,16182,16182,0.0,1.0,3,3,0
7088,B,0,0,1,16409,16396,-0.000792,1.0,3,2,0
7089,B,0,0,0,14055,14055,0.0,1.0,1,1,0
7092,B,0,0,0,20948,20948,0.0,1.0,1,1,0
7238,B,0,0,0,11270,11270,0.0,1.0,2,2,0
237199,B,0,0,0,20590,20590,0.0,1.0,1,1,0
237208,B,0,0,0,20012,20012,0.0,1.0,1,1,0
7183,B,0,0,1,7213,7124,-0.012339,1.0,21,4,0
7214,B,0,0,0,12268,12268,0.0,1.0,3,3,0
7215,B,0,0,1,11297,11278,-0.001682,1.0,6,4,0
7216,B,0,0,1,10871,10840,-0.002852,1.0,6,4,0
7225,B,0,0,1,16810,16805,-0.000297,1.0,3,2,0
237187,B,0,0,0,15814,15814,0.0,1.0,1,1,0
237200,B,0,0,1,12579,12571,-0.000636,1.0,3,2,0
7217,B,0,0,1,10269,10234,-0.003408,1.0,11,3,0
7218,B,0,0,0,12268,12268,0.0,1.0,2,2,0
7219,B,0,0,0,9046,9046,0.0,1.0,2,2,0
7220,B,0,0,0,11668,11668,0.0,1.0,1,1,0
237192,B,0,0,0,11199,11199,0.0,1.0,1,1,0
7222,B,0,0,1,6884,6866,-0.002615,1.0,11,6,0
7235,B,0,0,1,9245,9244,-0.000108,1.0,2,1,0
237196,B,0,0,0,14707,14707,0.0,1.0,1,1,0
237206,B,0,0,0,7946,7946,0.0,1.0,3,3,0
4968,B,0,0,0,17768,17768,0.0,1.0,2,2,0
4975,B,0,0,0,20878,20878,0.0,1.0,1,1,0
4976,B,0,0,1,12779,12773,-0.00047,1.0,5,4,0
236217,B,0,0,1,7782,7626,-0.020046,1.0,25,5,0
236256,B,0,0,1,14294,14293,-7e-05,1.0,4,3,0
236257,B,0,0,0,17034,17034,0.0,1.0,1,1,0
4981,B,0,0,0,20574,20574,0.0,1.0,2,2,0
4982,B,0,0,0,21954,21954,0.0,1.0,3,3,0
4996,B,0,0,0,12586,12586,0.0,1.0,2,2,0
236223,B,0,0,0,15651,15651,0.0,1.0,2,2,0
236264,B,0,0,0,26565,26565,0.0,1.0,1,1,0
5096,B,0,0,0,18582,18582,0.0,1.0,1,1,0
5103,B,0,0,0,18465,18465,0.0,1.0,3,3,0
5105,B,0,0,0,20698,20698,0.0,1.0,3,3,0
5109,B,0,0,0,13505,13505,0.0,1.0,1,1,0
5110,B,0,0,0,6567,6567,0.0,1.0,1,1,0
5111,B,0,0,0,15022,15022,0.0,1.0,1,1,0
5159,B,0,0,0,15978,15978,0.0,1.0,2,2,0
5160,B,0,0,1,27056,27046,-0.00037,1.0,2,1,0
236340,B,0,0,0,21180,21180,0.0,1.0,1,1,0
236341,B,0,0,1,5939,5934,-0.000842,1.0,5,3,0
5114,B,0,0,0,9882,9882,0.0,1.0,1,1,0
5115,B,0,0,0,11437,11437,0.0,1.0,2,2,0
5118,B,0,0,0,6559,6559,0.0,1.0,1,1,0
5121,B,0,0,0,16223,16223,0.0,1.0,1,1,0
5170,B,0,0,0,18768,18768,0.0,1.0,1,1,0
5171,B,0,0,0,21213,21213,0.0,1.0,1,1,0
236320,B,0,0,0,8257,8257,0.0,1.0,3,3,0
5154,B,0,0,0,14034,14034,0.0,1.0,1,1,0
5157,B,0,0,0,18452,18452,0.0,1.0,1,1,0
5158,B,0,0,0,17202,17202,0.0,1.0,2,2,0
5189,B,0,0,1,11199,11179,-0.001786,1.0,2,1,0
2259,B,0,0,1,8451,8324,-0.015028,1.0,30,16,0
2260,B,0,0,0,10181,10181,0.0,1.0,9,9,0
2263,B,0,0,0,15972,15972,0.0,1.0,6,6,0
2264,B,0,0,0,18070,18070,0.0,1.0,5,5,0
2267,B,0,0,0,22542,22542,0.0,1.0,3,3,0
235132,B,0,0,1,17605,17599,-0.000341,1.0,6,5,0
2269,B,0,0,1,5372,5330,-0.007818,1.0,22,15,0
2272,B,0,0,0,13640,13640,0.0,1.0,5,5,0
2745,B,0,0,0,7281,7281,0.0,1.0,1,1,0
3073,B,0,0,1,4836,4799,-0.007651,1.0,7,4,0
2749,B,0,0,0,4447,4447,0.0,1.0,1,1,0
2753,B,0,0,0,7863,7863,0.0,1.0,2,2,0
3124,B,0,0,1,12999,12957,-0.003231,1.0,3,1,0
2772,B,0,0,0,7277,7277,0.0,1.0,1,1,0
3048,B,0,0,0,7199,7199,0.0,1.0,1,1,0
3090,B,0,0,0,12236,12236,0.0,1.0,1,1,0
3038,B,0,0,1,3807,3785,-0.005779,1.0,6,2,0
235324,B,0,0,1,3682,3663,-0.00516,1.0,6,2,0
3059,B,0,0,1,4888,4884,-0.000818,1.0,2,1,0
3060,B,0,0,0,9344,9344,0.0,1.0,1,1,0
3063,B,0,0,1,3019,3001,-0.005962,1.0,2,1,0
235452,B,0,0,0,2850,2850,0.0,1.0,1,1,0
3066,B,0,0,0,4520,4520,0.0,1.0,2,2,0
3067,B,0,0,1,11496,11495,-8.7e-05,1.0,3,2,0
3084,B,0,0,1,2405,2364,-0.017048,1.0,5,2,0
3085,B,0,0,0,15189,15189,0.0,1.0,1,1,0
3086,B,0,0,0,3170,3170,0.0,1.0,2,2,0
3087,B,0,0,1,4268,4251,-0.003983,1.0,3,2,0
3088,B,0,0,1,6511,6492,-0.002918,1.0,5,3,0
235453,B,0,0,0,4439,4439,0.0,1.0,2,2,0
235458,B,0,0,0,17608,17608,0.0,1.0,1,1,0
3074,B,0,0,0,10901,10901,0.0,1.0,1,1,0
6627,B,0,0,0,22452,22452,0.0,1.0,1,1,0
6632,B,0,0,1,22000,21985,-0.000682,1.0,4,2,0
6633,B,0,0,0,26423,26423,0.0,1.0,1,1,0
6636,B,0,0,1,17084,17083,-5.9e-05,1.0,2,1,0
6637,B,0,0,0,18060,18060,0.0,1.0,1,1,0
6696,B,0,0,0,4940,4940,0.0,1.0,2,2,0
6731,B,0,0,0,11547,11547,0.0,1.0,1,1,0
6732,B,0,0,0,10133,10133,0.0,1.0,1,1,0
6734,B,0,0,0,15828,15828,0.0,1.0,2,2,0
6768,B,0,0,0,16213,16213,0.0,1.0,1,1,0
6772,B,0,0,1,5406,5391,-0.002775,1.0,4,2,0
6735,B,0,0,0,14620,14620,0.0,1.0,1,1,0
6738,B,1,1,1,49028,10583,-0.784144,0.201171,7,2,0
6770,B,0,0,0,12201,12201,0.0,1.0,3,3,0
6773,B,0,0,0,13951,13951,0.0,1.0,1,1,0
6774,B,0,0,0,10545,10545,0.0,1.0,1,1,0
6741,B,0,0,0,13888,13888,0.0,1.0,1,1,0
6771,B,0,0,0,25008,25008,0.0,1.0,1,1,0
6779,B,0,0,0,21189,21189,0.0,1.0,1,1,0
6780,B,0,0,1,11831,11799,-0.002705,1.0,6,3,0
237007,B,0,0,0,14813,14813,0.0,1.0,1,1,0
6762,B,0,0,0,3788,3788,0.0,1.0,3,3,0
6769,B,0,0,0,11581,11581,0.0,1.0,1,1,0
6775,B,0,0,0,25525,25525,0.0,1.0,1,1,0
6776,B,0,0,0,25609,25609,0.0,1.0,1,1,0
6777,B,0,0,0,25611,25611,0.0,1.0,1,1,0
236995,B,0,0,0,5603,5603,0.0,1.0,1,1,0
6778,B,0,0,0,18318,18318,0.0,1.0,1,1,0
6789,B,0,0,0,17738,17738,0.0,1.0,1,1,0
6791,B,0,0,0,11500,11500,0.0,1.0,1,1,0
6814,B,0,0,0,10856,10856,0.0,1.0,2,2,0
6794,B,0,0,0,15655,15655,0.0,1.0,1,1,0
3432,B,0,0,0,22142,22142,0.0,1.0,1,1,0
3471,B,0,1,1,16432,10800,-0.342746,1.0,2,2,0
3495,B,0,0,0,7446,7446,0.0,1.0,3,3,0
3473,B,0,0,0,14260,14260,0.0,1.0,1,1,0
3485,B,0,0,0,18848,18848,0.0,1.0,3,3,0
3486,B,0,0,0,10056,10056,0.0,1.0,3,3,0
3487,B,0,0,0,12155,12155,0.0,1.0,3,3,0
3488,B,0,0,1,7752,7742,-0.00129,1.0,5,4,0
3489,B,0,0,0,9460,9460,0.0,1.0,1,1,0
235622,B,0,0,0,10088,10088,0.0,1.0,1,1,0
3490,B,0,0,0,16913,16913,0.0,1.0,1,1,0
3494,B,0,0,0,17885,17885,0.0,1.0,1,1,0
235618,B,0,0,0,12808,12808,0.0,1.0,1,1,0
235624,B,0,0,0,15285,15285,0.0,1.0,1,1,0
3506,B,0,0,0,9883,9883,0.0,1.0,2,2,0
3507,B,0,0,0,13943,13943,0.0,1.0,1,1,0
3508,B,0,0,0,9029,9029,0.0,1.0,1,1,0
3567,B,0,0,0,11571,11571,0.0,1.0,1,1,0
3510,B,0,0,0,7898,7898,0.0,1.0,2,2,0
3511,B,0,0,0,5563,5563,0.0,1.0,3,3,0
3513,B,0,0,0,9007,9007,0.0,1.0,1,1,0
3514,B,0,0,0,12677,12677,0.0,1.0,1,1,0
3515,B,0,0,0,8902,8902,0.0,1.0,1,1,0
3516,B,0,0,0,13448,13448,0.0,1.0,1,1,0
3526,B,0,0,0,18106,18106,0.0,1.0,1,1,0
3527,B,0,0,1,10032,9986,-0.004585,1.0,11,3,0
3528,B,0,0,0,10434,10434,0.0,1.0,1,1,0
3529,B,0,0,1,11620,11617,-0.000258,1.0,2,1,0
3569,B,0,0,0,16434,16434,0.0,1.0,1,1,0
3592,B,0,0,0,8002,8002,0.0,1.0,3,3,0
3593,B,0,0,0,4504,4504,0.0,1.0,4,4,0
3594,B,0,0,1,8007,8005,-0.00025,1.0,5,4,0
6018,B,0,0,0,17633,17633,0.0,1.0,2,2,0
236702,B,0,0,1,16548,16542,-0.000363,1.0,3,2,0
6083,B,0,0,0,26334,26334,0.0,1.0,1,1,0
6088,B,0,0,0,24973,24973,0.0,1.0,1,1,0
6084,B,0,0,0,23078,23078,0.0,1.0,3,3,0
6085,B,0,0,1,6801,6789,-0.001764,1.0,8,4,0
6086,B,0,0,0,22254,22254,0.0,1.0,2,2,0
6090,B,0,0,1,23313,23308,-0.000214,1.0,3,2,0
6089,B,0,0,0,23741,23741,0.0,1.0,1,1,0
6139,B,0,0,0,32632,32632,0.0,1.0,1,1,0
6140,B,1,1,1,44699,5241,-0.882749,0.034162,30,14,0
6144,B,0,0,0,15548,15548,0.0,1.0,2,2,0
6154,B,0,0,0,28172,28172,0.0,1.0,1,1,0
6163,B,0,0,0,12317,12317,0.0,1.0,3,3,0
236782,B,0,0,0,22238,22238,0.0,1.0,1,1,0
6165,B,0,0,0,15872,15872,0.0,1.0,1,1,0
6173,B,0,0,1,14505,14363,-0.00979,1.0,23,10,0
6174,B,0,0,1,12042,12035,-0.000581,1.0,5,4,0
6175,B,0,0,1,10106,10081,-0.002474,1.0,8,4,0
6224,B,0,0,1,14914,14887,-0.00181,1.0,8,4,0
236761,B,0,0,1,15330,15304,-0.001696,1.0,6,4,0
6176,B,0,0,1,14972,14964,-0.000534,1.0,7,5,0
6209,B,0,0,0,22581,22581,0.0,1.0,1,1,0
6215,B,0,0,1,18658,18045,-0.032855,1.0,110,30,0
236781,B,0,0,1,14863,14715,-0.009958,1.0,19,7,0
6276,B,0,0,0,13950,13950,0.0,1.0,6,6,0
6278,B,0,0,0,8286,8286,0.0,1.0,5,5,0
6280,B,0,0,0,31474,31474,0.0,1.0,1,1,0
6305,B,0,0,0,22397,22397,0.0,1.0,1,1,0
6306,B,0,0,0,19893,19893,0.0,1.0,2,2,0
6316,B,0,0,1,6928,6918,-0.001443,1.0,11,8,0
6286,B,0,0,1,5748,5730,-0.003132,1.0,10,5,0
5865,B,0,0,0,7677,7677,0.0,1.0,2,2,0
5817,B,0,0,0,13594,13594,0.0,1.0,1,1,0
5818,B,0,0,0,12903,12903,0.0,1.0,1,1,0
5819,B,0,0,0,18129,18129,0.0,1.0,1,1,0
5821,B,0,0,0,22426,22426,0.0,1.0,2,2,0
5825,B,0,0,1,23548,23530,-0.000764,1.0,2,1,0
5829,B,0,0,1,10655,10646,-0.000845,1.0,6,2,0
5833,B,0,0,0,9518,9518,0.0,1.0,2,2,0
236617,B,0,0,0,15553,15553,0.0,1.0,1,1,0
5834,B,0,0,0,11979,11979,0.0,1.0,1,1,0
5835,B,0,0,1,9517,9500,-0.001786,1.0,5,2,0
5836,B,0,0,0,24372,24372,0.0,1.0,1,1,0
5837,B,0,0,0,22969,22969,0.0,1.0,1,1,0
5838,B,0,0,0,17090,17090,0.0,1.0,1,1,0
5860,B,0,0,0,13059,13059,0.0,1.0,1,1,0
5866,B,0,0,0,25658,25658,0.0,1.0,1,1,0
5874,B,0,0,0,11438,11438,0.0,1.0,1,1,0
5897,B,0,0,1,17354,17322,-0.001844,1.0,6,2,0
5898,B,0,0,1,6983,6963,-0.002864,1.0,5,3,0
5963,B,0,0,1,16663,16099,-0.033847,1.0,70,19,0
5968,B,0,0,0,16750,16750,0.0,1.0,2,2,0
5969,B,0,0,1,7463,7431,-0.004288,1.0,5,3,0
5970,B,0,0,1,8575,8555,-0.002332,1.0,5,4,0
5972,B,0,0,0,12240,12240,0.0,1.0,3,3,0
5973,B,0,0,0,16865,16865,0.0,1.0,2,2,0
5974,B,0,0,0,21046,21046,0.0,1.0,1,1,0
6000,B,0,0,0,16235,16235,0.0,1.0,1,1,0
6002,B,0,0,0,16623,16623,0.0,1.0,1,1,0
6004,B,0,0,0,15246,15246,0.0,1.0,1,1,0
6076,B,0,0,0,23607,23607,0.0,1.0,1,1,0
236693,B,0,0,0,19533,19533,0.0,1.0,1,1,0
6007,B,0,0,0,9596,9596,0.0,1.0,1,1,0
6933,B,0,0,1,6267,6172,-0.015159,1.0,15,3,0
6881,B,1,1,1,43173,11355,-0.736988,0.22067,2,2,0
237066,B,0,1,1,27431,10864,-0.603952,0.360693,10,2,0
6882,B,1,0,1,50243,15293,-0.695619,0.237725,3,3,0
237091,B,0,0,1,5723,5711,-0.002097,1.0,7,2,0
6885,B,0,0,1,17849,17839,-0.00056,1.0,3,2,0
6887,B,0,0,0,14044,14044,0.0,1.0,2,2,0
6889,B,0,0,0,26612,26612,0.0,1.0,1,1,0
6980,B,0,0,1,13899,13888,-0.000791,1.0,6,5,0
6892,B,0,0,0,19708,19708,0.0,1.0,1,1,0
6898,B,0,0,0,25318,25318,0.0,1.0,1,1,0
6952,B,0,0,0,18022,18022,0.0,1.0,2,2,0
6960,B,0,0,0,17159,17159,0.0,1.0,2,2,0
237092,B,0,0,1,9484,9476,-0.000844,1.0,5,2,0
6896,B,0,0,0,12486,12486,0.0,1.0,3,3,0
6897,B,0,0,0,7232,7232,0.0,1.0,3,3,0
6947,B,0,0,1,11848,11840,-0.000675,1.0,3,2,0
6951,B,0,0,0,12809,12809,0.0,1.0,1,1,0
6954,B,0,0,0,6968,6968,0.0,1.0,2,2,0
237084,B,0,0,0,7815,7815,0.0,1.0,2,2,0
6955,B,0,0,0,8890,8890,0.0,1.0,3,3,0
237085,B,0,0,1,3577,3535,-0.011742,1.0,12,6,0
