img_id,scheme,inverted,cropped,changed,orig_ink,clean_ink,ink_change,main_keep,n_cc_before,n_cc_after,small_cc_left
4967,B,0,0,1,14948,14923,-0.001672,1.0,7,3,0
236034,B,0,0,0,14712,14712,0.0,1.0,3,3,0
11741,B,0,0,0,23688,23688,0.0,1.0,1,1,0
11753,B,0,0,0,11752,11752,0.0,1.0,1,1,0
11788,B,0,0,0,17956,17956,0.0,1.0,2,2,0
11789,B,0,0,1,6883,6841,-0.006102,1.0,3,1,0
11793,B,0,0,0,6258,6258,0.0,1.0,1,1,0
239146,B,0,0,1,11790,11754,-0.003053,1.0,8,3,0
11792,B,0,0,1,11012,11008,-0.000363,1.0,2,1,0
11934,B,0,0,0,12009,12009,0.0,1.0,1,1,0
11959,B,0,0,0,11437,11437,0.0,1.0,1,1,0
11960,B,0,0,0,9704,9704,0.0,1.0,2,2,0
11971,B,0,0,1,16424,16111,-0.019057,1.0,2,2,0
12024,B,0,0,0,22287,22287,0.0,1.0,2,2,0
12052,B,0,0,0,23303,23303,0.0,1.0,2,2,0
12056,B,0,0,0,12196,12196,0.0,1.0,1,1,0
12057,B,0,0,0,12423,12423,0.0,1.0,2,2,0
12058,B,0,0,0,12133,12133,0.0,1.0,1,1,0
12104,B,0,0,0,7782,7782,0.0,1.0,7,7,0
12059,B,0,0,0,17618,17618,0.0,1.0,1,1,0
12097,B,0,0,0,9600,9600,0.0,1.0,2,2,0
12108,B,0,0,0,9899,9899,0.0,1.0,1,1,0
12117,B,0,0,0,5053,5053,0.0,1.0,3,3,0
12118,B,0,0,0,13253,13253,0.0,1.0,2,2,0
12119,B,0,0,1,24474,24447,-0.001103,1.0,3,2,0
12348,B,0,0,0,29206,29206,0.0,1.0,1,1,0
12349,B,0,0,1,26813,26756,-0.002126,1.0,5,2,0
12133,B,0,0,1,11107,11072,-0.003151,1.0,7,3,0
12135,B,0,0,1,18737,18730,-0.000374,1.0,3,2,0
12138,B,0,0,0,24690,24690,0.0,1.0,2,2,0
12313,B,0,0,0,20652,20652,0.0,1.0,2,2,0
12288,B,0,0,0,5431,5431,0.0,1.0,2,2,0
12293,B,0,0,1,8146,7884,-0.032163,1.0,29,10,0
12306,B,0,0,0,18894,18894,0.0,1.0,2,2,0
12307,B,0,0,1,9932,9928,-0.000403,1.0,5,4,0
12308,B,0,0,0,6076,6076,0.0,1.0,4,4,0
12309,B,0,0,0,19818,19818,0.0,1.0,2,2,0
12311,B,0,0,0,19384,19384,0.0,1.0,2,2,0
12315,B,0,0,0,6749,6749,0.0,1.0,4,4,0
12316,B,0,0,0,26771,26771,0.0,1.0,1,1,0
12317,B,0,0,0,18456,18456,0.0,1.0,3,3,0
12347,B,0,0,0,21888,21888,0.0,1.0,3,3,0
12353,B,0,0,0,10649,10649,0.0,1.0,1,1,0
12354,B,0,0,0,13422,13422,0.0,1.0,2,2,0
12357,B,0,0,0,16283,16283,0.0,1.0,2,2,0
12400,B,0,0,0,11209,11209,0.0,1.0,4,4,0
239387,B,0,0,0,10254,10254,0.0,1.0,4,4,0
12410,B,0,0,0,15264,15264,0.0,1.0,2,2,0
12412,B,0,0,0,15671,15671,0.0,1.0,3,3,0
12413,B,0,0,0,4596,4596,0.0,1.0,1,1,0
12415,B,0,1,1,24655,7247,-0.706064,0.358801,6,6,0
12417,B,0,0,1,7795,7786,-0.001155,1.0,2,1,0
12482,B,0,0,1,9034,9017,-0.001882,1.0,2,1,0
12420,B,0,0,0,8990,8990,0.0,1.0,1,1,0
12431,B,0,0,1,16582,16580,-0.000121,1.0,6,4,0
12473,B,0,0,1,4303,4250,-0.012317,1.0,15,5,0
12486,B,0,0,0,8704,8704,0.0,1.0,1,1,0
12491,B,0,0,1,5720,5701,-0.003322,1.0,14,6,0
12487,B,0,0,1,9548,9490,-0.006075,1.0,16,5,0
12488,B,0,0,0,11155,11155,0.0,1.0,1,1,0
12489,B,0,0,0,12137,12137,0.0,1.0,2,2,0
12493,B,0,0,0,15465,15465,0.0,1.0,3,3,0
12494,B,0,0,0,23840,23840,0.0,1.0,2,2,0
12495,B,0,0,1,11408,11396,-0.001052,1.0,5,3,0
12496,B,0,0,0,16593,16593,0.0,1.0,2,2,0
12497,B,0,0,0,13868,13868,0.0,1.0,2,2,0
12498,B,0,0,0,16452,16452,0.0,1.0,3,3,0
12499,B,0,0,0,14478,14478,0.0,1.0,4,4,0
12529,B,0,0,0,11003,11003,0.0,1.0,5,5,0
12530,B,0,0,1,22625,21874,-0.033193,1.0,121,17,0
12625,B,0,0,0,20993,20993,0.0,1.0,1,1,0
12626,B,0,0,0,18275,18275,0.0,1.0,3,3,0
12627,B,0,0,0,15290,15290,0.0,1.0,4,4,0
12723,B,0,0,0,4910,4910,0.0,1.0,3,3,0
12724,B,0,0,0,9347,9347,0.0,1.0,3,3,0
12726,B,0,0,0,11107,11107,0.0,1.0,2,2,0
12730,B,0,0,0,15426,15426,0.0,1.0,1,1,0
12847,B,0,0,0,17092,17092,0.0,1.0,1,1,0
12731,B,0,0,0,8697,8697,0.0,1.0,5,5,0
12742,B,0,0,0,12294,12294,0.0,1.0,6,6,0
12872,B,0,0,1,10189,10185,-0.000393,1.0,3,2,0
12743,B,0,0,0,18078,18078,0.0,1.0,5,5,0
12744,B,0,0,0,11124,11124,0.0,1.0,4,4,0
12745,B,0,0,1,17603,17561,-0.002386,1.0,8,5,0
12746,B,0,0,0,23059,23059,0.0,1.0,2,2,0
239588,B,0,0,0,4803,4803,0.0,1.0,4,4,0
239589,B,0,0,0,16498,16498,0.0,1.0,4,4,0
12827,B,0,0,0,4472,4472,0.0,1.0,3,3,0
12828,B,0,0,1,13415,13344,-0.005293,1.0,23,4,0
12844,B,0,0,0,12994,12994,0.0,1.0,3,3,0
239532,B,0,0,0,11961,11961,0.0,1.0,3,3,0
12857,B,0,0,1,5733,5577,-0.027211,1.0,25,5,0
12871,B,0,0,1,3018,3013,-0.001657,1.0,5,3,0
12858,B,0,0,0,13615,13615,0.0,1.0,2,2,0
239538,B,0,0,1,18368,18358,-0.000544,1.0,7,5,0
12859,B,0,0,0,20589,20589,0.0,1.0,2,2,0
12874,B,0,0,0,20002,20002,0.0,1.0,4,4,0
12860,B,0,0,0,6365,6365,0.0,1.0,3,3,0
238737,B,0,0,1,7306,7303,-0.000411,1.0,5,4,0
10821,B,0,0,0,15711,15711,0.0,1.0,2,2,0
10825,B,0,0,0,29564,29564,0.0,1.0,2,2,0
10887,B,0,0,1,14549,14529,-0.001375,1.0,6,3,0
10892,B,0,1,1,30810,6146,-0.800519,0.460239,13,6,0
11007,B,0,0,1,3776,3744,-0.008475,1.0,10,4,0
10900,B,0,0,0,8913,8913,0.0,1.0,1,1,0
11088,B,0,0,0,24291,24291,0.0,1.0,1,1,0
11089,B,0,0,1,20316,20291,-0.001231,1.0,6,2,0
10912,B,0,0,1,11676,11495,-0.015502,1.0,27,6,0
10914,B,0,0,0,8878,8878,0.0,1.0,3,3,0
10915,B,0,0,0,16793,16793,0.0,1.0,2,2,0
11058,B,0,0,0,22077,22077,0.0,1.0,1,1,0
10917,B,0,0,1,12584,12566,-0.00143,1.0,4,2,0
11010,B,0,0,1,17467,16148,-0.075514,1.0,193,68,0
11018,B,0,0,0,10799,10799,0.0,1.0,1,1,0
238759,B,0,0,0,7858,7858,0.0,1.0,1,1,0
11053,B,0,0,0,4996,4996,0.0,1.0,2,2,0
11060,B,0,0,0,13187,13187,0.0,1.0,2,2,0
11061,B,0,0,1,18094,18044,-0.002763,1.0,13,9,0
11087,B,0,0,0,26726,26726,0.0,1.0,1,1,0
11091,B,0,0,0,17273,17273,0.0,1.0,1,1,0
238843,B,0,0,0,25484,25484,0.0,1.0,1,1,0
11171,B,0,0,1,19110,19106,-0.000209,1.0,5,3,0
11172,B,0,0,0,15353,15353,0.0,1.0,4,4,0
11173,B,0,0,1,17889,17880,-0.000503,1.0,3,2,0
11175,B,0,0,0,21877,21877,0.0,1.0,2,2,0
11239,B,0,0,0,21918,21918,0.0,1.0,2,2,0
11248,B,0,0,0,22953,22953,0.0,1.0,2,2,0
11216,B,0,0,1,6529,6447,-0.012559,1.0,10,4,0
11228,B,0,0,0,13195,13195,0.0,1.0,2,2,0
11240,B,0,0,0,14406,14406,0.0,1.0,2,2,0
12861,B,0,0,0,5354,5354,0.0,1.0,3,3,0
239539,B,0,0,0,6616,6616,0.0,1.0,5,5,0
12862,B,0,0,0,7086,7086,0.0,1.0,5,5,0
239579,B,0,0,1,9248,9218,-0.003244,1.0,9,3,0
12864,B,0,0,0,10236,10236,0.0,1.0,1,1,0
239592,B,0,0,0,11638,11638,0.0,1.0,1,1,0
12865,B,0,0,0,9714,9714,0.0,1.0,4,4,0
12866,B,0,0,1,7072,6644,-0.06052,1.0,50,7,0
12876,B,0,0,1,6141,6136,-0.000814,1.0,4,3,0
12867,B,0,0,0,13981,13981,0.0,1.0,1,1,0
12877,B,0,0,0,18657,18657,0.0,1.0,2,2,0
239580,B,0,0,1,8872,8835,-0.00417,1.0,7,3,0
239593,B,0,0,0,18672,18672,0.0,1.0,2,2,0
12869,B,0,0,1,18407,18386,-0.001141,1.0,4,3,0
12875,B,0,0,1,14858,14850,-0.000538,1.0,8,6,0
12879,B,0,0,0,26038,26038,0.0,1.0,1,1,0
12898,B,0,0,0,13469,13469,0.0,1.0,5,5,0
12905,B,0,0,0,20105,20105,0.0,1.0,3,3,0
12922,B,0,0,1,12031,11988,-0.003574,1.0,7,2,0
12946,B,0,0,1,22496,22472,-0.001067,1.0,4,3,0
12947,B,0,0,0,11072,11072,0.0,1.0,1,1,0
12985,B,0,0,0,12740,12740,0.0,1.0,1,1,0
12986,B,0,0,0,11982,11982,0.0,1.0,1,1,0
239648,B,0,0,0,12070,12070,0.0,1.0,1,1,0
12948,B,0,0,0,9208,9208,0.0,1.0,3,3,0
239628,B,0,0,0,9617,9617,0.0,1.0,2,2,0
12949,B,0,0,0,11457,11457,0.0,1.0,2,2,0
12967,B,0,0,1,5029,5019,-0.001988,1.0,8,7,0
12951,B,0,0,0,7956,7956,0.0,1.0,2,2,0
239630,B,0,0,0,7687,7687,0.0,1.0,1,1,0
12959,B,0,0,0,11227,11227,0.0,1.0,1,1,0
12968,B,0,0,0,17613,17613,0.0,1.0,1,1,0
10437,B,0,0,1,2654,2630,-0.009043,1.0,8,3,0
10450,B,0,0,1,3858,3785,-0.018922,1.0,16,4,0
10442,B,0,0,1,18402,18398,-0.000217,1.0,2,1,0
10465,B,0,0,0,14653,14653,0.0,1.0,1,1,0
10443,B,0,0,1,18758,17689,-0.056989,1.0,137,31,0
10469,B,0,0,1,5872,5859,-0.002214,1.0,8,5,0
10470,B,0,0,1,5647,5642,-0.000885,1.0,10,7,0
10471,B,0,0,1,2101,2033,-0.032366,1.0,20,11,0
10472,B,0,0,1,7956,7944,-0.001508,1.0,2,1,0
10473,B,0,0,1,3800,3792,-0.002105,1.0,8,6,0
238568,B,0,0,1,8237,8234,-0.000364,1.0,3,2,0
10451,B,0,0,1,9695,9608,-0.008974,1.0,24,2,0
10452,B,0,0,1,6409,6398,-0.001716,1.0,4,3,0
10453,B,0,0,1,3271,3264,-0.00214,1.0,3,2,0
10454,B,0,0,1,6459,6453,-0.000929,1.0,6,5,0
10457,B,0,0,1,6726,6658,-0.01011,1.0,9,3,0
10458,B,0,0,0,7900,7900,0.0,1.0,3,3,0
10459,B,0,0,1,5310,5305,-0.000942,1.0,4,2,0
238483,B,0,0,0,14014,14014,0.0,1.0,1,1,0
10461,B,0,0,1,6998,6996,-0.000286,1.0,2,1,0
10462,B,0,0,0,10586,10586,0.0,1.0,1,1,0
238562,B,0,0,0,17147,17147,0.0,1.0,1,1,0
238566,B,0,0,0,12479,12479,0.0,1.0,1,1,0
10466,B,0,0,0,12132,12132,0.0,1.0,1,1,0
10467,B,0,0,0,12921,12921,0.0,1.0,1,1,0
10479,B,0,0,0,7623,7623,0.0,1.0,1,1,0
238575,B,0,0,0,9752,9752,0.0,1.0,1,1,0
10480,B,0,0,0,13213,13213,0.0,1.0,2,2,0
238576,B,0,0,0,9386,9386,0.0,1.0,1,1,0
10549,B,0,0,0,29822,29822,0.0,1.0,1,1,0
10552,B,0,0,1,27667,27644,-0.000831,1.0,5,3,0
10558,B,0,0,0,7018,7018,0.0,1.0,2,2,0
240034,B,0,0,0,5930,5930,0.0,1.0,2,2,0
13894,B,0,0,0,9316,9316,0.0,1.0,1,1,0
13997,B,0,0,0,15050,15050,0.0,1.0,1,1,0
240030,B,0,0,0,7343,7343,0.0,1.0,1,1,0
240031,B,0,0,0,11557,11557,0.0,1.0,1,1,0
14012,B,0,0,0,9050,9050,0.0,1.0,1,1,0
14016,B,0,0,0,9741,9741,0.0,1.0,1,1,0
239836,B,0,0,0,4501,4501,0.0,1.0,1,1,0
14047,B,0,1,1,27024,7183,-0.734199,0.159279,24,7,0
240116,B,0,0,1,8121,7861,-0.032016,1.0,38,12,0
14048,B,0,0,0,13748,13748,0.0,1.0,2,2,0
14049,B,0,0,0,9709,9709,0.0,1.0,3,3,0
14050,B,0,0,0,8508,8508,0.0,1.0,2,2,0
14052,B,0,0,0,8134,8134,0.0,1.0,3,3,0
14146,B,0,0,0,9961,9961,0.0,1.0,3,3,0
14055,B,0,0,0,16125,16125,0.0,1.0,3,3,0
14149,B,0,0,0,13079,13079,0.0,1.0,3,3,0
14150,B,0,0,0,12867,12867,0.0,1.0,3,3,0
14071,B,0,0,1,11691,11689,-0.000171,1.0,4,3,0
14072,B,0,0,0,10641,10641,0.0,1.0,4,4,0
14109,B,0,0,0,10462,10462,0.0,1.0,4,4,0
14073,B,0,0,1,4534,4485,-0.010807,1.0,10,7,0
14075,B,0,0,0,10463,10463,0.0,1.0,4,4,0
14120,B,0,0,0,7558,7558,0.0,1.0,5,5,0
14121,B,0,0,0,14770,14770,0.0,1.0,4,4,0
240124,B,0,0,0,15433,15433,0.0,1.0,4,4,0
14094,B,0,0,1,13741,13711,-0.002183,1.0,9,8,0
14095,B,0,0,0,12638,12638,0.0,1.0,4,4,0
14110,B,0,0,0,12622,12622,0.0,1.0,4,4,0
14097,B,0,0,1,8347,8343,-0.000479,1.0,6,5,0
14113,B,0,0,0,4867,4867,0.0,1.0,4,4,0
14114,B,0,0,0,4528,4528,0.0,1.0,5,5,0
11478,B,0,0,0,9405,9405,0.0,1.0,2,2,0
11479,B,0,0,0,5202,5202,0.0,1.0,1,1,0
11480,B,0,0,1,4026,3996,-0.007452,1.0,10,6,0
11632,B,0,0,0,20634,20634,0.0,1.0,1,1,0
239071,B,0,0,0,7656,7656,0.0,1.0,2,2,0
239075,B,0,0,0,9141,9141,0.0,1.0,1,1,0
11482,B,0,0,0,14501,14501,0.0,1.0,3,3,0
11638,B,0,0,0,21785,21785,0.0,1.0,1,1,0
11613,B,0,0,0,12763,12763,0.0,1.0,2,2,0
11631,B,0,0,0,23791,23791,0.0,1.0,1,1,0
11639,B,0,0,0,18597,18597,0.0,1.0,1,1,0
11634,B,0,0,1,9514,9501,-0.001366,1.0,6,3,0
11635,B,0,0,0,10482,10482,0.0,1.0,2,2,0
239077,B,0,0,0,12020,12020,0.0,1.0,2,2,0
11637,B,0,0,0,15996,15996,0.0,1.0,1,1,0
11640,B,0,0,0,17196,17196,0.0,1.0,1,1,0
239068,B,0,0,0,24661,24661,0.0,1.0,1,1,0
239069,B,0,0,1,19899,19892,-0.000352,1.0,2,1,0
11641,B,0,0,0,4787,4787,0.0,1.0,3,3,0
11642,B,0,0,1,10145,10134,-0.001084,1.0,5,3,0
11644,B,0,0,0,24827,24827,0.0,1.0,1,1,0
11645,B,0,0,0,22099,22099,0.0,1.0,1,1,0
11646,B,0,0,1,10888,10871,-0.001561,1.0,3,2,0
11647,B,0,0,0,14948,14948,0.0,1.0,3,3,0
239009,B,0,0,0,15547,15547,0.0,1.0,1,1,0
11648,B,0,0,0,15085,15085,0.0,1.0,1,1,0
11649,B,0,0,0,24593,24593,0.0,1.0,1,1,0
239076,B,0,0,0,18569,18569,0.0,1.0,1,1,0
11734,B,0,0,1,18102,18088,-0.000773,1.0,2,1,0
11737,B,0,0,0,20343,20343,0.0,1.0,1,1,0
11738,B,0,0,0,15639,15639,0.0,1.0,1,1,0
11740,B,0,0,0,10234,10234,0.0,1.0,1,1,0
13167,B,0,0,0,16019,16019,0.0,1.0,2,2,0
13135,B,0,0,0,13976,13976,0.0,1.0,6,6,0
239701,B,0,1,1,16746,7530,-0.55034,0.501137,6,6,0
13138,B,0,0,1,10005,10001,-0.0004,1.0,6,5,0
13139,B,0,0,0,10185,10185,0.0,1.0,2,2,0
13161,B,0,0,1,4329,4309,-0.00462,1.0,9,5,0
13140,B,0,0,1,6529,6525,-0.000613,1.0,3,2,0
239725,B,0,0,1,4717,4714,-0.000636,1.0,4,3,0
13142,B,0,0,0,8830,8830,0.0,1.0,7,7,0
13143,B,0,0,0,15241,15241,0.0,1.0,1,1,0
13176,B,0,0,0,15302,15302,0.0,1.0,1,1,0
239703,B,0,1,1,17839,10304,-0.422389,1.0,15,6,0
239728,B,0,0,0,20863,20863,0.0,1.0,10,10,0
13163,B,0,0,0,11853,11853,0.0,1.0,2,2,0
13166,B,0,0,0,9018,9018,0.0,1.0,2,2,0
13169,B,0,0,1,5047,5039,-0.001585,1.0,15,12,0
13171,B,0,0,0,14216,14216,0.0,1.0,1,1,0
239727,B,0,0,0,13857,13857,0.0,1.0,2,2,0
13172,B,0,0,1,9038,9030,-0.000885,1.0,10,4,0
13173,B,0,0,0,17468,17468,0.0,1.0,2,2,0
13174,B,0,0,0,16968,16968,0.0,1.0,1,1,0
13177,B,0,0,1,11312,11280,-0.002829,1.0,4,2,0
13179,B,0,0,0,16460,16460,0.0,1.0,2,2,0
239726,B,0,0,0,9950,9950,0.0,1.0,2,2,0
13180,B,0,0,0,13171,13171,0.0,1.0,3,3,0
13192,B,0,0,1,22057,22051,-0.000272,1.0,4,3,0
13193,B,0,0,0,15152,15152,0.0,1.0,1,1,0
13194,B,0,0,0,32081,32081,0.0,1.0,3,3,0
239737,B,0,0,1,8346,8343,-0.000359,1.0,7,5,0
13195,B,0,0,0,11531,11531,0.0,1.0,5,5,0
13199,B,0,0,0,7894,7894,0.0,1.0,6,6,0
13200,B,0,0,0,9494,9494,0.0,1.0,5,5,0
12990,B,0,0,0,17068,17068,0.0,1.0,1,1,0
12966,B,0,0,1,12101,12086,-0.00124,1.0,3,1,0
12988,B,0,0,0,19984,19984,0.0,1.0,2,2,0
13008,B,0,0,1,7452,7438,-0.001879,1.0,2,1,0
13009,B,0,1,1,29353,7485,-0.745001,0.409519,12,5,0
239670,B,0,0,1,8182,8071,-0.013566,1.0,12,3,0
13024,B,0,0,1,18606,18583,-0.001236,1.0,7,4,0
13077,B,0,0,1,6614,6532,-0.012398,1.0,17,10,0
13025,B,0,0,0,12053,12053,0.0,1.0,5,5,0
13026,B,0,0,0,11827,11827,0.0,1.0,6,6,0
13027,B,0,0,1,13865,13857,-0.000577,1.0,6,5,0
13067,B,0,0,1,14877,14795,-0.005512,1.0,12,6,0
13068,B,0,0,1,4907,4841,-0.01345,1.0,12,4,0
13070,B,0,0,0,13642,13642,0.0,1.0,2,2,0
13074,B,0,0,0,11226,11226,0.0,1.0,1,1,0
239681,B,0,0,0,16056,16056,0.0,1.0,1,1,0
13076,B,0,0,0,8977,8977,0.0,1.0,4,4,0
13080,B,0,0,0,15270,15270,0.0,1.0,1,1,0
239679,B,0,0,0,10678,10678,0.0,1.0,2,2,0
13082,B,0,0,0,8818,8818,0.0,1.0,4,4,0
13083,B,0,0,1,14340,14333,-0.000488,1.0,5,4,0
13084,B,0,0,0,6627,6627,0.0,1.0,5,5,0
239676,B,0,0,1,8242,8212,-0.00364,1.0,8,6,0
239680,B,0,0,1,5748,5741,-0.001218,1.0,10,9,0
13085,B,0,0,0,8769,8769,0.0,1.0,4,4,0
13122,B,0,0,0,21428,21428,0.0,1.0,2,2,0
239702,B,0,0,0,8537,8537,0.0,1.0,1,1,0
13123,B,0,0,0,14944,14944,0.0,1.0,4,4,0
13164,B,0,0,0,7256,7256,0.0,1.0,2,2,0
13175,B,0,0,0,13393,13393,0.0,1.0,1,1,0
13127,B,0,0,0,14185,14185,0.0,1.0,1,1,0
13144,B,0,0,0,17889,17889,0.0,1.0,1,1,0
13202,B,0,0,0,19698,19698,0.0,1.0,1,1,0
13234,B,0,0,0,26217,26217,0.0,1.0,1,1,0
13213,B,0,0,0,14229,14229,0.0,1.0,4,4,0
13216,B,0,0,0,16972,16972,0.0,1.0,2,2,0
13227,B,0,0,0,14101,14101,0.0,1.0,2,2,0
13228,B,0,0,0,13560,13560,0.0,1.0,2,2,0
239745,B,0,0,0,13550,13550,0.0,1.0,2,2,0
13229,B,0,0,1,9917,9913,-0.000403,1.0,6,5,0
13403,B,0,0,0,8571,8571,0.0,1.0,2,2,0
13414,B,0,0,0,13942,13942,0.0,1.0,2,2,0
13441,B,0,0,1,15443,14705,-0.047789,1.0,9,7,0
13444,B,0,1,1,24239,3950,-0.837039,0.274253,22,3,0
13806,B,0,0,1,4972,4949,-0.004626,1.0,8,2,0
13807,B,0,0,1,5514,5455,-0.0107,1.0,15,3,0
13459,B,0,0,1,9366,8876,-0.052317,1.0,58,11,0
13460,B,0,0,1,7676,7666,-0.001303,1.0,4,2,0
13461,B,0,0,1,8083,8071,-0.001485,1.0,3,1,0
13462,B,0,0,0,3873,3873,0.0,1.0,2,2,0
13463,B,0,0,0,8589,8589,0.0,1.0,2,2,0
13464,B,0,0,0,7979,7979,0.0,1.0,1,1,0
239846,B,0,0,0,8810,8810,0.0,1.0,2,2,0
239847,B,0,0,0,8178,8178,0.0,1.0,1,1,0
13465,B,0,0,0,10575,10575,0.0,1.0,1,1,0
13862,B,0,0,0,7008,7008,0.0,1.0,2,2,0
13466,B,0,0,0,9537,9537,0.0,1.0,1,1,0
13883,B,0,0,1,5415,5413,-0.000369,1.0,3,2,0
13884,B,0,0,0,8459,8459,0.0,1.0,1,1,0
13885,B,0,0,0,9565,9565,0.0,1.0,1,1,0
13467,B,0,0,0,6578,6578,0.0,1.0,1,1,0
13865,B,0,0,0,9280,9280,0.0,1.0,1,1,0
13468,B,0,0,0,2943,2943,0.0,1.0,1,1,0
13867,B,0,0,0,3361,3361,0.0,1.0,3,3,0
14115,B,0,0,1,5082,5078,-0.000787,1.0,6,5,0
14116,B,0,0,1,6398,6397,-0.000156,1.0,6,5,0
14117,B,0,0,0,14773,14773,0.0,1.0,3,3,0
240128,B,0,0,0,6920,6920,0.0,1.0,4,4,0
14102,B,0,0,0,18028,18028,0.0,1.0,3,3,0
240119,B,0,0,0,15869,15869,0.0,1.0,4,4,0
240125,B,0,0,0,15328,15328,0.0,1.0,4,4,0
14103,B,0,0,0,14176,14176,0.0,1.0,3,3,0
14104,B,0,0,1,8698,8678,-0.002299,1.0,10,5,0
240126,B,0,0,0,9049,9049,0.0,1.0,4,4,0
14105,B,0,0,0,6000,6000,0.0,1.0,5,5,0
240121,B,0,0,0,5741,5741,0.0,1.0,4,4,0
240127,B,0,0,0,13735,13735,0.0,1.0,3,3,0
14108,B,0,0,0,17815,17815,0.0,1.0,3,3,0
240105,B,0,0,1,9387,9384,-0.00032,1.0,5,4,0
14111,B,0,0,0,10410,10410,0.0,1.0,2,2,0
14119,B,0,0,0,10366,10366,0.0,1.0,3,3,0
14145,B,0,0,0,19004,19004,0.0,1.0,3,3,0
240098,B,0,0,0,9924,9924,0.0,1.0,3,3,0
14160,B,0,0,0,13650,13650,0.0,1.0,1,1,0
14161,B,0,0,0,13544,13544,0.0,1.0,3,3,0
14192,B,0,0,0,9781,9781,0.0,1.0,2,2,0
14196,B,0,0,0,12365,12365,0.0,1.0,2,2,0
240157,B,0,0,0,9830,9830,0.0,1.0,4,4,0
14227,B,0,0,0,17481,17481,0.0,1.0,1,1,0
240152,B,0,0,0,14597,14597,0.0,1.0,2,2,0
14238,B,0,1,1,26207,5864,-0.776243,0.237047,21,8,0
240204,B,0,0,1,6189,6081,-0.01745,1.0,28,7,0
14262,B,0,0,1,11666,11142,-0.044917,1.0,61,14,0
14263,B,0,0,1,10033,10027,-0.000598,1.0,6,4,0
14264,B,0,0,1,12973,12971,-0.000154,1.0,4,3,0
14345,B,0,0,1,8216,8094,-0.014849,1.0,18,10,0
240180,B,0,0,0,6192,6192,0.0,1.0,4,4,0
240227,B,0,0,0,13324,13324,0.0,1.0,1,1,0
14346,B,0,0,0,8473,8473,0.0,1.0,4,4,0
14347,B,0,0,0,8142,8142,0.0,1.0,5,5,0
240176,B,0,0,1,10350,10331,-0.001836,1.0,6,4,0
240177,B,0,0,1,9474,9459,-0.001583,1.0,7,3,0
14350,B,0,0,1,7032,6984,-0.006826,1.0,8,4,0
14351,B,0,0,0,10890,10890,0.0,1.0,3,3,0
14352,B,0,0,0,15855,15855,0.0,1.0,2,2,0
14360,B,0,0,0,8793,8793,0.0,1.0,1,1,0
240224,B,0,0,0,8474,8474,0.0,1.0,3,3,0
14361,B,0,0,0,9677,9677,0.0,1.0,3,3,0
240225,B,0,0,0,13915,13915,0.0,1.0,2,2,0
240226,B,0,0,0,13343,13343,0.0,1.0,2,2,0
14363,B,0,0,0,5690,5690,0.0,1.0,3,3,0
14364,B,0,0,1,1880,1836,-0.023404,1.0,13,10,0
240218,B,0,0,1,19411,18989,-0.02174,1.0,66,31,0
14403,B,0,0,0,14000,14000,0.0,1.0,1,1,0
14404,B,0,0,0,11931,11931,0.0,1.0,2,2,0
14407,B,0,0,1,16340,16321,-0.001163,1.0,3,2,0
14410,B,0,0,0,14114,14114,0.0,1.0,1,1,0
240267,B,0,0,1,17145,17103,-0.00245,1.0,14,4,0
14411,B,0,0,0,9359,9359,0.0,1.0,1,1,0
14438,B,0,0,1,11223,11213,-0.000891,1.0,2,1,0
14412,B,0,0,0,11065,11065,0.0,1.0,1,1,0
14413,B,0,0,1,11078,10992,-0.007763,1.0,8,5,0
14470,B,0,0,0,12548,12548,0.0,1.0,3,3,0
14417,B,0,0,0,11576,11576,0.0,1.0,1,1,0
14441,B,0,0,0,18910,18910,0.0,1.0,1,1,0
14418,B,0,0,0,7110,7110,0.0,1.0,3,3,0
14419,B,0,0,0,10998,10998,0.0,1.0,1,1,0
240270,B,0,0,0,12950,12950,0.0,1.0,1,1,0
13469,B,0,0,0,5648,5648,0.0,1.0,2,2,0
13868,B,0,0,0,9283,9283,0.0,1.0,1,1,0
13471,B,0,0,1,8478,7386,-0.128804,1.0,129,18,0
13870,B,0,0,1,19338,19039,-0.015462,1.0,40,20,0
13871,B,0,0,1,23167,22643,-0.022618,1.0,70,20,0
13890,B,0,0,0,5024,5024,0.0,1.0,5,5,0
240035,B,0,0,1,4351,4288,-0.014479,1.0,14,3,0
13472,B,0,0,0,8200,8200,0.0,1.0,1,1,0
13872,B,0,0,1,4594,4568,-0.00566,1.0,4,3,0
13873,B,0,0,0,13982,13982,0.0,1.0,1,1,0
13891,B,0,0,1,4168,4152,-0.003839,1.0,7,3,0
13892,B,0,0,0,10860,10860,0.0,1.0,1,1,0
13893,B,0,0,1,5012,5000,-0.002394,1.0,3,2,0
240036,B,0,0,1,6140,6121,-0.003094,1.0,5,2,0
13820,B,0,0,1,7476,7398,-0.010433,1.0,15,7,0
13863,B,0,0,1,9611,8881,-0.075955,1.0,130,6,0
13864,B,0,0,0,9733,9733,0.0,1.0,1,1,0
13880,B,0,0,0,5733,5733,0.0,1.0,2,2,0
13881,B,0,0,0,11003,11003,0.0,1.0,1,1,0
13882,B,0,0,1,8130,8103,-0.003321,1.0,4,3,0
240024,B,0,0,0,9261,9261,0.0,1.0,1,1,0
240025,B,0,0,1,7341,7326,-0.002043,1.0,5,3,0
