img_id,H,W,ink_ratio,n_ink,n_cc,main_frac,small_cc_n,small_cc_area_ratio,mid_cc_n,foreign_area_ratio,edge_ink_ratio,border_bar,edge_blob_area,inverted
10105,256,256,0.243134,15934,1,1.0,0,0.0,0,0.0,0.0,0,0,0
10165,256,256,0.174393,11429,1,1.0,0,0.0,0,0.0,0.086946,0,0,0
10106,256,256,0.161331,10573,4,0.465431,0,0.0,1,0.086243,0.0,0,0,0
10164,256,256,0.193344,12671,1,1.0,0,0.0,0,0.0,0.117188,0,0,0
10107,256,256,0.134689,8827,1,1.0,0,0.0,0,0.0,0.00063,0,0,0
10157,256,256,0.169983,11140,1,1.0,0,0.0,0,0.0,0.064516,0,0,0
10112,256,256,0.31543,20672,1,1.0,0,0.0,0,0.0,0.007182,0,0,0
10121,256,256,0.42807,28054,30,0.877272,22,0.003464,5,0.052536,0.756804,1,1485,0
10162,256,256,0.234619,15376,1,1.0,0,0.0,0,0.0,0.046623,0,0,0
10163,256,256,0.18306,11997,3,0.97366,1,7.6e-05,1,0.004822,0.039189,0,0,0
238434,256,256,0.222351,14572,117,0.488402,87,0.014404,28,0.113754,0.073085,0,0,0
10166,256,256,0.175583,11507,2,0.510037,0,0.0,0,0.086029,0.043095,0,5638,0
10175,256,256,0.329514,21595,1,1.0,0,0.0,0,0.0,0.114037,0,0,0
238428,256,256,0.108185,7090,1,1.0,0,0.0,0,0.0,0.015373,0,0,0
10224,256,256,0.175964,11532,43,0.582293,33,0.002396,7,0.073502,0.099042,0,3452,0
10226,256,256,0.187347,12278,1,1.0,0,0.0,0,0.0,0.032762,0,0,0
10227,256,256,0.111252,7291,2,0.998903,1,0.000122,0,0.000122,0.0281,0,0,0
10229,256,256,0.110123,7217,2,0.683248,0,0.0,0,0.034882,0.034274,0,2286,0
10232,256,256,0.305939,20050,2,0.99985,1,4.6e-05,0,4.6e-05,0.06439,0,0,0
10233,256,256,0.172928,11333,2,0.871526,0,0.0,0,0.022217,0.017137,0,1456,0
238455,256,256,0.200302,13127,5,0.689647,0,0.0,2,0.062164,0.030746,0,0,0
10235,256,256,0.269928,17690,1,1.0,0,0.0,0,0.0,0.030494,0,0,0
10236,256,256,0.248886,16311,1,1.0,0,0.0,0,0.0,0.030872,0,0,0
10237,256,256,0.140793,9227,1,1.0,0,0.0,0,0.0,0.015625,0,0,0
10238,256,256,0.153656,10070,1,1.0,0,0.0,0,0.0,0.022681,0,0,0
10271,256,256,0.145721,9550,5,0.964084,3,0.000275,1,0.005234,0.030368,0,0,0
10272,256,256,0.183395,12019,9,0.931359,4,0.000443,4,0.012589,0.047253,0,0,0
238565,256,256,0.201843,13228,1,1.0,0,0.0,0,0.0,0.044985,0,0,0
10274,256,256,0.163589,10721,1,1.0,0,0.0,0,0.0,0.033392,0,0,0
10275,256,256,0.245789,16108,3,0.922958,0,0.0,2,0.018936,0.052545,0,0,0
10463,256,256,0.258453,16938,2,0.977683,0,0.0,1,0.005768,0.047379,0,0,0
11741,256,256,0.36145,23688,1,1.0,0,0.0,0,0.0,0.005292,0,0,0
11753,256,256,0.179321,11752,1,1.0,0,0.0,0,0.0,0.028478,0,0,0
11788,256,256,0.273987,17956,2,0.982736,0,0.0,1,0.00473,0.039062,0,0,0
11789,256,256,0.105026,6883,3,0.993898,2,0.000641,0,0.000641,0.017011,0,0,0
11793,256,256,0.09549,6258,1,1.0,0,0.0,0,0.0,0.020791,0,0,0
239146,256,256,0.179901,11790,8,0.96268,5,0.000549,2,0.006714,0.076109,0,0,0
11792,256,256,0.16803,11012,2,0.999637,1,6.1e-05,0,6.1e-05,0.020539,0,0,0
11934,256,256,0.183243,12009,1,1.0,0,0.0,0,0.0,0.0,0,0,0
11959,256,256,0.174515,11437,1,1.0,0,0.0,0,0.0,0.0,0,0,0
11960,256,256,0.148071,9704,2,0.753298,0,0.0,0,0.03653,0.000378,0,0,0
11971,256,256,0.25061,16424,2,0.827326,0,0.0,0,0.043274,0.051033,0,2836,0
12024,256,256,0.340073,22287,2,0.913986,0,0.0,0,0.029251,0.122102,0,0,0
12052,256,256,0.355576,23303,2,0.948032,0,0.0,0,0.018478,0.037424,0,0,0
12056,256,256,0.186096,12196,1,1.0,0,0.0,0,0.0,0.013483,0,0,0
12057,256,256,0.18956,12423,2,0.791274,0,0.0,0,0.039566,0.003654,0,2593,0
12058,256,256,0.185135,12133,1,1.0,0,0.0,0,0.0,0.021547,0,0,0
12104,256,256,0.118744,7782,7,0.238242,0,0.0,2,0.090454,0.067288,0,2588,0
12059,256,256,0.268829,17618,1,1.0,0,0.0,0,0.0,0.012727,0,0,0
12097,256,256,0.146484,9600,2,0.697812,0,0.0,0,0.044266,0.028352,0,2901,0
12108,256,256,0.151047,9899,1,1.0,0,0.0,0,0.0,0.012223,0,0,0
12117,256,256,0.077103,5053,3,0.633287,0,0.0,0,0.028275,0.053427,0,1059,0
12118,256,256,0.202225,13253,2,0.818305,0,0.0,0,0.036743,0.004284,0,0,0
12119,256,256,0.373444,24474,3,0.997222,1,0.000412,1,0.001038,0.00756,0,0,0
12348,256,256,0.445648,29206,1,1.0,0,0.0,0,0.0,0.071195,0,0,0
12349,256,256,0.409134,26813,5,0.99586,3,0.00087,1,0.001694,0.032384,0,0,0
12133,256,256,0.169479,11107,7,0.582335,4,0.000534,1,0.070786,0.025832,0,0,0
12135,256,256,0.285904,18737,3,0.964615,1,0.000107,0,0.010117,0.079133,0,656,0
12138,256,256,0.37674,24690,2,0.848076,0,0.0,0,0.057236,0.059854,0,0,0
12313,256,256,0.315125,20652,2,0.851152,0,0.0,0,0.046906,0.098412,0,3074,0
12288,256,256,0.08287,5431,2,0.951022,0,0.0,1,0.004059,0.143145,0,0,0
12293,256,256,0.124298,8146,29,0.487847,19,0.003998,8,0.06366,0.051537,0,0,0
12306,256,256,0.2883,18894,2,0.88716,0,0.0,0,0.032532,0.079259,0,2132,0
6933,256,256,0.095627,6267,15,0.780278,12,0.00145,1,0.021011,0.062626,0,0,0
6881,256,256,0.658768,43173,1,1.0,0,0.0,0,0.0,0.429435,0,0,1
237066,256,256,0.418564,27431,2,0.944698,0,0.0,0,0.023148,0.669607,1,0,0
6882,256,256,0.766647,50243,1,1.0,0,0.0,0,0.0,0.611895,1,0,1
237091,256,256,0.087326,5723,7,0.92469,5,0.000183,1,0.006577,0.042969,0,0,0
6885,256,256,0.272354,17849,3,0.788279,1,0.000153,0,0.057663,0.00189,0,0,0
6887,256,256,0.214294,14044,2,0.841783,0,0.0,0,0.033905,0.000378,0,0,0
6889,256,256,0.406067,26612,1,1.0,0,0.0,0,0.0,0.002016,0,0,0
6980,256,256,0.212082,13899,6,0.48874,1,0.000168,1,0.108429,0.301663,0,6319,0
6892,256,256,0.30072,19708,1,1.0,0,0.0,0,0.0,0.0,0,0,0
6898,256,256,0.386322,25318,1,1.0,0,0.0,0,0.0,0.157384,0,0,0
6952,256,256,0.274994,18022,2,0.783265,0,0.0,0,0.059601,0.083795,0,3906,0
6960,256,256,0.261826,17159,2,0.788507,0,0.0,0,0.055374,0.076865,0,3629,0
237092,256,256,0.144714,9484,5,0.9186,3,0.000122,0,0.01178,0.020161,0,764,0
6896,256,256,0.190521,12486,3,0.850633,0,0.0,0,0.028458,0.052167,0,750,0
6897,256,256,0.110352,7232,3,0.670769,0,0.0,0,0.036331,0.015247,0,0,0
6947,256,256,0.180786,11848,3,0.824359,1,0.000122,0,0.031754,0.05809,0,2073,0
6951,256,256,0.19545,12809,1,1.0,0,0.0,0,0.0,0.058468,0,0,0
6954,256,256,0.106323,6968,2,0.925517,0,0.0,1,0.007919,0.077999,0,0,0
237084,256,256,0.119247,7815,2,0.929878,0,0.0,1,0.008362,0.087198,0,0,0
6955,256,256,0.135651,8890,3,0.801012,0,0.0,1,0.026993,0.045111,0,0,0
237085,256,256,0.054581,3577,12,0.359519,6,0.000641,4,0.034958,0.021547,0,0,0
6956,256,256,0.176773,11585,1,1.0,0,0.0,0,0.0,0.020287,0,0,0
6957,256,256,0.259659,17017,2,0.903743,0,0.0,0,0.024994,0.103705,0,1638,0
6958,256,256,0.212372,13918,2,0.872395,0,0.0,0,0.0271,0.069934,0,1776,0
237090,256,256,0.210938,13824,3,0.881293,1,0.000183,0,0.02504,0.053427,0,1629,0
7043,256,256,0.177719,11647,1,1.0,0,0.0,0,0.0,0.011971,0,0,0
7051,256,256,0.248322,16274,1,1.0,0,0.0,0,0.0,0.040449,0,0,0
7053,256,256,0.215164,14101,1,1.0,0,0.0,0,0.0,0.016255,0,0,0
237130,256,256,0.09198,6028,3,0.933477,0,0.0,2,0.006119,0.044733,0,0,0
7049,256,256,0.165466,10844,1,1.0,0,0.0,0,0.0,0.019909,0,0,0
7062,256,256,0.14798,9698,1,1.0,0,0.0,0,0.0,0.028856,0,0,0
237620,256,256,0.134918,8842,12,0.485184,6,0.001205,3,0.069458,0.039189,0,0,0
237621,256,256,0.097244,6373,9,0.823317,4,0.000458,4,0.017181,0.052923,0,0,0
8160,256,256,0.241547,15830,12,0.38048,7,0.000656,1,0.149643,0.053175,0,0,0
8166,256,256,0.2164,14182,13,0.609646,9,0.000992,1,0.084473,0.598034,1,0,0
237295,256,256,0.193115,12656,5,0.721555,2,0.000183,1,0.053772,0.025076,0,0,0
8176,256,256,0.203674,13348,2,0.92688,0,0.0,0,0.014893,0.018523,0,0,0
8177,256,256,0.182465,11958,1,1.0,0,0.0,0,0.0,0.016759,0,0,0
237607,256,256,0.151855,9952,1,1.0,0,0.0,0,0.0,0.057712,0,0,0
8191,256,256,0.163422,10710,6,0.471429,1,0.000198,1,0.08638,0.142137,0,4075,0
8192,256,256,0.163834,10737,4,0.716401,0,0.0,2,0.046463,0.085307,0,2512,0
8195,256,256,0.277924,18214,2,0.742451,0,0.0,0,0.071579,0.078881,0,4691,0
8196,256,256,0.110184,7221,2,0.883257,0,0.0,0,0.012863,0.073337,0,843,0
8286,256,256,0.218765,14337,1,1.0,0,0.0,0,0.0,0.005796,0,0,0
8287,256,256,0.626999,41091,1,1.0,0,0.0,0,0.0,0.362903,0,0,1
8303,256,256,0.466354,30563,18,0.978078,14,0.001968,3,0.010223,0.208165,0,0,0
8288,256,256,0.717651,47032,1,1.0,0,0.0,0,0.0,0.471774,1,0,1
8290,256,256,0.176682,11579,1,1.0,0,0.0,0,0.0,0.001386,0,0,0
8304,256,256,0.2444,16017,1,1.0,0,0.0,0,0.0,0.020917,0,0,0
237682,256,256,0.210236,13778,1,1.0,0,0.0,0,0.0,0.02747,0,0,0
8300,256,256,0.19104,12520,1,1.0,0,0.0,0,0.0,0.026462,0,0,0
8302,256,256,0.086349,5659,7,0.339636,1,3.1e-05,2,0.057022,0.010081,0,976,0
8376,256,256,0.412979,27065,3,0.760429,0,0.0,0,0.098938,0.191154,0,2404,0
8377,256,256,0.26709,17504,3,0.72452,0,0.0,0,0.073578,0.079511,0,1956,0
8380,256,256,0.072861,4775,3,0.975288,0,0.0,2,0.001801,0.014869,0,0,0
8381,256,256,0.467712,30652,2,0.9862,0,0.0,1,0.006454,0.158896,0,0,0
237685,256,256,0.485809,31838,1,1.0,0,0.0,0,0.0,0.213962,0,0,0
8383,256,256,0.382187,25047,1,1.0,0,0.0,0,0.0,0.03377,0,0,0
8463,256,256,0.083252,5456,3,0.520711,0,0.0,0,0.039902,0.000378,0,1090,0
8464,256,256,0.234253,15352,4,0.491206,0,0.0,2,0.119186,0.010459,0,6950,0
8472,256,256,0.138351,9067,4,0.566781,0,0.0,2,0.059937,0.008569,0,0,0
8473,256,256,0.29657,19436,2,0.933783,0,0.0,0,0.019638,0.008317,0,0,0
8613,256,256,0.261414,17132,3,0.885069,0,0.0,0,0.030045,0.037046,0,0,0
10437,256,256,0.040497,2654,8,0.825546,5,0.000366,2,0.007065,0.02747,0,0,0
10450,256,256,0.058868,3858,16,0.565578,12,0.001114,2,0.025574,0.02621,0,933,0
10442,256,256,0.280792,18402,2,0.999783,1,6.1e-05,0,6.1e-05,0.074975,0,0,0
10465,256,256,0.223587,14653,1,1.0,0,0.0,0,0.0,0.039315,0,0,0
10443,256,256,0.286224,18758,137,0.771671,106,0.016312,29,0.065353,0.179814,0,0,0
10469,256,256,0.0896,5872,8,0.648842,3,0.000198,3,0.031464,0.072581,0,1533,0
10470,256,256,0.086166,5647,10,0.829821,3,7.6e-05,6,0.014664,0.030368,0,0,0
10471,256,256,0.032059,2101,20,0.245597,9,0.001038,10,0.024185,0.013105,0,0,0
10472,256,256,0.121399,7956,2,0.998492,1,0.000183,0,0.000183,0.027218,0,0,0
10473,256,256,0.057983,3800,8,0.417368,2,0.000122,4,0.033783,0.007056,0,1531,0
238568,256,256,0.125687,8237,3,0.874712,1,4.6e-05,0,0.015747,0.071825,0,1029,0
10451,256,256,0.147934,9695,24,0.97638,22,0.001328,1,0.003494,0.029486,0,0,0
10452,256,256,0.097794,6409,4,0.811359,1,0.000168,1,0.018448,0.025328,0,0,0
10453,256,256,0.049911,3271,3,0.969123,1,0.000107,1,0.001541,0.018649,0,0,0
10454,256,256,0.098557,6459,6,0.629664,1,9.2e-05,3,0.036499,0.030872,0,0,0
10457,256,256,0.102631,6726,9,0.957627,6,0.001038,2,0.004349,0.022681,0,0,0
10458,256,256,0.120544,7900,3,0.977468,0,0.0,2,0.002716,0.024824,0,0,0
10459,256,256,0.081024,5310,4,0.965348,2,7.6e-05,1,0.002808,0.022555,0,0,0
238483,256,256,0.213837,14014,1,1.0,0,0.0,0,0.0,0.02999,0,0,0
10461,256,256,0.106781,6998,2,0.999714,1,3.1e-05,0,3.1e-05,0.034526,0,0,0
10462,256,256,0.16153,10586,1,1.0,0,0.0,0,0.0,0.062626,0,0,0
238562,256,256,0.261642,17147,1,1.0,0,0.0,0,0.0,0.040197,0,0,0
238566,256,256,0.190414,12479,1,1.0,0,0.0,0,0.0,0.056578,0,0,0
10466,256,256,0.18512,12132,1,1.0,0,0.0,0,0.0,0.022051,0,0,0
10467,256,256,0.197159,12921,1,1.0,0,0.0,0,0.0,0.032888,0,0,0
10479,256,256,0.116318,7623,1,1.0,0,0.0,0,0.0,0.033644,0,0,0
238575,256,256,0.148804,9752,1,1.0,0,0.0,0,0.0,0.048513,0,0,0
10480,256,256,0.201614,13213,2,0.994929,0,0.0,1,0.001022,0.03188,0,0,0
238576,256,256,0.143219,9386,1,1.0,0,0.0,0,0.0,0.032762,0,0,0
10549,256,256,0.455048,29822,1,1.0,0,0.0,0,0.0,0.023942,0,0,0
10552,256,256,0.422165,27667,5,0.995446,2,0.000351,2,0.001923,0.017137,0,0,0
10558,256,256,0.107086,7018,2,0.629097,0,0.0,0,0.039719,0.002016,0,0,0
237979,256,256,0.20549,13467,2,0.962649,0,0.0,1,0.007675,0.052041,0,0,0
238047,256,256,0.303391,19883,1,1.0,0,0.0,0,0.0,0.037928,0,0,0
238048,256,256,0.181091,11868,5,0.963431,3,6.1e-05,1,0.006622,0.071321,0,0,0
9208,256,256,0.331284,21711,1,1.0,0,0.0,0,0.0,0.039189,0,0,0
9209,256,256,0.154099,10099,1,1.0,0,0.0,0,0.0,0.019405,0,0,0
238049,256,256,0.281326,18437,1,1.0,0,0.0,0,0.0,0.074219,0,0,0
9210,256,256,0.325363,21323,2,0.994982,0,0.0,1,0.001633,0.030116,0,0,0
9212,256,256,0.20491,13429,8,0.95815,6,0.000351,1,0.008575,0.053175,0,0,0
9214,256,256,0.16478,10799,2,0.977591,0,0.0,1,0.003693,0.03062,0,0,0
9215,256,256,0.144608,9477,4,0.975625,1,3.1e-05,2,0.003525,0.038558,0,0,0
9223,256,256,0.322998,21168,1,1.0,0,0.0,0,0.0,0.035912,0,0,0
237981,256,256,0.215958,14153,1,1.0,0,0.0,0,0.0,0.041079,0,0,0
238055,256,256,0.165115,10821,3,0.999261,2,0.000122,0,0.000122,0.004284,0,0,0
9275,256,256,0.233459,15300,1,1.0,0,0.0,0,0.0,0.032006,0,0,0
9278,256,256,0.245987,16121,2,0.721357,0,0.0,0,0.068542,0.028478,0,0,0
9279,256,256,0.253937,16642,1,1.0,0,0.0,0,0.0,0.0,0,0,0
9299,256,256,0.172867,11329,8,0.524406,2,9.2e-05,2,0.082214,0.125882,0,3410,0
9308,256,256,0.317612,20815,2,0.590151,0,0.0,0,0.130173,0.099798,0,8531,0
9309,256,256,0.332291,21777,2,0.526335,0,0.0,0,0.157394,0.1313,0,10315,0
9281,256,256,0.084869,5562,1,1.0,0,0.0,0,0.0,0.005292,0,0,0
9294,256,256,0.169052,11079,3,0.790053,0,0.0,0,0.035492,0.011845,0,0,0
238076,256,256,0.223694,14660,9,0.459754,5,0.000839,0,0.12085,0.525454,1,5157,0
9298,256,256,0.261581,17143,39,0.612028,33,0.002548,3,0.101486,0.065902,0,6327,0
238086,256,256,0.165726,10861,14,0.670104,9,0.001816,2,0.054672,0.050781,0,912,0
9311,256,256,0.220871,14475,1,1.0,0,0.0,0,0.0,0.006552,0,0,0
9313,256,256,0.207748,13615,1,1.0,0,0.0,0,0.0,0.0,0,0,0
9316,256,256,0.187546,12291,1,1.0,0,0.0,0,0.0,0.000756,0,0,0
238280,256,256,0.231613,15179,1,1.0,0,0.0,0,0.0,0.041205,0,0,0
9320,256,256,0.278458,18249,1,1.0,0,0.0,0,0.0,0.00504,0,0,0
238306,256,256,0.167114,10952,2,0.997626,1,0.000397,0,0.000397,0.020287,0,0,0
9321,256,256,0.154831,10147,1,1.0,0,0.0,0,0.0,0.002772,0,0,0
238090,256,256,0.17157,11244,1,1.0,0,0.0,0,0.0,0.0,0,0,0
76,256,256,0.144455,9467,8,0.418401,1,0.000107,3,0.084015,0.033392,0,1967,0
77,256,256,0.075073,4920,39,0.166463,20,0.002533,17,0.062576,0.042969,0,0,0
190,256,256,0.334351,21912,3,0.999087,2,0.000305,0,0.000305,0.046497,0,0,0
198,256,256,0.386337,25319,3,0.715905,0,0.0,0,0.109756,0.081905,0,7193,0
193,256,256,0.128342,8411,6,0.703365,1,0.000244,2,0.038071,0.019405,0,998,0
234327,256,256,0.198868,13033,3,0.507711,0,0.0,0,0.0979,0.02621,0,6416,0
197,256,256,0.226089,14817,3,0.731457,0,0.0,0,0.060715,0.035912,0,3979,0
204,256,256,0.382263,25052,2,0.730521,0,0.0,0,0.103012,0.071699,0,6751,0
205,256,256,0.379684,24883,1,1.0,0,0.0,0,0.0,0.076235,0,0,0
363,256,256,0.284637,18654,4,0.616597,1,0.000107,0,0.109131,0.105343,0,680,0
365,256,256,0.299316,19616,1,1.0,0,0.0,0,0.0,0.03755,0,0,0
234396,256,256,0.342697,22459,2,0.796117,0,0.0,0,0.06987,0.034652,0,0,0
371,256,256,0.162003,10617,4,0.368183,0,0.0,0,0.102356,0.032132,0,1044,0
373,256,256,0.353333,23156,1,1.0,0,0.0,0,0.0,0.052041,0,0,0
377,256,256,0.354385,23225,1,1.0,0,0.0,0,0.0,0.053679,0,0,0
374,256,256,0.138916,9104,6,0.347869,2,0.000275,0,0.090591,0.026588,0,5919,0
375,256,256,0.268707,17610,6,0.315275,0,0.0,0,0.18399,0.049773,0,4439,0
376,256,256,0.242325,15881,3,0.586361,0,0.0,0,0.100235,0.047379,0,815,0
409,256,256,0.298477,19561,1,1.0,0,0.0,0,0.0,0.021169,0,0,0
941,256,256,0.063416,4156,3,0.840472,0,0.0,2,0.010117,0.043725,0,0,0
947,256,256,0.140564,9212,96,0.627985,77,0.013718,17,0.052292,0.151966,0,1435,0
960,256,256,0.159836,10475,1,1.0,0,0.0,0,0.0,0.053427,0,0,0
1223,256,256,0.089844,5888,6,0.6357,2,0.000214,2,0.03273,0.054688,0,0,0
1565,256,256,0.239563,15700,2,0.796306,0,0.0,0,0.048798,0.026084,0,3198,0
1566,256,256,0.165558,10850,7,0.654009,3,0.000153,2,0.057281,0.027344,0,0,0
1570,256,256,0.344971,22608,1,1.0,0,0.0,0,0.0,0.048891,0,0,0
1716,256,256,0.191269,12535,101,0.487675,94,0.007767,4,0.097992,0.182586,0,2298,0
1730,256,256,0.050156,3287,60,0.32735,49,0.004181,10,0.033737,0.042591,0,0,0
1731,256,256,0.208069,13636,2,0.964579,0,0.0,1,0.00737,0.022303,0,0,0
234934,256,256,0.207657,13609,3,0.960173,1,0.000168,1,0.00827,0.023564,0,0,0
1773,256,256,0.099777,6539,26,0.246827,14,0.001038,8,0.07515,0.045993,0,0,0
2250,256,256,0.435349,28531,3,0.8407,1,3.1e-05,0,0.069351,0.047505,0,0,0
3432,256,256,0.33786,22142,1,1.0,0,0.0,0,0.0,0.061996,0,0,0
3471,256,256,0.250732,16432,4,0.421495,0,0.0,0,0.14505,0.529108,1,9506,0
3495,256,256,0.113617,7446,3,0.580714,0,0.0,1,0.047638,0.004032,0,0,0
3473,256,256,0.21759,14260,1,1.0,0,0.0,0,0.0,0.009451,0,0,0
3485,256,256,0.287598,18848,3,0.775679,0,0.0,1,0.064514,0.047253,0,3628,0
3486,256,256,0.153442,10056,3,0.364658,0,0.0,0,0.097488,0.017389,0,0,0
3487,256,256,0.185471,12155,3,0.374743,0,0.0,0,0.115967,0.021547,0,0,0
3488,256,256,0.118286,7752,5,0.380676,1,0.000153,1,0.073257,0.030116,0,1965,0
3489,256,256,0.144348,9460,1,1.0,0,0.0,0,0.0,0.027722,0,0,0
235622,256,256,0.153931,10088,1,1.0,0,0.0,0,0.0,0.033896,0,0,0
3490,256,256,0.258072,16913,1,1.0,0,0.0,0,0.0,0.032006,0,0,0
3494,256,256,0.272903,17885,1,1.0,0,0.0,0,0.0,0.023059,0,0,0
235618,256,256,0.195435,12808,1,1.0,0,0.0,0,0.0,0.001764,0,0,0
235624,256,256,0.233231,15285,1,1.0,0,0.0,0,0.0,0.034274,0,0,0
3506,256,256,0.150803,9883,2,0.89315,0,0.0,0,0.016113,0.000252,0,0,0
3507,256,256,0.212753,13943,1,1.0,0,0.0,0,0.0,0.00063,0,0,0
3508,256,256,0.137772,9029,1,1.0,0,0.0,0,0.0,0.002646,0,0,0
3567,256,256,0.176559,11571,1,1.0,0,0.0,0,0.0,0.012979,0,0,0
3510,256,256,0.120514,7898,2,0.71018,0,0.0,0,0.034927,0.001512,0,0,0
3511,256,256,0.084885,5563,3,0.984181,0,0.0,2,0.001343,0.028478,0,0,0
3513,256,256,0.137436,9007,1,1.0,0,0.0,0,0.0,0.000252,0,0,0
3514,256,256,0.193436,12677,1,1.0,0,0.0,0,0.0,0.00126,0,0,0
3515,256,256,0.135834,8902,1,1.0,0,0.0,0,0.0,0.003024,0,0,0
3516,256,256,0.2052,13448,1,1.0,0,0.0,0,0.0,0.004032,0,0,0
3526,256,256,0.276276,18106,1,1.0,0,0.0,0,0.0,0.080519,0,0,0
3527,256,256,0.153076,10032,11,0.951754,8,0.000702,2,0.007385,0.020413,0,0,0
3528,256,256,0.15921,10434,1,1.0,0,0.0,0,0.0,0.012601,0,0,0
3529,256,256,0.177307,11620,2,0.999742,1,4.6e-05,0,4.6e-05,0.074093,0,0,0
3569,256,256,0.250763,16434,1,1.0,0,0.0,0,0.0,0.020161,0,0,0
3592,256,256,0.122101,8002,3,0.435891,0,0.0,0,0.068878,0.008821,0,0,0
3593,256,256,0.068726,4504,4,0.527531,0,0.0,1,0.032471,0.015877,0,0,0
3594,256,256,0.122177,8007,5,0.559261,1,3.1e-05,1,0.053848,0.032384,0,0,0
12307,256,256,0.15155,9932,5,0.457914,1,6.1e-05,1,0.082153,0.037802,0,2788,0
12308,256,256,0.092712,6076,4,0.406188,0,0.0,1,0.055054,0.030872,0,0,0
12309,256,256,0.302399,19818,2,0.885306,0,0.0,0,0.034683,0.08934,0,2273,0
12311,256,256,0.295776,19384,2,0.862051,0,0.0,0,0.040802,0.044733,0,2674,0
12315,256,256,0.102982,6749,4,0.546748,0,0.0,1,0.046677,0.013987,0,1668,0
12316,256,256,0.408493,26771,1,1.0,0,0.0,0,0.0,0.024068,0,0,0
12317,256,256,0.281616,18456,3,0.613296,0,0.0,0,0.108902,0.104335,0,5616,0
12347,256,256,0.333984,21888,3,0.801489,0,0.0,0,0.066299,0.083669,0,2033,0
12353,256,256,0.162491,10649,1,1.0,0,0.0,0,0.0,0.00063,0,0,0
12354,256,256,0.204803,13422,2,0.543064,0,0.0,0,0.093582,0.019783,0,6133,0
12357,256,256,0.248459,16283,2,0.57256,0,0.0,0,0.106201,0.011215,0,0,0
12400,256,256,0.171036,11209,4,0.497547,0,0.0,1,0.085938,0.067666,0,3779,0
239387,256,256,0.156464,10254,4,0.555491,0,0.0,1,0.06955,0.030368,0,0,0
12410,256,256,0.23291,15264,2,0.573703,0,0.0,0,0.099289,0.039315,0,0,0
12412,256,256,0.23912,15671,3,0.669453,0,0.0,0,0.079041,0.0,0,0,0
12413,256,256,0.070129,4596,1,1.0,0,0.0,0,0.0,0.000378,0,0,0
12415,256,256,0.376205,24655,8,0.353032,0,0.0,4,0.243393,0.645035,1,14499,0
12417,256,256,0.118942,7795,2,0.998845,1,0.000137,0,0.000137,0.006048,0,0,0
12482,256,256,0.137848,9034,2,0.998118,1,0.000259,0,0.000259,0.016633,0,0,0
12420,256,256,0.137177,8990,1,1.0,0,0.0,0,0.0,0.016759,0,0,0
12431,256,256,0.253021,16582,6,0.518695,2,3.1e-05,0,0.12178,0.039819,0,4732,0
12473,256,256,0.065659,4303,15,0.851034,10,0.000809,4,0.009781,0.009703,0,0,0
12486,256,256,0.132812,8704,1,1.0,0,0.0,0,0.0,0.02873,0,0,0
12491,256,256,0.08728,5720,14,0.38042,8,0.00029,4,0.054077,0.056704,0,0,0
12487,256,256,0.145691,9548,16,0.662128,11,0.000885,3,0.049225,0.022807,0,0,0
12488,256,256,0.170212,11155,1,1.0,0,0.0,0,0.0,0.019909,0,0,0
12489,256,256,0.185196,12137,2,0.892807,0,0.0,0,0.019852,0.039567,0,1301,0
12493,256,256,0.235977,15465,3,0.760685,0,0.0,0,0.056473,0.056704,0,2187,0
12494,256,256,0.36377,23840,2,0.928482,0,0.0,0,0.026016,0.045111,0,1705,0
12495,256,256,0.174072,11408,5,0.848527,2,0.000183,0,0.026367,0.00504,0,0,0
12496,256,256,0.253189,16593,2,0.960164,0,0.0,0,0.010086,0.113407,0,661,0
12497,256,256,0.211609,13868,2,0.903663,0,0.0,0,0.020386,0.102823,0,1336,0
3595,256,256,0.467361,30629,1,1.0,0,0.0,0,0.0,0.226689,0,0,0
3596,256,256,0.168259,11027,4,0.47955,0,0.0,1,0.08757,0.050529,0,0,0
3758,256,256,0.042526,2787,4,0.61751,0,0.0,3,0.016266,0.018145,0,0,0
3597,256,256,0.219055,14356,3,0.478337,0,0.0,0,0.114273,0.037298,0,0,0
235674,256,256,0.139435,9138,6,0.545743,3,0.000473,0,0.063339,0.018775,0,0,0
3598,256,256,0.263962,17299,3,0.484421,0,0.0,0,0.136093,0.029486,0,0,0
3739,256,256,0.299835,19650,3,0.34743,0,0.0,0,0.195663,0.194052,0,6692,0
3803,256,256,0.284866,18669,4,0.427714,1,0.000305,0,0.163025,0.029108,0,0,0
3725,256,256,0.108734,7126,24,0.386332,19,0.001617,2,0.066727,0.041079,0,0,0
3726,256,256,0.105118,6889,5,0.340107,1,0.00029,1,0.069366,0.034652,0,0,0
3742,256,256,0.174286,11422,3,0.396515,0,0.0,0,0.105179,0.089718,0,3326,0
3743,256,256,0.099167,6499,3,0.46284,0,0.0,0,0.053268,0.016885,0,2258,0
3753,256,256,0.102127,6693,4,0.400269,1,0.000198,0,0.061249,0.072833,0,1854,0
3746,256,256,0.217972,14285,3,0.509205,0,0.0,0,0.106979,0.076991,0,3433,0
3748,256,256,0.149612,9805,65,0.478021,51,0.006393,10,0.078094,0.045237,0,1039,0
3749,256,256,0.169312,11096,3,0.409427,0,0.0,0,0.099991,0.122228,0,3150,0
