img_id,class,has_frame,is_inverted,glyph_ratio,glyph_main_frac,n_small,t,b,l,r,touch
50153,clean_noop,0,0,0.4838104248046875,0.9784590153593844,2,0,0,0,0,1
50392,noise_cleanable,0,0,0.0783843994140625,0.1504769320615145,37,0,0,0,0,0
50841,noise_cleanable,0,0,0.2406768798828125,0.5224751157040513,44,0,0,0,0,1
255233,noise_cleanable,0,0,0.3016357421875,0.40464386887899634,118,0,0,0,0,1
51470,crop_safe,1,0,0.25616484004739337,0.870636698706367,0,0,0,19,26,0
52344,noise_cleanable,0,0,0.22650146484375,0.7448800862301267,84,0,0,0,0,1
52478,noise_cleanable,0,0,0.23388671875,0.7725730688935282,68,0,0,0,0,1
52518,noise_cleanable,0,0,0.1526336669921875,0.4100769769069279,76,0,0,0,0,0
52860,noise_cleanable,0,0,0.2670440673828125,0.884063767784698,121,0,0,0,0,1
256067,noise_cleanable,0,0,0.1031341552734375,0.7947921290131676,30,0,0,0,0,1
256068,noise_cleanable,0,0,0.2254638671875,0.8980779642663779,79,0,0,0,0,0
255964,noise_cleanable,0,0,0.21051025390625,0.6714265004349087,47,0,0,0,0,0
52906,noise_cleanable,0,0,0.283050537109375,0.7781132075471698,34,0,0,0,0,1
256336,noise_cleanable,0,0,0.2774810791015625,0.9158647236733571,130,0,0,0,0,1
53502,crop_safe,1,0,0.15428631756756755,0.7714520322977967,30,0,0,35,36,0
53657,noise_cleanable,0,0,0.2863311767578125,0.9327471356248335,41,0,0,0,0,1
256411,noise_cleanable,0,0,0.2071685791015625,0.741548206525742,37,0,0,0,0,1
256484,crop_safe,1,0,0.20813210227272727,0.4327759767957686,37,0,0,18,18,0
54044,noise_cleanable,0,0,0.2015838623046875,0.7939595791385966,57,0,0,0,0,0
54077,noise_cleanable,0,0,0.213897705078125,0.6589385076330432,281,0,0,0,0,0
256664,crop_safe,1,0,0.13664504716981132,0.45235526788924846,13,0,0,49,48,0
54252,crop_safe,1,0,0.07054115853658537,0.31118314424635335,4,25,26,0,0,0
54254,crop_safe,1,0,0.12636217948717948,0.26410906785034877,16,0,0,30,31,0
54420,noise_cleanable,0,0,0.224395751953125,0.40024479804161567,86,0,0,0,0,1
54432,noise_cleanable,0,0,0.139892578125,0.9655322862129145,43,0,0,0,0,1
54480,noise_cleanable,0,0,0.421844482421875,0.6174853505027852,82,0,0,0,0,0
54610,noise_cleanable,0,0,0.19964599609375,0.33919290736777746,51,0,0,0,0,0
55792,crop_safe,1,0,0.19957589285714286,0.7002572419192484,6,41,40,0,0,0
56769,crop_safe,1,0,0.17449347527472528,0.39102091020910207,7,37,37,0,0,0
56648,noise_cleanable,0,0,0.2610931396484375,0.9810063701712349,40,0,0,0,0,1
57160,noise_cleanable,0,0,0.2739410400390625,0.2474795298835849,50,0,0,0,0,0
57394,noise_cleanable,0,0,0.1911773681640625,0.5801739963285178,35,0,0,0,0,0
66668,noise_cleanable,0,0,0.2275238037109375,0.6968680839648581,42,0,0,0,0,0
66669,noise_cleanable,0,0,0.3930206298828125,0.8808867492332182,45,0,0,0,0,1
66918,noise_cleanable,0,0,0.180206298828125,0.8722269263336155,34,0,0,0,0,0
67173,noise_cleanable,0,0,0.2301025390625,0.9291114058355437,47,0,0,0,0,1
67739,noise_cleanable,0,0,0.2365875244140625,0.5799419542083198,41,0,0,0,0,1
67884,noise_cleanable,0,0,0.3946075439453125,0.4510653106995089,71,0,0,0,0,1
68361,noise_cleanable,0,0,0.1514129638671875,0.33417313312506297,54,0,0,0,0,0
68437,noise_cleanable,0,0,0.442413330078125,0.8357936124715458,56,0,0,0,0,1
68606,invert_fix,0,1,0.590667724609375,1.0,0,0,0,0,0,0
68798,noise_cleanable,0,0,0.0977630615234375,0.21148743561729358,37,0,0,0,0,0
68800,crop_safe,1,0,0.3176128926701571,0.29980682549903415,124,0,0,33,32,0
68856,crop_safe,1,0,0.1847624231557377,0.702105536781908,1,12,0,0,0,0
68997,char_touch,1,0,0.3407349817961165,0.47821247704379766,127,25,25,0,0,1
68998,noise_cleanable,0,0,0.3330230712890625,0.23821305841924398,66,0,0,0,0,0
69033,invert_fix,0,1,0.5716552734375,1.0,0,0,0,0,0,0
69131,clean_noop,0,0,0.54296875,1.0,0,0,0,0,0,0
262837,noise_cleanable,0,0,0.1493682861328125,0.9714986209010114,34,0,0,0,0,0
69197,noise_cleanable,0,0,0.248504638671875,0.6667690040525605,31,0,0,0,0,0
69300,clean_noop,0,0,0.7284698486328125,0.7407260007121761,0,0,0,0,0,1
69852,char_touch,1,0,0.4731845543032787,0.9859254998815847,1,0,12,0,0,1
263111,char_touch,1,0,0.41770833333333335,0.5727763923524523,2,0,0,16,15,1
263107,noise_cleanable,0,0,0.3447723388671875,0.7434388138968798,108,0,0,0,0,1
69985,noise_cleanable,0,0,0.1989593505859375,0.23590766163049315,70,0,0,0,0,0
70018,clean_noop,0,0,0.5052032470703125,0.9995167477121024,1,0,0,0,0,0
70270,noise_cleanable,0,0,0.259033203125,0.7976555136663525,41,0,0,0,0,1
70340,invert_fix,0,1,0.75640869140625,1.0,0,0,0,0,0,0
70396,invert_fix,0,1,0.6289520263671875,1.0,0,0,0,0,0,0
70439,clean_noop,0,0,0.5470428466796875,1.0,0,0,0,0,0,1
70536,clean_noop,0,0,0.5172882080078125,1.0,0,0,0,0,0,0
70892,clean_noop,0,0,0.519775390625,0.8996301080319399,0,0,0,0,0,0
70914,char_touch,1,0,0.38706235532407407,0.830397607811989,1,0,0,20,20,1
71033,char_touch,1,0,0.3634588068181818,0.8452369320957499,4,0,0,18,18,1
71224,invert_fix,0,1,0.6371002197265625,1.0,0,0,0,0,0,0
71938,invert_fix,0,1,0.68511962890625,0.9873273942093541,0,0,0,0,0,0
71941,noise_cleanable,0,0,0.19317626953125,0.8123222748815165,66,0,0,0,0,1
264116,noise_cleanable,0,0,0.37554931640625,0.7712091662603608,99,0,0,0,0,0
264148,noise_cleanable,0,0,0.37554931640625,0.7712091662603608,99,0,0,0,0,0
72466,noise_cleanable,0,0,0.1806182861328125,0.3888654219819211,110,0,0,0,0,0
72489,crop_safe,1,0,0.23237376847290642,0.8778569062603511,13,0,0,26,27,0
72988,noise_cleanable,0,0,0.19769287109375,0.9343161469589379,51,0,0,0,0,1
73013,noise_cleanable,0,0,0.19952392578125,0.8283114102171918,76,0,0,0,0,1
73029,noise_cleanable,0,0,0.1842041015625,0.6945825049701789,54,0,0,0,0,1
264428,noise_cleanable,0,0,0.183349609375,0.7361018641810919,47,0,0,0,0,1
264603,crop_safe,1,0,0.11179315476190477,0.22538193919225533,23,13,12,0,0,0
73567,noise_cleanable,0,0,0.322479248046875,0.8873379388662819,39,0,0,0,0,0
73597,noise_cleanable,0,0,0.396820068359375,0.7346381604245175,39,0,0,0,0,1
264674,crop_safe,1,0,0.1848201308139535,0.7512902433030229,11,42,42,0,0,0
73819,invert_fix,0,1,0.71600341796875,1.0,0,0,0,0,0,0
74282,noise_cleanable,0,0,0.1533966064453125,0.38117974733910276,45,0,0,0,0,0
74291,noise_cleanable,0,0,0.2615814208984375,0.7784518462346147,111,0,0,0,0,1
74394,invert_fix,0,1,0.756591796875,0.9986285898676993,1,0,0,0,0,0
74786,crop_safe,1,0,0.17086693548387097,0.41563421828908553,12,0,0,48,53,0
74245,noise_cleanable,0,0,0.1708221435546875,0.5217507815989281,41,0,0,0,0,1
75061,noise_cleanable,0,0,0.249420166015625,0.2718096170316897,200,0,0,0,0,0
75173,noise_cleanable,0,0,0.173553466796875,0.6149991208018287,105,0,0,0,0,0
75308,noise_cleanable,0,0,0.1396484375,0.4266826923076923,47,0,0,0,0,1
75602,clean_noop,0,0,0.537994384765625,0.9187418458222247,0,0,0,0,0,1
75685,invert_fix,0,1,0.748291015625,0.809257748776509,0,0,0,0,0,1
75695,noise_cleanable,0,0,0.2852630615234375,0.5730409200320942,30,0,0,0,0,1
75816,invert_fix,0,1,0.7010650634765625,1.0,0,0,0,0,0,0
76340,noise_cleanable,0,0,0.1373443603515625,0.3444061770914343,59,0,0,0,0,0
76623,invert_fix,0,1,0.679351806640625,1.0,0,0,0,0,0,0
76691,invert_fix,0,1,0.5747222900390625,1.0,0,0,0,0,0,0
76841,noise_cleanable,0,0,0.208343505859375,0.8634099897465944,50,0,0,0,0,0
249466,noise_cleanable,0,0,0.305816650390625,0.6200977946312743,51,0,0,0,0,1
36903,noise_cleanable,0,0,0.18206787109375,0.8878645658732819,30,0,0,0,0,0
36932,char_touch,1,0,0.16445096685082872,0.5398950131233596,12,0,0,37,38,1
37040,crop_safe,1,0,0.1518978310502283,0.4887271019257868,3,18,19,0,0,0
37166,crop_safe,1,0,0.17445146276595744,0.38661267270128635,24,0,0,34,34,0
37220,noise_cleanable,0,0,0.1921844482421875,0.30607383882493056,209,0,0,0,0,0
250179,noise_cleanable,0,0,0.248504638671875,0.29031069630357365,43,0,0,0,0,0
37426,char_touch,1,0,0.22012867647058823,0.515553235908142,25,0,0,43,43,1
37632,char_touch,1,0,0.18169070512820512,0.324696802646086,25,0,0,30,31,1
37636,crop_safe,1,0,0.18858753551136365,0.3197599152642109,4,40,40,0,0,0
37716,crop_safe,1,0,0.2150358606557377,0.7229749851101847,0,0,0,0,12,0
249866,char_touch,1,0,0.3722889716325669,0.5061607465071918,0,17,0,20,18,1
249890,noise_cleanable,0,0,0.2136688232421875,0.5906591444690423,84,0,0,0,0,0
37890,char_touch,1,0,0.38182713963963966,0.5508755760368663,2,0,0,17,17,1
37893,char_touch,1,0,0.394876935840708,0.3393154162654294,6,0,0,17,13,1
37938,noise_cleanable,0,0,0.3110198974609375,0.7974782907324731,49,0,0,0,0,0
38883,noise_cleanable,0,0,0.1890106201171875,0.9306531040607088,64,0,0,0,0,1
39044,noise_cleanable,0,0,0.205596923828125,0.9617040225619712,35,0,0,0,0,1
38134,char_touch,1,0,0.4034231085526316,0.3388117382256763,5,15,13,0,0,1
39387,char_touch,1,0,0.46004603215767637,0.654370573935102,1,0,0,15,0,1
39567,noise_cleanable,0,0,0.2269287109375,0.49771382463690156,276,0,0,0,0,1
39579,noise_cleanable,0,0,0.233306884765625,0.7284499672988881,60,0,0,0,0,1
39622,crop_safe,1,0,0.17076181994818654,0.29986962190352023,1,31,32,0,0,0
39989,char_touch,1,0,0.3874446902654867,0.7245717344753747,0,0,0,15,15,1
40112,char_touch,1,0,0.352474531938326,0.5475272176927208,5,13,16,0,0,1
40118,crop_safe,1,0,0.18400065104166666,0.6254975674480319,9,0,0,32,32,0
40141,char_touch,1,0,0.29111328125,0.9684669573968467,12,28,28,0,0,1
40187,noise_cleanable,0,0,0.12261962890625,0.554629168740667,86,0,0,0,0,0
41010,crop_safe,1,0,0.17466032608695653,0.98512252042007,3,13,13,0,0,0
41036,crop_safe,1,0,0.13478576030927836,0.6089034956677621,0,31,31,0,0,0
41134,noise_cleanable,0,0,0.167449951171875,0.9382176052487698,58,0,0,0,0,0
40302,crop_safe,1,0,0.18348168545081966,0.7542971817467935,0,0,12,0,0,0
266094,crop_safe,1,0,0.1584306735436893,0.2993417115499701,8,25,25,0,0,0
77166,noise_cleanable,0,0,0.29864501953125,0.4249948906601267,89,0,0,0,0,1
77238,noise_cleanable,0,0,0.143402099609375,0.47169610555437325,50,0,0,0,0,0
77239,noise_cleanable,0,0,0.2228851318359375,0.46799479701512975,226,0,0,0,0,0
77325,noise_cleanable,0,0,0.143402099609375,0.47169610555437325,50,0,0,0,0,0
266210,noise_cleanable,0,0,0.2228851318359375,0.46799479701512975,226,0,0,0,0,0
77362,char_touch,1,0,0.31104316086065575,0.5596788306140306,7,12,0,0,0,1
77773,noise_cleanable,0,0,0.1714935302734375,0.3115935581457425,36,0,0,0,0,0
77780,noise_cleanable,0,0,0.1714935302734375,0.3115935581457425,36,0,0,0,0,0
78176,clean_noop,0,0,0.491455078125,0.9133755588673621,2,0,0,0,0,1
78611,invert_fix,0,1,0.7365875244140625,1.0,0,0,0,0,0,0
79630,noise_cleanable,0,0,0.20257568359375,0.2658180174751431,80,0,0,0,0,1
267176,noise_cleanable,0,0,0.360076904296875,0.7495550470378846,45,0,0,0,0,1
79781,noise_cleanable,0,0,0.1994781494140625,0.19819475254341007,101,0,0,0,0,0
79984,crop_safe,1,0,0.24907967931937172,0.6430741440183924,12,0,0,33,32,0
80041,invert_fix,0,1,0.58734130859375,0.9856593577886315,0,0,0,0,0,0
80059,noise_cleanable,0,0,0.2054443359375,0.19964349376114082,102,0,0,0,0,1
80335,noise_cleanable,0,0,0.08538818359375,0.2087205146533238,32,0,0,0,0,0
80369,noise_cleanable,0,0,0.22003173828125,0.4536754507628294,38,0,0,0,0,0
80370,noise_cleanable,0,0,0.2834930419921875,0.24468485924969052,208,0,0,0,0,0
80451,noise_cleanable,0,0,0.13323974609375,0.30943655519926705,39,0,0,0,0,0
80518,noise_cleanable,0,0,0.223236083984375,0.600205058099795,42,0,0,0,0,0
80671,noise_cleanable,0,0,0.1088714599609375,0.3562718990889979,31,0,0,0,0,0
81423,invert_fix,0,1,0.682037353515625,1.0,0,0,0,0,0,0
80864,invert_fix,0,1,0.669952392578125,1.0,0,0,0,0,0,1
80865,invert_fix,0,1,0.6772308349609375,0.9998873442534304,2,0,0,0,0,1
267681,char_touch,1,0,0.27565406976744183,0.6523859741629318,83,20,21,0,0,1
80916,crop_safe,1,0,0.2204190340909091,0.3322055743515386,18,18,18,0,0,0
80917,char_touch,1,0,0.2462126358695652,0.26364075325929504,64,13,13,0,0,1
80920,char_touch,1,0,0.27565406976744183,0.6523859741629318,83,20,21,0,0,1
81547,noise_cleanable,0,0,0.2217559814453125,0.42372531480079817,65,0,0,0,0,0
81653,invert_fix,0,1,0.6317138671875,0.965048309178744,1,0,0,0,0,0
81673,noise_cleanable,0,0,0.22589111328125,0.7552012969467712,32,0,0,0,0,0
81744,invert_fix,0,1,0.7347412109375,1.0,0,0,0,0,0,0
81763,noise_cleanable,0,0,0.215179443359375,0.4288044249042689,32,0,0,0,0,0
81771,noise_cleanable,0,0,0.2487030029296875,0.33989815326093625,116,0,0,0,0,0
82178,invert_fix,0,1,0.829681396484375,1.0,0,0,0,0,0,0
268314,noise_cleanable,0,0,0.378692626953125,0.914296075429124,38,0,0,0,0,1
268315,crop_safe,1,0,0.14182826450892858,0.1924259190950449,10,16,16,0,0,0
82740,invert_fix,0,1,0.7498779296875,1.0,0,0,0,0,0,0
82753,noise_cleanable,0,0,0.19287109375,0.3470727848101266,44,0,0,0,0,0
268629,noise_cleanable,0,0,0.2297515869140625,0.613003918443249,38,0,0,0,0,0
83215,noise_cleanable,0,0,0.1284637451171875,0.4346121867205131,50,0,0,0,0,0
268674,crop_safe,1,0,0.17346975344036697,0.39345108976345416,16,0,0,19,19,0
83461,noise_cleanable,0,0,0.227508544921875,0.8376257545271629,33,0,0,0,0,0
82910,invert_fix,0,1,0.6386260986328125,0.9998088548013284,1,0,0,0,0,0
82950,noise_cleanable,0,0,0.2020416259765625,0.8300732573068499,65,0,0,0,0,0
83051,noise_cleanable,0,0,0.17010498046875,0.30758880516684606,46,0,0,0,0,0
83100,clean_noop,0,0,0.5357666015625,1.0,0,0,0,0,0,0
83474,invert_fix,0,1,0.8153533935546875,1.0,0,0,0,0,0,0
83828,noise_cleanable,0,0,0.152984619140625,0.5835826850189507,69,0,0,0,0,0
83897,invert_fix,0,1,0.7416534423828125,1.0,0,0,0,0,0,1
84348,crop_safe,1,0,0.16667451054216867,0.302273048143442,0,45,45,0,0,0
84440,noise_cleanable,0,0,0.2103424072265625,0.38875589408777655,61,0,0,0,0,0
83934,invert_fix,0,1,0.572906494140625,0.9997602940393118,1,0,0,0,0,0
84519,invert_fix,0,1,0.5646820068359375,0.9907855270624476,6,0,0,0,0,1
84615,noise_cleanable,0,0,0.2448272705078125,0.31455282019320663,82,0,0,0,0,0
84647,noise_cleanable,0,0,0.1463623046875,0.5326313594662219,78,0,0,0,0,1
84748,noise_cleanable,0,0,0.154876708984375,0.6565517241379311,39,0,0,0,0,1
84833,noise_cleanable,0,0,0.3971710205078125,0.9343808828614238,43,0,0,0,0,1
269317,crop_safe,1,0,0.15118704490291263,0.1985450896776621,17,25,25,0,0,0
84979,invert_fix,0,1,0.6485443115234375,1.0,0,0,0,0,0,0
85040,noise_cleanable,0,0,0.152984619140625,0.5835826850189507,69,0,0,0,0,0
85132,char_touch,1,0,0.21883004610655737,0.9201843587680152,4,0,0,12,0,1
45377,noise_cleanable,0,0,0.40643310546875,0.8034239375281573,45,0,0,0,0,1
44662,noise_cleanable,0,0,0.21697998046875,0.43924050632911393,106,0,0,0,0,0
252745,crop_safe,1,0,0.13368594720496896,0.4030852994555354,16,0,0,47,48,0
44696,noise_cleanable,0,0,0.248565673828125,0.8869858809085328,37,0,0,0,0,1
44806,noise_cleanable,0,0,0.2299652099609375,0.812354853692522,171,0,0,0,0,1
44850,char_touch,1,0,0.44247308298319327,0.9154642234504248,0,18,0,0,0,1
44959,noise_cleanable,0,0,0.2758941650390625,0.8535479232343344,114,0,0,0,0,1
45565,noise_cleanable,0,0,0.2352294921875,0.24753502854177478,127,0,0,0,0,0
253119,char_touch,1,0,0.3723273026315789,0.8612519451834747,55,23,24,0,0,1
45602,noise_cleanable,0,0,0.29974365234375,0.2732641009977601,52,0,0,0,0,0
45845,crop_safe,1,0,0.19528924851190477,0.23276580545303013,14,0,0,43,45,0
45876,char_touch,1,0,0.44133890086206895,0.49690981229971004,1,0,0,24,0,1
45956,char_touch,1,0,0.17097729037267081,0.2992762877820349,9,48,47,0,0,1
46046,noise_cleanable,0,0,0.3194732666015625,0.9254429956536275,56,0,0,0,0,1
253294,noise_cleanable,0,0,0.2114410400390625,0.5571191455582016,65,0,0,0,0,1
46115,noise_cleanable,0,0,0.275177001953125,0.19269158256626373,32,0,0,0,0,0
46341,noise_cleanable,0,0,0.276336669921875,0.6072335726118167,67,0,0,0,0,1
46346,noise_cleanable,0,0,0.3226470947265625,0.49737526602033577,98,0,0,0,0,1
46450,crop_safe,1,0,0.17534298780487806,0.34872853727450553,9,0,0,25,26,0
253502,crop_safe,1,0,0.29081717914438504,0.7096681511277115,19,0,0,34,35,0
46775,crop_safe,1,0,0.14445857558139535,0.37668217834234685,14,20,21,0,0,0
46928,clean_noop,0,0,0.464447021484375,0.7201195873579079,2,0,0,0,0,1
46941,noise_cleanable,0,0,0.41259765625,0.8182692307692307,56,0,0,0,0,1
47010,crop_safe,1,0,0.15104166666666666,0.27204433497536945,8,23,23,0,0,0
253685,crop_safe,1,0,0.16489615091463414,0.2938032644807165,6,46,46,0,0,0
253695,char_touch,1,0,0.3764911825726141,0.3890132598587911,0,0,0,15,0,1
47098,crop_safe,1,0,0.3723580917874396,0.23013379282383944,2,22,27,0,0,0
47116,char_touch,1,0,0.31878810975609756,0.38864315600717275,3,0,0,27,24,1
47117,char_touch,1,0,0.3798828125,0.4097043701799486,0,0,0,16,16,1
253750,char_touch,1,0,0.3739970439189189,0.4397553516819572,1,0,0,17,17,1
47260,char_touch,1,0,0.3634817390004112,0.2409626163418522,1,0,15,19,15,1
47341,noise_cleanable,0,0,0.348419189453125,0.8830253131295437,83,0,0,0,0,1
25858,noise_cleanable,0,0,0.1224822998046875,0.9732153980316433,57,0,0,0,0,1
25977,noise_cleanable,0,0,0.3184356689453125,0.9435526378839427,42,0,0,0,0,1
26047,noise_cleanable,0,0,0.3184356689453125,0.9435526378839427,42,0,0,0,0,1
26312,noise_cleanable,0,0,0.2466888427734375,0.5112884270427414,38,0,0,0,0,0
245174,crop_safe,1,0,0.26209741709183676,0.4525891567181203,5,0,0,30,30,0
26432,noise_cleanable,0,0,0.2782440185546875,0.28286262681656155,174,0,0,0,0,1
26661,noise_cleanable,0,0,0.1190032958984375,0.340043595332735,34,0,0,0,0,0
26801,crop_safe,1,0,0.1310147372159091,0.29815348128070474,0,40,40,0,0,0
26806,char_touch,1,0,0.2193758632596685,0.49503197245450076,10,37,38,0,0,1
26851,noise_cleanable,0,0,0.2373809814453125,0.6086006299415054,32,0,0,0,0,1
27268,crop_safe,1,0,0.28041779891304347,1.0,0,13,13,0,0,0
27463,crop_safe,1,0,0.17766203703703703,0.2772801302931596,9,0,0,47,47,0
245615,crop_safe,1,0,0.17575757575757575,0.2860991379310345,30,0,0,45,46,0
27476,crop_safe,1,0,0.17043585526315788,0.6248492159227985,0,33,33,0,0,0
27741,clean_noop,0,0,0.487640380859375,0.9934914575380186,1,0,0,0,0,1
26923,noise_cleanable,0,0,0.2156829833984375,0.41422002122391227,82,0,0,0,0,1
27079,char_touch,1,0,0.14683103354978355,0.6199470229183462,1,12,13,0,0,1
245864,noise_cleanable,0,0,0.1182403564453125,0.4698670796231772,36,0,0,0,0,1
28084,noise_cleanable,0,0,0.2062530517578125,0.7375157209439964,166,0,0,0,0,1
27749,noise_cleanable,0,0,0.35723876953125,0.9485733811720485,31,0,0,0,0,0
245785,crop_safe,1,0,0.2474136700913242,0.9984139571768438,1,18,19,0,0,0
27988,crop_safe,1,0,0.1532315340909091,0.44220741599073,0,40,40,0,0,0
28782,noise_cleanable,0,0,0.3192138671875,0.3081261950286807,45,0,0,0,0,0
28362,crop_safe,1,0,0.16977026255707764,0.4078587938642572,0,0,0,18,19,0
28584,noise_cleanable,0,0,0.2062835693359375,0.5052888527257934,31,0,0,0,0,1
246095,noise_cleanable,0,0,0.25238037109375,0.4458887545344619,59,0,0,0,0,0
29242,noise_cleanable,0,0,0.1552886962890625,0.5749238478923062,30,0,0,0,0,0
29346,noise_cleanable,0,0,0.246246337890625,0.3898252571570207,257,0,0,0,0,0
29520,noise_cleanable,0,0,0.221405029296875,0.3596829772570641,35,0,0,0,0,1
29016,noise_cleanable,0,0,0.290924072265625,0.8868666736599182,55,0,0,0,0,1
29055,noise_cleanable,0,0,0.137115478515625,0.6869574894279991,55,0,0,0,0,0
29057,noise_cleanable,0,0,0.115081787109375,0.7798992309732167,39,0,0,0,0,0
85230,noise_cleanable,0,0,0.184112548828125,0.30963036631858115,58,0,0,0,0,0
85618,noise_cleanable,0,0,0.23260498046875,0.4560482812909997,50,0,0,0,0,1
85821,noise_cleanable,0,0,0.4574127197265625,0.30970410648163593,64,0,0,0,0,0
85853,noise_cleanable,0,0,0.170196533203125,0.735162273623812,124,0,0,0,0,1
85869,crop_safe,1,0,0.1590297965116279,0.3631897635096538,4,0,0,21,20,0
269733,crop_safe,1,0,0.1906101895734597,0.9037490287490287,5,0,0,22,23,0
269763,crop_safe,1,0,0.1432986111111111,0.28652774412406107,37,16,15,0,0,0
86067,noise_cleanable,0,0,0.156524658203125,0.18502632092025736,46,0,0,0,0,1
86364,invert_fix,0,1,0.660400390625,0.98431146025878,2,0,0,0,0,0
86389,invert_fix,0,1,0.69769287109375,0.999715685416849,1,0,0,0,0,0
269940,crop_safe,1,0,0.20121173469387754,0.24712757527733756,22,0,0,29,31,0
269995,noise_cleanable,0,0,0.2706451416015625,0.3587979928962057,71,0,0,0,0,0
86622,noise_cleanable,0,0,0.27020263671875,0.45019200361418565,128,0,0,0,0,1
86721,noise_cleanable,0,0,0.2284698486328125,0.8159353502972017,74,0,0,0,0,1
87066,noise_cleanable,0,0,0.11492919921875,0.42246415294742434,59,0,0,0,0,0
87260,noise_cleanable,0,0,0.348785400390625,0.6895178930790096,33,0,0,0,0,0
87433,noise_cleanable,0,0,0.1408843994140625,0.7988736055453265,30,0,0,0,0,1
87555,noise_cleanable,0,0,0.3831329345703125,0.7338802819706082,100,0,0,0,0,1
87850,noise_cleanable,0,0,0.3070220947265625,0.6562795089707271,64,0,0,0,0,1
88100,noise_cleanable,0,0,0.162078857421875,0.7560723027678403,50,0,0,0,0,0
89180,invert_fix,0,1,0.58599853515625,1.0,0,0,0,0,0,1
89333,invert_fix,0,1,0.58599853515625,1.0,0,0,0,0,0,1
89378,invert_fix,0,1,0.5991973876953125,0.928111232779037,0,0,0,0,0,1
89410,invert_fix,0,1,0.5991973876953125,0.928111232779037,0,0,0,0,0,1
88945,char_touch,1,0,0.32546943530701755,0.9357266936884772,5,0,0,14,14,1
89047,noise_cleanable,0,0,0.1874542236328125,0.4752136752136752,31,0,0,0,0,0
89658,noise_cleanable,0,0,0.126129150390625,0.5042342124364868,36,0,0,0,0,0
90382,invert_fix,0,1,0.71875,1.0,0,0,0,0,0,0
90432,noise_cleanable,0,0,0.1610870361328125,0.6261248460736952,158,0,0,0,0,0
90488,noise_cleanable,0,0,0.2292633056640625,0.3936106489184692,64,0,0,0,0,0
90686,clean_noop,0,0,0.53369140625,1.0,0,0,0,0,0,0
90724,invert_fix,0,1,0.8048248291015625,1.0,0,0,0,0,0,0
62859,clean_noop,0,0,0.5322265625,1.0,0,0,0,0,0,0
62910,noise_cleanable,0,0,0.16815185546875,0.5368421052631579,30,0,0,0,0,0
62920,noise_cleanable,0,0,0.177581787109375,0.5016325829180271,59,0,0,0,0,0
63016,invert_fix,0,1,0.7547454833984375,1.0,0,0,0,0,0,0
63083,noise_cleanable,0,0,0.0950164794921875,0.5171029388148386,42,0,0,0,0,1
260348,crop_safe,1,0,0.1479420731707317,0.23673364245234416,3,26,25,0,0,0
63243,char_touch,1,0,0.25712547110552764,0.9695396595159936,7,0,0,29,28,1
63845,invert_fix,0,1,0.764892578125,0.9870730928822216,0,0,0,0,0,0
63900,noise_cleanable,0,0,0.4122314453125,0.5297231270358306,207,0,0,0,0,1
64343,noise_cleanable,0,0,0.1772003173828125,0.5679841556875915,44,0,0,0,0,0
64411,invert_fix,0,1,0.6398162841796875,0.9530657508764399,0,0,0,0,0,1
64649,invert_fix,0,1,0.6749267578125,1.0,0,0,0,0,0,0
260978,crop_safe,1,0,0.2510340073529412,0.4968726163234172,6,0,0,27,25,0
64133,noise_cleanable,0,0,0.327728271484375,0.8867212962100754,72,0,0,0,0,1
64179,noise_cleanable,0,0,0.2371368408203125,0.4598159706582588,79,0,0,0,0,0
64246,crop_safe,1,0,0.2542264344262295,0.7429471032745592,15,0,0,0,12,0
64339,noise_cleanable,0,0,0.2512054443359375,0.766263742938711,41,0,0,0,0,0
64871,invert_fix,0,1,0.7225799560546875,1.0,0,0,0,0,0,0
65071,invert_fix,0,1,0.794586181640625,1.0,0,0,0,0,0,0
65329,noise_cleanable,0,0,0.2899017333984375,0.8048318332543818,47,0,0,0,0,1
65368,noise_cleanable,0,0,0.2870941162109375,0.9646558596864204,42,0,0,0,0,1
261268,noise_cleanable,0,0,0.3009033203125,0.5657200811359027,129,0,0,0,0,1
65447,noise_cleanable,0,0,0.2899017333984375,0.8048318332543818,47,0,0,0,0,1
65481,noise_cleanable,0,0,0.2870941162109375,0.9646558596864204,42,0,0,0,0,1
65482,noise_cleanable,0,0,0.3009033203125,0.5657200811359027,129,0,0,0,0,1
65574,noise_cleanable,0,0,0.168212890625,0.6513969521044993,135,0,0,0,0,1
65601,noise_cleanable,0,0,0.2574310302734375,0.38213502459842336,57,0,0,0,0,1
66334,noise_cleanable,0,0,0.298431396484375,0.9353205849268842,93,0,0,0,0,0
66404,noise_cleanable,0,0,0.4218597412109375,0.685354649690744,34,0,0,0,0,1
66505,noise_cleanable,0,0,0.2275238037109375,0.6968680839648581,42,0,0,0,0,0
261745,noise_cleanable,0,0,0.3930206298828125,0.8808867492332182,45,0,0,0,0,1
66559,noise_cleanable,0,0,0.4218597412109375,0.685354649690744,34,0,0,0,0,1
90909,noise_cleanable,0,0,0.2749481201171875,0.5687330040512792,50,0,0,0,0,1
91058,clean_noop,0,0,0.72052001953125,0.9841380770859806,0,0,0,0,0,0
91092,char_touch,1,0,0.38329613095238096,0.6092885567310492,4,24,22,0,0,1
91235,noise_cleanable,0,0,0.2241973876953125,0.45259647451167223,41,0,0,0,0,1
