img_id,class,has_frame,is_inverted,glyph_ratio,glyph_main_frac,n_small,t,b,l,r,touch
4925,noise_cleanable,0,0,0.27392578125,0.9756016042780749,31,0,0,0,0,1
947,noise_cleanable,0,0,0.14056396484375,0.6279852366478507,77,0,0,0,0,0
12530,noise_cleanable,0,0,0.3452301025390625,0.4656353591160221,104,0,0,0,0,1
12866,noise_cleanable,0,0,0.10791015625,0.5383201357466063,43,0,0,0,0,0
14047,char_touch,1,0,0.168853591160221,0.6875,17,0,0,37,38,1
14238,char_touch,1,0,0.1320400776836158,0.5184689954872138,13,0,0,39,40,1
14262,noise_cleanable,0,0,0.178009033203125,0.5796331218926796,47,0,0,0,0,1
13009,crop_safe,1,0,0.17345120614035087,0.6822072961938628,7,0,0,42,43,0
239701,char_touch,1,0,0.1337002840909091,0.6147410358565737,0,18,18,0,0,1
239703,crop_safe,1,0,0.17951541850220265,0.6244248466257669,9,0,0,15,14,0
14268,noise_cleanable,0,0,0.354400634765625,0.4060535606647722,271,0,0,0,0,0
14325,noise_cleanable,0,0,0.1116485595703125,0.8298482984829848,113,0,0,0,0,1
14366,noise_cleanable,0,0,0.2001800537109375,0.7271895723759433,31,0,0,0,0,1
240218,noise_cleanable,0,0,0.2961883544921875,0.5068775436608108,35,0,0,0,0,0
15050,noise_cleanable,0,0,0.1353607177734375,0.6180813887949498,63,0,0,0,0,1
15163,noise_cleanable,0,0,0.1443023681640625,0.7365972295654013,58,0,0,0,0,0
240620,noise_cleanable,0,0,0.196319580078125,0.45033421420799,51,0,0,0,0,0
15377,noise_cleanable,0,0,0.126434326171875,0.463190924450881,30,0,0,0,0,0
14486,crop_safe,1,0,0.14618148395721925,0.5062875107173478,0,34,35,0,0,0
240293,char_touch,1,0,0.32210867745535715,0.5956905419305939,30,17,15,0,0,1
240291,noise_cleanable,0,0,0.3696441650390625,0.7310216718266254,41,0,0,0,0,1
14629,crop_safe,1,0,0.19096991356382978,0.45914481558045916,27,0,0,34,34,0
240361,char_touch,1,0,0.2683035714285714,0.6359400998336107,26,40,41,0,0,1
14881,noise_cleanable,0,0,0.21368408203125,0.36582405027135106,39,0,0,0,0,0
14842,crop_safe,1,0,0.21823650234741784,0.4783193277310924,1,21,22,0,0,0
240437,noise_cleanable,0,0,0.2256317138671875,0.7119767363224454,32,0,0,0,0,1
15024,char_touch,1,0,0.15295226130653267,0.32251026694045176,14,0,0,28,29,1
15386,noise_cleanable,0,0,0.074981689453125,0.39377289377289376,30,0,0,0,0,0
15501,noise_cleanable,0,0,0.1221771240234375,0.3043586861496191,37,0,0,0,0,0
15506,noise_cleanable,0,0,0.3031463623046875,0.3400614083656314,84,0,0,0,0,1
15552,char_touch,1,0,0.1779079861111111,0.588558184923152,27,0,0,38,38,1
15645,crop_safe,1,0,0.14797922486033518,0.6661259401268249,0,38,39,0,0,0
15757,crop_safe,1,0,0.18014461436170212,0.6265282583621684,0,34,34,0,0,0
15770,noise_cleanable,0,0,0.228515625,0.42114049145299143,74,0,0,0,0,0
19129,noise_cleanable,0,0,0.217437744140625,0.36498245614035085,120,0,0,0,0,0
19346,noise_cleanable,0,0,0.2020263671875,0.24871601208459215,40,0,0,0,0,0
18732,noise_cleanable,0,0,0.273956298828125,0.4623482232371616,87,0,0,0,0,1
18778,char_touch,1,0,0.25517672936893204,0.6600282380916995,13,26,24,0,0,1
18816,noise_cleanable,0,0,0.44390869140625,0.7868486181768184,99,0,0,0,0,1
19558,noise_cleanable,0,0,0.2628631591796875,0.6047483601323503,65,0,0,0,0,0
19660,char_touch,1,0,0.42122977120535715,0.3981370316704616,148,0,0,16,16,1
242465,noise_cleanable,0,0,0.355804443359375,0.3908997341109872,67,0,0,0,0,0
19890,crop_safe,1,0,0.2256457270408163,0.39109697933227344,1,30,30,0,0,0
19349,noise_cleanable,0,0,0.2575836181640625,0.4707659498844855,42,0,0,0,0,1
19402,noise_cleanable,0,0,0.302276611328125,0.21776880363452802,98,0,0,0,0,1
19426,crop_safe,1,0,0.1472470238095238,0.5042950985346134,0,0,0,23,23,0
19530,noise_cleanable,0,0,0.479034423828125,0.8786710836465567,60,0,0,0,0,0
19499,noise_cleanable,0,0,0.2810516357421875,0.4911775883598458,33,0,0,0,0,0
20247,noise_cleanable,0,0,0.2628631591796875,0.6047483601323503,65,0,0,0,0,0
20098,noise_cleanable,0,0,0.295623779296875,0.4828636316713121,107,0,0,0,0,0
242759,noise_cleanable,0,0,0.195037841796875,0.4208261617900172,126,0,0,0,0,0
20874,noise_cleanable,0,0,0.217529296875,0.25308641975308643,77,0,0,0,0,0
20969,crop_safe,1,0,0.1678637432795699,0.6718378581258602,0,0,0,35,35,0
21010,char_touch,1,0,0.2836959696261682,0.8576116329944666,5,21,21,0,0,1
21059,noise_cleanable,0,0,0.3057708740234375,0.323569040371276,151,0,0,0,0,0
21188,noise_cleanable,0,0,0.1526641845703125,0.7268365817091454,34,0,0,0,0,0
21661,noise_cleanable,0,0,0.21990966796875,0.6325978351373855,39,0,0,0,0,1
21740,noise_cleanable,0,0,0.2978668212890625,0.5941806259925209,154,0,0,0,0,1
21833,noise_cleanable,0,0,0.2884521484375,0.49455141768937794,59,0,0,0,0,0
21216,noise_cleanable,0,0,0.28155517578125,0.4753414264036419,37,0,0,0,0,0
21223,noise_cleanable,0,0,0.373931884765625,0.7746674283848853,202,0,0,0,0,1
21462,noise_cleanable,0,0,0.3900604248046875,0.5194226029808708,72,0,0,0,0,1
21870,noise_cleanable,0,0,0.3168792724609375,0.5879520392931092,36,0,0,0,0,1
22003,noise_cleanable,0,0,0.3539886474609375,0.4729514203198414,41,0,0,0,0,0
22092,noise_cleanable,0,0,0.1335601806640625,0.7211241859933737,43,0,0,0,0,1
22119,clean_noop,0,0,0.51446533203125,1.0,0,0,0,0,0,1
40303,crop_safe,1,0,0.18558238636363636,0.9542033422630437,11,0,0,45,46,0
250990,crop_safe,1,0,0.2000543114973262,0.6849744178761616,0,34,35,0,0,0
40457,crop_safe,1,0,0.23516376201923078,0.9931320875259543,5,24,24,0,0,0
40519,noise_cleanable,0,0,0.254730224609375,0.6457409847849527,124,0,0,0,0,1
40558,char_touch,1,0,0.36402090539930815,0.33977172958735735,3,0,12,18,20,1
251177,noise_cleanable,0,0,0.3382720947265625,0.6331814696197393,56,0,0,0,0,1
251446,crop_safe,1,0,0.15066163277511962,0.7951867014018111,6,23,24,0,0,0
41643,crop_safe,1,0,0.13644220132743362,0.5747403090955155,0,15,15,0,0,0
41989,noise_cleanable,0,0,0.11431884765625,0.5818206086492258,66,0,0,0,0,0
42388,noise_cleanable,0,0,0.3001556396484375,0.7034721163133547,213,0,0,0,0,0
251824,noise_cleanable,0,0,0.222625732421875,0.6952707333790268,100,0,0,0,0,1
42472,crop_safe,1,0,0.11812855113636364,0.5513302269652788,1,18,18,0,0,0
42912,noise_cleanable,0,0,0.1708526611328125,0.808073591140484,53,0,0,0,0,0
43141,noise_cleanable,0,0,0.3606719970703125,0.8096628167703177,67,0,0,0,0,1
43265,noise_cleanable,0,0,0.25360107421875,0.907942238267148,44,0,0,0,0,1
43311,noise_cleanable,0,0,0.200164794921875,0.8738374752248819,64,0,0,0,0,1
43391,crop_safe,1,0,0.204736052259887,0.5468362617225396,5,0,0,39,40,0
43392,crop_safe,1,0,0.15398316062176165,0.4871188222923239,4,31,32,0,0,0
43649,noise_cleanable,0,0,0.3279571533203125,0.7102312380775136,75,0,0,0,0,1
43825,noise_cleanable,0,0,0.421173095703125,0.7598000144917035,77,0,0,0,0,1
43889,noise_cleanable,0,0,0.1932830810546875,0.32446514565406176,34,0,0,0,0,0
43990,noise_cleanable,0,0,0.2647247314453125,0.4625050435183584,63,0,0,0,0,0
44027,noise_cleanable,0,0,0.4464874267578125,0.859300775776631,150,0,0,0,0,1
252480,noise_cleanable,0,0,0.280517578125,0.931135770234987,82,0,0,0,0,1
252499,char_touch,1,0,0.3173444214547191,0.26550059557394523,2,25,25,12,0,1
44137,noise_cleanable,0,0,0.1854400634765625,0.43067555336130997,51,0,0,0,0,0
44173,noise_cleanable,0,0,0.227935791015625,0.5635292542509037,45,0,0,0,0,0
44176,noise_cleanable,0,0,0.2009735107421875,0.35555386834712627,56,0,0,0,0,0
252922,crop_safe,1,0,0.1365300422705314,0.18756046993780234,38,0,0,24,25,0
252929,noise_cleanable,0,0,0.40643310546875,0.8034239375281573,45,0,0,0,0,1
45140,noise_cleanable,0,0,0.155426025390625,0.18211270371097585,34,0,0,0,0,0
45145,noise_cleanable,0,0,0.28302001953125,0.6462152253612249,84,0,0,0,0,0
15783,crop_safe,1,0,0.15313403179190752,0.3674432320849307,0,41,42,0,0,0
15878,noise_cleanable,0,0,0.3126983642578125,0.21831845020250817,100,0,0,0,0,0
15973,crop_safe,1,0,0.1278391768292683,0.6580712475778805,0,25,26,0,0,0
16309,crop_safe,1,0,0.26645951704545456,0.6015859265676018,7,18,18,0,0,0
16670,char_touch,1,0,0.40123521959459457,0.779590404771302,71,17,17,0,0,1
16711,noise_cleanable,0,0,0.2320404052734375,0.5806536463470771,45,0,0,0,0,0
16837,noise_cleanable,0,0,0.1847076416015625,0.3961999173895085,50,0,0,0,0,0
16977,noise_cleanable,0,0,0.30450439453125,0.7441371016235718,42,0,0,0,0,0
17142,crop_safe,1,0,0.19490470467032966,0.3325624931174981,1,37,37,0,0,0
17162,noise_cleanable,0,0,0.3606109619140625,0.7030846697414632,31,0,0,0,0,0
241454,noise_cleanable,0,0,0.195068359375,0.8864987484355444,36,0,0,0,0,1
17323,noise_cleanable,0,0,0.1852569580078125,0.20443126595832303,50,0,0,0,0,1
17334,noise_cleanable,0,0,0.5236968994140625,0.9122985926983479,77,0,0,0,0,1
17327,noise_cleanable,0,0,0.26226806640625,0.7045031417267861,61,0,0,0,0,0
17406,noise_cleanable,0,0,0.317718505859375,0.9268081836519066,90,0,0,0,0,1
17426,noise_cleanable,0,0,0.330841064453125,0.6652984042062541,55,0,0,0,0,1
17611,char_touch,1,0,0.4365960743801653,0.5703194321206744,53,14,0,0,0,1
241746,crop_safe,1,0,0.23272100225225226,0.31974897928323,0,17,17,0,0,0
18112,char_touch,1,0,0.24417449421965318,0.6335306084705012,11,0,0,41,42,1
18242,crop_safe,1,0,0.29433420907079644,0.7621116918198367,2,15,15,0,0,0
17969,noise_cleanable,0,0,0.150604248046875,0.8393110435663628,106,0,0,0,0,0
18031,crop_safe,1,0,0.1509929906542056,0.7686170212765957,0,21,21,0,0,0
18356,crop_safe,1,0,0.26198814655172414,0.3905251560778553,1,26,27,0,0,0
18371,noise_cleanable,0,0,0.1983184814453125,0.24590290066938525,42,0,0,0,0,0
241880,crop_safe,1,0,0.22180538366336633,0.3396687009590235,0,27,27,0,0,0
18654,noise_cleanable,0,0,0.246185302734375,0.3388496343126317,146,0,0,0,0,0
18670,noise_cleanable,0,0,0.1983184814453125,0.24590290066938525,42,0,0,0,0,0
18959,crop_safe,1,0,0.2121733757062147,0.30434782608695654,0,39,40,0,0,0
18960,crop_safe,1,0,0.23460890718562874,0.4336989032901296,0,44,45,0,0,0
18982,noise_cleanable,0,0,0.1797332763671875,0.22166567620341285,39,0,0,0,0,0
19001,noise_cleanable,0,0,0.245361328125,0.3447139303482587,41,0,0,0,0,0
19003,noise_cleanable,0,0,0.2572479248046875,0.2256361587282757,286,0,0,0,0,1
31288,noise_cleanable,0,0,0.2756805419921875,0.5357834726296563,84,0,0,0,0,0
31383,char_touch,1,0,0.39740501101321585,0.47241707802892524,5,14,15,0,0,1
247346,crop_safe,1,0,0.21119014303482586,0.4665501058249747,6,0,0,27,28,0
31985,noise_cleanable,0,0,0.2173919677734375,0.4310381132870078,38,0,0,0,0,0
32012,noise_cleanable,0,0,0.213226318359375,0.4108344067554029,59,0,0,0,0,0
32835,noise_cleanable,0,0,0.302337646484375,0.6334410013122035,40,0,0,0,0,0
32847,noise_cleanable,0,0,0.224609375,0.6755434782608696,77,0,0,0,0,0
32499,crop_safe,1,0,0.09006197625698324,0.23116064938211775,0,38,39,0,0,0
32515,noise_cleanable,0,0,0.3538970947265625,0.45625835381365065,57,0,0,0,0,1
32725,crop_safe,1,0,0.18995028409090908,0.8924097962235932,20,0,0,18,18,0
32811,noise_cleanable,0,0,0.116790771484375,0.7358244055395872,37,0,0,0,0,0
32289,noise_cleanable,0,0,0.2860260009765625,0.49405174713256866,72,0,0,0,0,0
33133,crop_safe,1,0,0.13827384478672985,0.895032802249297,1,22,23,0,0,0
33212,noise_cleanable,0,0,0.2336883544921875,0.7692458374142997,54,0,0,0,0,0
33502,crop_safe,1,0,0.21217005461165048,0.5678791670390562,2,0,0,25,25,0
248099,crop_safe,1,0,0.22045554577464788,0.5132684468846186,3,0,0,21,22,0
34824,char_touch,1,0,0.32439024390243903,0.5110432330827067,78,0,0,26,25,1
33970,char_touch,1,0,0.2257903343023256,0.6744115872057936,10,0,0,42,42,1
33990,noise_cleanable,0,0,0.212982177734375,0.6844820174810144,30,0,0,0,0,1
34349,crop_safe,1,0,0.24278971354166667,0.43158812093584503,4,16,0,0,0,0
35068,noise_cleanable,0,0,0.4087066650390625,0.23711032294194512,88,0,0,0,0,0
35250,noise_cleanable,0,0,0.2034454345703125,0.6434410860271507,33,0,0,0,0,1
35261,noise_cleanable,0,0,0.2921142578125,0.6569682407020476,52,0,0,0,0,0
248798,noise_cleanable,0,0,0.3505401611328125,0.5713228572672268,56,0,0,0,0,1
35603,char_touch,1,0,0.22584343905472637,0.7433955769727218,1,0,0,27,28,1
35604,noise_cleanable,0,0,0.4135589599609375,0.865918901966572,39,0,0,0,0,1
35646,noise_cleanable,0,0,0.387603759765625,0.8350129911030627,30,0,0,0,0,1
35677,crop_safe,1,0,0.09500294811320754,0.15709852598913887,4,22,22,0,0,0
35701,noise_cleanable,0,0,0.2135009765625,0.28530588907947396,61,0,0,0,0,1
35732,noise_cleanable,0,0,0.1783294677734375,0.3063232651664242,31,0,0,0,0,0
35992,noise_cleanable,0,0,0.1993560791015625,0.6354381936471488,41,0,0,0,0,0
249143,noise_cleanable,0,0,0.189178466796875,0.7868204549120826,38,0,0,0,0,0
47482,char_touch,1,0,0.4320142663043478,0.9866729567165939,0,13,13,0,0,1
47506,char_touch,1,0,0.4652920081967213,0.9727153867327277,3,0,0,0,12,1
47529,crop_safe,1,0,0.42373430676855894,0.4162070770097822,3,0,0,13,14,0
47554,char_touch,1,0,0.4320142663043478,0.9866729567165939,0,13,13,0,0,1
47562,crop_safe,1,0,0.40701050884955753,0.9236877866485477,6,0,0,16,14,0
47566,noise_cleanable,0,0,0.36328125,0.8810903897849462,33,0,0,0,0,1
47626,crop_safe,1,0,0.40701050884955753,0.9236877866485477,6,0,0,16,14,0
47631,noise_cleanable,0,0,0.36328125,0.8810903897849462,33,0,0,0,0,1
47650,noise_cleanable,0,0,0.3344268798828125,0.44308071360131407,34,0,0,0,0,1
47688,crop_safe,1,0,0.36608231707317074,0.3360920258171976,1,0,0,25,26,0
47819,noise_cleanable,0,0,0.1123046875,0.7245923913043478,39,0,0,0,0,0
48006,noise_cleanable,0,0,0.276519775390625,0.8533826288489129,51,0,0,0,0,1
48318,noise_cleanable,0,0,0.2804412841796875,0.3205288644648784,33,0,0,0,0,0
48449,noise_cleanable,0,0,0.23846435546875,0.254095213718966,85,0,0,0,0,1
48544,char_touch,1,0,0.2772957223360656,0.401939841810519,10,12,0,0,0,1
48710,crop_safe,1,0,0.14110440340909092,0.5366805083679376,9,18,18,0,0,0
48874,crop_safe,1,0,0.14189299738219896,0.5063418852695302,9,34,31,0,0,0
48927,noise_cleanable,0,0,0.429473876953125,0.9300433454132025,40,0,0,0,0,1
49521,char_touch,1,0,0.36640995260663506,0.4664510913500404,1,23,22,0,0,1
49533,noise_cleanable,0,0,0.35791015625,0.7021657571623465,30,0,0,0,0,0
49760,char_touch,1,0,0.27966044372294374,0.5249727899383239,5,0,0,12,13,1
49860,clean_noop,0,0,0.48638916015625,0.9783536202785795,1,0,0,0,0,1
49952,noise_cleanable,0,0,0.178985595703125,0.296845694799659,69,0,0,0,0,0
50052,noise_cleanable,0,0,0.12628173828125,0.5013291445142581,49,0,0,0,0,0
49482,noise_cleanable,0,0,0.1508636474609375,0.5830889046222312,331,0,0,0,0,1
254462,crop_safe,1,0,0.24107752732240437,0.5758809987604038,1,38,35,0,0,0
49092,noise_cleanable,0,0,0.176605224609375,0.7733713495766373,198,0,0,0,0,0
254575,noise_cleanable,0,0,0.31341552734375,0.4462512171372931,98,0,0,0,0,1
50446,noise_cleanable,0,0,0.111541748046875,0.37852257181942545,33,0,0,0,0,0
50473,crop_safe,1,0,0.1744861296791444,0.426313899197893,8,33,36,0,0,0
50553,char_touch,1,0,0.3668742629716981,0.6439154236351765,4,0,0,0,44,1
50591,noise_cleanable,0,0,0.166290283203125,0.5324830244081483,61,0,0,0,0,1
