img_id,ink_ratio,small_blobs,edge_ink,main_frac
100892,0.0973,0,0.0026,0.4989
100893,0.1112,0,0.0004,0.5139
100894,0.0744,0,0.0353,0.6103
100895,0.0761,0,0.0000,0.6377
100896,0.4765,110,0.2930,0.9254
100897,0.2261,0,0.0569,0.6166
100898,0.0746,0,0.0000,0.5085
100899,0.0427,2,0.0000,0.4905
1009,0.0550,17,0.0035,0.8686
10090,0.0582,0,0.0000,1.0000
100900,0.0907,1,0.0000,0.9997
100901,0.0658,1,0.0000,0.9998
100902,0.2439,0,0.0385,0.6133
100903,0.4888,3,0.8951,0.8799
100904,0.3246,0,0.0012,0.7556
100905,0.2398,0,0.0190,0.7197
100906,0.1476,0,0.0164,0.8163
100907,0.2204,0,0.0060,0.4833
100908,0.3017,0,0.0186,0.9539
100909,0.1709,0,0.0219,0.6308
10091,0.0236,2,0.0000,0.9968
100910,0.2065,0,0.0070,0.4456
100911,0.2205,0,0.0044,0.8025
100912,0.3824,0,0.0056,0.9942
100913,0.1628,7,0.0640,0.2982
100914,0.2650,1,0.0457,0.9515
100915,0.1732,4,0.0038,0.5199
100916,0.1714,2,0.0898,0.5096
100917,0.2556,1,0.0000,0.4925
100802,0.3003,0,0.0010,1.0000
100803,0.1440,0,0.0000,1.0000
100804,0.1564,0,0.0018,1.0000
100805,0.1678,0,0.0043,0.7592
100806,0.1286,0,0.0005,1.0000
100807,0.3578,0,0.0000,1.0000
100808,0.2708,0,0.0000,1.0000
100809,0.1993,0,0.0000,1.0000
10081,0.2888,0,0.0411,1.0000
100810,0.1746,0,0.0000,0.6928
100811,0.1855,0,0.0000,0.6940
100812,0.1424,0,0.0009,0.6923
100813,0.1983,0,0.0000,0.7666
100814,0.1595,0,0.0000,0.7250
100815,0.1875,0,0.0000,1.0000
100816,0.3511,0,0.0000,0.5454
100817,0.2569,2,0.0000,0.9925
100818,0.3558,0,0.0000,1.0000
100819,0.3044,0,0.0013,1.0000
10082,0.1835,0,0.0208,1.0000
100820,0.1194,0,0.0035,1.0000
100821,0.1184,0,0.0288,0.9805
100822,0.1603,0,0.0085,0.5716
100823,0.2346,0,0.0000,0.8561
100824,0.1140,0,0.0045,0.7039
100825,0.1388,0,0.0110,0.7104
100826,0.1577,0,0.0054,0.6094
100827,0.1849,0,0.0000,0.6137
100828,0.0641,0,0.0000,0.3812
100829,0.0844,1,0.0000,0.3748
10083,0.1591,0,0.0254,1.0000
100830,0.0925,0,0.0000,0.2414
100831,0.0576,0,0.0029,0.7257
100832,0.0684,1,0.0000,0.3552
100833,0.1363,2,0.2228,0.4980
100834,0.2745,0,0.0164,0.5414
100835,0.3976,16,0.2222,0.8980
100836,0.1156,34,0.0344,0.4542
100837,0.0620,5,0.0320,0.2848
100838,0.2664,23,0.0847,0.9687
100839,0.3078,47,0.0173,0.5468
10084,0.1267,0,0.0068,1.0000
100840,0.1749,0,0.0424,0.4913
100841,0.2634,7,0.0223,0.5864
100842,0.4657,0,0.0641,1.0000
100843,0.1750,0,0.0104,0.9127
100844,0.1998,0,0.0090,0.6355
100845,0.1706,0,0.0077,0.7058
100846,0.2256,0,0.0022,0.7261
100847,0.2872,0,0.0157,1.0000
100848,0.2133,1,0.0065,0.9981
100849,0.2005,0,0.0073,0.6390
10085,0.1221,0,0.0245,0.5157
100850,0.2057,0,0.0122,0.7729
100851,0.2047,0,0.0044,0.7257
100852,0.2452,46,0.1040,0.9445
100853,0.0919,0,0.0000,0.5736
100854,0.1536,0,0.0000,0.6786
100855,0.1925,0,0.0000,0.6722
100856,0.2386,0,0.0020,0.5997
100857,0.1442,1,0.0153,0.5784
100858,0.2734,1,0.0389,0.6558
100859,0.0915,2,0.0000,0.7090
10086,0.1177,0,0.0144,1.0000
1004,0.1517,16,0.0100,0.8694
10040,0.2919,0,0.0187,0.7665
100400,0.4921,0,0.0594,1.0000
100401,0.2164,1,0.1490,0.3327
100402,0.3328,0,0.0328,1.0000
100403,0.4681,17,0.0266,0.9977
100404,0.4693,0,0.0653,1.0000
100405,0.2592,2,0.1509,0.6245
100406,0.3269,0,0.0665,0.7284
100407,0.4188,0,0.0664,1.0000
100408,0.2059,7,0.0410,0.6846
100409,0.1590,3,0.0901,0.8362
10041,0.2429,2,0.0364,0.8695
100410,0.1948,6,0.0322,0.8667
100411,0.2084,13,0.0154,0.7654
100412,0.1438,1,0.0020,0.8345
100413,0.2332,15,0.0530,0.8477
100414,0.2079,10,0.0000,0.8791
100415,0.1436,1,0.0332,0.8100
100416,0.2821,93,0.0942,0.7993
100417,0.1957,4,0.0006,0.8559
100418,0.1823,3,0.0045,0.8437
100419,0.2279,6,0.0612,0.7990
10042,0.2091,0,0.0081,0.6645
100420,0.2750,50,0.2125,0.6133
100421,0.4013,5,0.1553,0.9475
100422,0.2713,4,0.1025,0.8046
100423,0.2057,24,0.0618,0.8026
100424,0.2068,6,0.0004,0.9240
100425,0.1529,3,0.0332,0.8272
100426,0.3001,15,0.1400,0.8006
100427,0.2422,41,0.0822,0.7662
100428,0.2212,3,0.0336,0.8299
100429,0.2530,6,0.0096,0.8669
10043,0.2899,0,0.0609,0.7528
100430,0.1806,1,0.0242,0.9024
100431,0.2547,6,0.2089,0.7015
100432,0.1506,7,0.2054,0.6772
100433,0.1483,9,0.0000,0.4474
100434,0.2208,11,0.0054,0.8408
100435,0.1362,0,0.0000,0.8483
100436,0.1787,2,0.0000,0.8893
100437,0.3803,1,0.0000,0.9994
100438,0.2701,3,0.0166,0.9589
100439,0.2606,2,0.0831,0.8357
10044,0.1876,3,0.0736,0.3742
100440,0.2217,4,0.0000,0.8577
100441,0.2841,0,0.0000,0.8860
100442,0.2752,3,0.0510,0.8462
100443,0.3184,0,0.1304,0.8788
100444,0.2515,7,0.0020,0.8908
100445,0.3284,6,0.0946,0.7941
100446,0.4175,40,0.1235,0.8369
100447,0.2612,0,0.0366,0.9046
100448,0.3520,13,0.1080,0.8338
100449,0.2637,32,0.0266,0.7905
10045,0.3434,0,0.0873,0.9515
100450,0.3071,13,0.0947,0.8121
100451,0.2231,12,0.0052,0.6766
100452,0.3131,20,0.0504,0.7565
100453,0.0589,7,0.0000,0.8355
100454,0.1593,0,0.0000,0.8556
100455,0.1716,7,0.0135,0.9598
100456,0.1372,23,0.0096,0.8715
0,0.1688,7,0.0140,0.6787
1,0.2237,7,0.1810,0.8258
10,0.0677,0,0.0000,1.0000
100,0.2526,0,0.0000,0.9797
1000,0.1054,0,0.0000,1.0000
10000,0.3647,0,0.0322,1.0000
100000,0.1049,2,0.0000,0.4263
100001,0.0816,1,0.0000,0.3639
100002,0.2076,146,0.0088,0.4949
100003,0.1782,126,0.0009,0.5415
100004,0.1755,41,0.0006,0.5270
100005,0.1706,46,0.0005,0.5124
100006,0.1842,64,0.0013,0.4995
100007,0.1559,13,0.0000,0.5334
100008,0.1792,27,0.0023,0.5196
100009,0.1800,17,0.0000,0.5350
10001,0.2267,1,0.0419,0.4142
100010,0.2478,0,0.0254,0.5003
100011,0.2786,0,0.0430,0.6130
100012,0.2350,0,0.0503,0.5037
100013,0.3060,0,0.0397,0.5612
100014,0.1457,15,0.0221,0.4333
100015,0.2673,24,0.0828,0.6042
100016,0.1648,0,0.0485,1.0000
100017,0.1334,25,0.0179,0.6040
100018,0.2872,0,0.0238,1.0000
100019,0.1735,7,0.0558,0.9228
10002,0.2921,1,0.0000,0.7092
100020,0.2192,1,0.0100,0.7829
100021,0.1886,0,0.0339,0.7589
100022,0.1142,3,0.0673,0.2680
100023,0.2236,54,0.2217,0.7014
100024,0.1151,1,0.0620,0.6239
100025,0.2651,0,0.0699,0.3482
100026,0.3655,0,0.0162,1.0000
100027,0.4492,0,0.1128,1.0000
100028,0.2372,0,0.0663,1.0000
100029,0.2093,11,0.0656,0.8632
10003,0.1307,0,0.0085,0.5074
100030,0.4834,0,0.0557,1.0000
100031,0.3098,0,0.1073,0.5079
100032,0.3553,0,0.0839,1.0000
100033,0.4702,0,0.1476,1.0000
100034,0.2739,0,0.0654,1.0000
100035,0.2952,1,0.1263,0.5398
100036,0.2010,4,0.1469,0.4044
100037,0.2617,0,0.1086,0.5217
100038,0.2955,0,0.0303,0.5077
100039,0.3329,0,0.0756,0.5127
10004,0.1689,10,0.0565,0.3223
100040,0.3550,0,0.0634,0.9437
100041,0.2157,6,0.0054,0.4932
100042,0.1726,16,0.0065,0.5244
100043,0.3918,23,0.0967,0.6215
100044,0.1675,12,0.0001,0.5543
100045,0.3473,16,0.1588,0.5001
100046,0.1014,3,0.0356,0.3742
100047,0.3034,8,0.0242,0.9658
100048,0.2021,67,0.0095,0.4378
100049,0.2602,24,0.0631,0.3620
10005,0.1491,1,0.0211,0.5183
100050,0.1853,7,0.0023,0.5991
100051,0.1331,11,0.0809,0.4697
100052,0.1667,5,0.0151,0.5743
100341,0.1163,0,0.0000,0.9868
100342,0.1089,0,0.0000,0.9078
100343,0.1143,1,0.0000,0.9336
100344,0.0998,1,0.0000,0.8427
100345,0.1029,25,0.0005,0.5290
100346,0.2921,10,0.0900,0.8817
100347,0.4828,32,0.0985,0.6490
100348,0.3723,28,0.2167,0.9711
100349,0.2602,0,0.1414,1.0000
10035,0.1613,0,0.0441,0.6057
100350,0.2663,0,0.3187,0.2800
100351,0.4394,88,0.3788,0.3061
100352,0.3434,0,0.0607,0.9096
100353,0.3690,1,0.2507,0.3959
100354,0.4173,0,0.1653,0.8684
100355,0.1217,0,0.1206,0.9653
100356,0.2189,0,0.1904,0.3188
100357,0.5186,0,0.3047,0.7270
100358,0.4652,0,0.1448,1.0000
100359,0.4977,5,0.0000,0.9927
10036,0.1727,16,0.0802,0.5995
100360,0.6297,0,0.2168,1.0000
100361,0.4692,0,0.9132,0.9958
100362,0.5002,0,0.0762,1.0000
100363,0.4032,0,0.0540,1.0000
100364,0.2892,0,0.0725,1.0000
100365,0.5820,1,0.0596,0.6801
100366,0.6235,0,0.2318,0.6824
100367,0.5394,0,0.3075,1.0000
100368,0.6237,0,0.3831,1.0000
100369,0.3910,4,0.6903,0.6286
10037,0.1980,2,0.0261,0.3280
100370,0.1539,0,0.0292,0.9763
100371,0.5897,0,0.1085,0.7801
100372,0.2729,1,0.0242,0.9889
100373,0.2585,0,0.0333,1.0000
100374,0.2951,6,0.0719,0.9694
100375,0.4854,0,0.2958,0.8250
100376,0.4238,0,0.9480,0.7414
100377,0.4639,0,0.0448,1.0000
100378,0.2983,5,0.1906,0.9244
100379,0.2416,2,0.1077,0.9173
10038,0.2109,0,0.0532,0.9567
100380,0.3020,18,0.3804,0.8117
100381,0.6522,0,0.3384,1.0000
100382,0.2527,2,0.0863,0.6767
100383,0.4487,0,0.0427,1.0000
100384,0.3140,0,0.0684,1.0000
100385,0.4588,0,0.0371,1.0000
100386,0.1796,1,0.0385,0.6773
100387,0.3626,1,0.0643,0.9820
100388,0.1963,9,0.0120,0.6476
100389,0.3826,1,0.1450,0.9744
10039,0.2730,0,0.0790,0.6026
100390,0.2405,5,0.0272,0.9971
100391,0.4221,0,0.0831,1.0000
100392,0.4521,0,0.9169,0.3952
100393,0.4580,0,0.0482,1.0000
100394,0.4565,0,0.0530,1.0000
100395,0.3765,0,0.0514,1.0000
100396,0.2347,0,0.0172,0.9908
100397,0.3332,0,0.0392,1.0000
100398,0.2677,0,0.0408,1.0000
100399,0.3109,0,0.0531,1.0000
100226,0.2350,0,0.0000,1.0000
100227,0.1919,0,0.0000,1.0000
100228,0.1871,0,0.0000,0.4820
100229,0.1527,0,0.0000,1.0000
10023,0.1284,0,0.0006,0.3449
100230,0.2127,0,0.0000,1.0000
100231,0.1896,0,0.0000,0.7648
100232,0.1607,0,0.0000,0.8123
100233,0.1792,0,0.0000,0.7916
100234,0.1662,0,0.0000,1.0000
100235,0.1549,0,0.0000,0.4364
100236,0.2023,0,0.0000,1.0000
100237,0.2317,0,0.0000,1.0000
100238,0.2005,0,0.0000,0.8038
100239,0.2408,0,0.0000,1.0000
10024,0.1522,0,0.0001,0.3617
100240,0.2013,0,0.0000,0.8040
100241,0.2326,0,0.0000,0.7560
100242,0.1790,0,0.0000,1.0000
100243,0.2153,0,0.0000,1.0000
100244,0.1705,0,0.0000,0.4099
100245,0.2050,0,0.0000,1.0000
100246,0.1939,0,0.0000,1.0000
100247,0.1818,0,0.0000,0.4337
100248,0.1842,0,0.0000,0.4870
100249,0.1889,0,0.0000,1.0000
10025,0.1639,0,0.0002,0.3210
100250,0.2743,0,0.0000,1.0000
100251,0.1971,0,0.0000,1.0000
100252,0.2202,0,0.0000,1.0000
100253,0.1498,0,0.0000,1.0000
100254,0.2238,0,0.0000,1.0000
100255,0.2175,0,0.0000,0.8005
100256,0.1668,0,0.0000,0.7528
100257,0.1583,0,0.0000,0.8063
100258,0.2132,0,0.0000,0.7513
100259,0.1865,0,0.0000,0.8074
10026,0.1587,0,0.0000,0.2935
100260,0.1772,0,0.0000,0.6474
100261,0.2082,0,0.0000,1.0000
100262,0.2253,0,0.0000,0.8405
100263,0.1877,0,0.0000,0.8077
100264,0.1835,0,0.0000,1.0000
100265,0.1397,0,0.0000,1.0000
100266,0.1629,0,0.0000,0.5085
100267,0.1937,0,0.0000,1.0000
100268,0.2003,0,0.0000,1.0000
100269,0.2111,0,0.0000,1.0000
10027,0.1601,0,0.0000,0.2725
100270,0.2198,0,0.0000,1.0000
100271,0.1807,0,0.0000,0.7900
100272,0.2269,0,0.0000,1.0000
100273,0.2079,0,0.0000,1.0000
100274,0.2742,0,0.0000,1.0000
100275,0.1976,0,0.0000,1.0000
100276,0.2492,0,0.0000,1.0000
100277,0.2615,0,0.0000,1.0000
100278,0.2122,0,0.0000,1.0000
100279,0.2015,1,0.0000,0.8175
10028,0.1519,0,0.0012,0.7645
100280,0.1666,0,0.0000,0.7766
100281,0.3028,0,0.0000,1.0000
100282,0.2605,0,0.0000,1.0000
100283,0.2152,0,0.0000,1.0000
100514,0.2211,0,0.0000,0.4931
100515,0.1629,0,0.0020,0.5939
100516,0.1199,0,0.0000,0.5964
100517,0.1398,4,0.0000,0.5903
100518,0.2008,0,0.0000,1.0000
100519,0.2632,0,0.0000,1.0000
10052,0.2022,0,0.0269,0.6828
100520,0.1643,1,0.0000,0.9995
100521,0.1929,1,0.0000,0.6419
100522,0.1797,1,0.0000,0.5594
100523,0.3021,0,0.0000,0.5939
100524,0.1681,0,0.0000,0.8825
100525,0.1780,0,0.0000,1.0000
100526,0.1564,0,0.0000,1.0000
100527,0.1258,0,0.0000,1.0000
100528,0.1440,0,0.0000,0.4946
100529,0.1836,0,0.0000,1.0000
10053,0.0909,1,0.0626,0.8194
100530,0.1750,0,0.0000,1.0000
100531,0.1761,0,0.0000,0.5331
100532,0.1900,0,0.0000,1.0000
100533,0.1586,0,0.0000,0.4924
100534,0.2954,0,0.0000,0.9161
100535,0.2771,0,0.0000,1.0000
100536,0.3257,0,0.0000,1.0000
100537,0.3096,0,0.0000,0.9912
100538,0.2020,3,0.0005,0.9905
100539,0.2587,0,0.0000,0.5951
10054,0.0672,0,0.0000,1.0000
100540,0.3387,1,0.0000,0.9975
100541,0.2227,0,0.0000,1.0000
100542,0.1905,0,0.0000,1.0000
100543,0.1342,3,0.0000,0.9909
100544,0.1749,0,0.0000,1.0000
100545,0.1102,0,0.0000,0.2083
100546,0.3119,0,0.0000,0.9016
100547,0.3076,0,0.0009,1.0000
100548,0.3048,0,0.0000,0.9483
100549,0.0918,0,0.0103,0.7119
10055,0.1373,0,0.0000,1.0000
100550,0.1078,1,0.0000,0.7179
100551,0.0921,0,0.0000,0.9278
100552,0.2352,0,0.0193,0.5817
100553,0.3064,0,0.0083,0.6278
100554,0.3832,0,0.0204,1.0000
100555,0.2829,1,0.6953,0.7256
100556,0.3384,0,0.0505,0.7203
100557,0.3399,0,0.0648,1.0000
100558,0.2163,9,0.0396,0.7053
100559,0.3583,0,0.1263,0.6733
10056,0.0951,0,0.0000,1.0000
100560,0.1126,1,0.0354,0.8715
100561,0.1897,3,0.0574,0.4881
100562,0.2933,9,0.0476,0.9686
100563,0.4984,2,0.9170,0.9431
100564,0.2522,0,0.0906,0.7208
100565,0.2975,2,0.0048,0.9667
100566,0.3247,32,0.0449,0.5218
100567,0.2481,50,0.0985,0.4385
100568,0.2424,1,0.0000,0.5733
100569,0.2621,36,0.0166,0.9112
10057,0.0488,0,0.0023,1.0000
100570,0.2599,0,0.0073,0.9686
100571,0.3484,9,0.0098,0.9422
100457,0.1749,3,0.0005,0.9201
100458,0.1832,0,0.0028,0.8891
100459,0.1893,1,0.0287,0.9803
10046,0.0841,7,0.0576,0.2479
100460,0.3421,16,0.1719,0.7303
100461,0.0587,1,0.0134,0.9540
100462,0.3743,81,0.1072,0.9147
100463,0.3686,0,0.0602,0.9832
100464,0.3961,9,0.1448,0.9453
100465,0.4673,0,0.0652,1.0000
100466,0.1384,48,0.0521,0.5700
100467,0.4641,0,0.0319,1.0000
100468,0.6241,0,0.1155,1.0000
100469,0.4237,1,0.9072,0.8090
10047,0.4319,0,0.0403,0.9582
100470,0.3553,1,0.8300,0.6494
100471,0.3839,1,0.9164,0.7864
100472,0.2883,0,0.0032,0.5866
100473,0.1979,0,0.0126,0.9507
100474,0.2647,0,0.8613,0.7261
100475,0.3009,0,0.0149,0.9701
100476,0.3481,0,0.0171,1.0000
100477,0.2868,0,0.0035,0.6742
100478,0.2571,0,0.0164,1.0000
100479,0.2618,0,0.0100,0.5798
10048,0.3459,0,0.0442,0.7753
100480,0.1839,0,0.0220,0.4276
100481,0.1852,0,0.0038,0.6649
100482,0.3094,0,0.0133,0.5939
100483,0.2332,0,0.0074,1.0000
100484,0.2883,0,0.0032,0.5866
100485,0.1671,0,0.0234,0.7560
100486,0.1649,0,0.0099,0.5709
100487,0.1942,4,0.0593,0.5686
100488,0.2030,0,0.0402,0.6917
100489,0.2340,184,0.0161,0.3504
10049,0.2213,0,0.0345,0.5238
100490,0.2287,1,0.0000,0.7503
100491,0.2153,3,0.0365,0.9977
100492,0.2591,4,0.0149,0.9878
100493,0.2133,0,0.0110,0.6202
100494,0.2001,0,0.0312,0.4551
100495,0.1577,66,0.1097,0.8935
100496,0.1150,1,0.0026,0.5387
100497,0.4036,0,0.0315,1.0000
100498,0.2109,0,0.0000,0.5721
100499,0.1394,0,0.0015,0.5063
1005,0.3218,52,0.0497,0.9032
10050,0.0954,6,0.0095,0.5849
100500,0.2195,0,0.0000,0.5603
100501,0.1489,0,0.0127,0.4636
100502,0.2384,0,0.0000,0.6181
100503,0.1469,0,0.0002,0.3918
100504,0.1552,0,0.0037,0.5148
100505,0.1501,0,0.0000,0.5176
100506,0.1691,0,0.0005,0.5329
100507,0.2049,0,0.0000,0.5197
100508,0.1340,0,0.0045,0.5281
100509,0.0886,0,0.0000,0.5005
10051,0.4677,161,0.4907,0.3807
100510,0.1159,0,0.0000,0.5419
100511,0.1788,0,0.0129,0.5532
100512,0.1672,0,0.0000,0.5384
100513,0.1666,0,0.0000,0.4304
100053,0.2116,7,0.0021,0.4926
100054,0.2469,13,0.1183,0.5949
100055,0.1502,0,0.0000,0.4876
100056,0.2064,10,0.0128,0.4591
100057,0.1519,4,0.0026,0.5680
100058,0.1656,6,0.0000,0.5197
100059,0.3929,48,0.1549,0.7486
10006,0.2423,0,0.0377,0.5564
100060,0.1460,2,0.0050,0.5176
100061,0.0840,7,0.0042,0.2798
100062,0.2182,16,0.0089,0.4475
100063,0.1260,0,0.0002,0.5442
100064,0.1737,6,0.0271,0.4565
100065,0.2443,30,0.0305,0.8125
100066,0.1651,16,0.0253,0.4910
100067,0.1924,1,0.0007,0.5442
100068,0.2030,2,0.0000,0.5589
100069,0.1642,0,0.0000,0.6117
10007,0.3113,11,0.0671,0.5973
100070,0.1917,8,0.0059,0.4143
100071,0.2163,36,0.0123,0.5336
100072,0.2164,3,0.0046,0.5097
100073,0.1322,1,0.0032,0.5050
100074,0.1735,0,0.0248,0.3128
100075,0.3289,10,0.0070,0.4796
100076,0.2760,29,0.0559,0.4867
100077,0.2487,12,0.0033,0.5219
100078,0.2668,2,0.0679,0.5231
100079,0.1958,37,0.0428,0.4974
10008,0.1924,2,0.0685,0.4538
100080,0.1459,7,0.0024,0.5326
100081,0.1158,7,0.0095,0.5257
100082,0.1944,16,0.0171,0.6192
100083,0.2368,5,0.0830,0.5458
100084,0.3352,35,0.1113,0.4755
100085,0.1794,37,0.0182,0.4492
100086,0.2002,0,0.0007,0.5012
100087,0.1946,14,0.0459,0.5014
100088,0.1485,31,0.0037,0.7167
100089,0.1232,13,0.0056,0.5609
10009,0.1099,1,0.0288,0.3886
100090,0.1433,7,0.0006,0.5746
100091,0.1985,11,0.1012,0.5977
100092,0.2646,19,0.0642,0.6998
100093,0.1436,0,0.0000,0.5506
100094,0.2389,10,0.0645,0.6755
100095,0.2618,26,0.0637,0.5160
100096,0.2646,3,0.0071,0.6021
100097,0.1577,37,0.0349,0.3871
100098,0.1487,34,0.0067,0.6063
100099,0.1262,6,0.0001,0.6751
1001,0.2053,22,0.0388,0.9590
10010,0.2541,6,0.0980,0.2852
100100,0.1628,1,0.0000,0.5414
100101,0.2120,0,0.0000,0.6718
100102,0.1364,8,0.0015,0.6953
100103,0.2521,14,0.0314,0.5385
