img_id,ink_ratio,small_blobs,edge_ink,main_frac
160774,0.4263,0,0.1057,0.6819
160775,0.1352,8,0.0367,0.3901
160776,0.4295,0,0.0890,1.0000
160777,0.3762,3,0.0515,0.4934
160778,0.3660,0,0.0325,0.6762
160779,0.3048,0,0.0383,0.7681
16078,0.1097,1,0.0000,0.5877
160780,0.0746,12,0.0352,0.3502
160781,0.1327,2,0.0139,0.4935
160782,0.3615,0,0.0372,1.0000
160783,0.1308,5,0.1284,0.3243
160784,0.2403,26,0.0929,0.4058
160785,0.3175,0,0.0320,1.0000
160786,0.3189,7,0.0072,0.5437
160787,0.3304,8,0.0449,0.9042
160788,0.2121,2,0.0768,0.4885
160789,0.2869,0,0.0598,0.4958
16079,0.0979,1,0.0000,0.6270
160790,0.3435,0,0.0701,0.9423
160791,0.3119,0,0.0503,0.6262
160792,0.2524,0,0.0011,1.0000
160793,0.1493,0,0.0000,0.2562
160794,0.3728,1,0.0531,0.3562
160795,0.2014,0,0.0438,0.4326
160796,0.3414,0,0.0457,1.0000
160797,0.3208,0,0.0607,1.0000
160798,0.4376,0,0.0541,1.0000
160799,0.0750,6,0.0605,0.2586
1608,0.5182,2,0.0027,0.9897
16080,0.1357,2,0.0000,0.6171
160800,0.2558,2,0.0236,0.9724
160801,0.3384,0,0.0541,0.3484
160802,0.2304,0,0.0026,0.9208
160803,0.3231,0,0.0000,0.9650
160804,0.4876,10,0.1857,0.5661
160805,0.2722,0,0.0332,0.5525
160806,0.2076,0,0.0005,1.0000
160807,0.2189,0,0.0000,1.0000
160808,0.2198,0,0.0000,1.0000
160809,0.2492,0,0.0000,1.0000
16081,0.2764,97,0.0945,0.4300
160810,0.1969,0,0.0007,1.0000
160811,0.2059,1,0.0439,0.5425
160812,0.2119,1,0.0217,0.5960
160813,0.3053,0,0.0254,0.4951
160814,0.2085,1,0.0178,0.5582
160815,0.1907,0,0.0605,0.4300
160816,0.4318,0,0.0414,1.0000
160817,0.2454,0,0.0497,0.6206
160818,0.4110,1,0.0754,0.9250
160819,0.3357,0,0.0576,0.7308
16082,0.2142,51,0.0439,0.3479
160820,0.3263,0,0.0435,0.6909
160821,0.1492,6,0.0480,0.3383
160707,0.3576,2,0.0581,0.9453
160708,0.3018,118,0.0327,0.5376
160709,0.2185,5,0.0524,0.7313
16071,0.1512,0,0.0006,1.0000
160710,0.4006,0,0.0371,0.8843
160711,0.1429,14,0.0790,0.3803
160712,0.4948,3,0.9387,0.8781
160713,0.1467,1,0.0000,0.3809
160714,0.1809,0,0.0223,0.5149
160715,0.0770,0,0.0039,0.5498
160716,0.2834,26,0.0714,0.3914
160717,0.3269,177,0.1282,0.3797
160718,0.2204,0,0.0299,0.5346
160719,0.4417,0,0.0778,0.9429
16072,0.0746,0,0.0000,1.0000
160720,0.1591,23,0.0354,0.3277
160721,0.2812,8,0.0747,0.4081
160722,0.3600,1,0.0946,0.3792
160723,0.1371,1,0.0000,0.3365
160724,0.4741,101,0.2894,0.6295
160725,0.1601,8,0.0261,0.4315
160726,0.2343,0,0.0300,0.4392
160727,0.2607,8,0.0431,0.9042
160728,0.2573,5,0.0468,0.7790
160729,0.2897,2,0.0889,0.4493
16073,0.1287,0,0.0000,1.0000
160730,0.3230,12,0.0187,0.8740
160731,0.3620,166,0.0924,0.5301
160732,0.3134,0,0.0000,0.8975
160733,0.2972,0,0.0386,0.4162
160734,0.2950,0,0.0000,0.8125
160735,0.2216,1,0.1327,0.5520
160736,0.3244,479,0.0278,0.8886
160737,0.3387,0,0.0000,0.9384
160738,0.1987,0,0.0000,1.0000
160739,0.1180,2,0.0000,0.5773
16074,0.1274,4,0.0000,0.6596
160740,0.3036,5,0.0000,0.9571
160741,0.2273,6,0.0026,0.6012
160742,0.2459,1,0.0028,0.3966
160743,0.2489,47,0.0591,0.4307
160744,0.3038,942,0.0200,0.3929
160745,0.3299,223,0.0103,0.5763
160746,0.2493,49,0.0360,0.5438
160747,0.3349,0,0.0000,0.8952
160748,0.0922,18,0.0526,0.2536
160749,0.2023,1,0.0392,0.6746
16075,0.1039,0,0.0000,0.6385
160750,0.1200,6,0.0142,0.2279
160751,0.2836,1,0.0193,0.9683
160752,0.1031,1,0.0000,0.1913
160753,0.1556,2,0.0043,0.2523
160754,0.3087,0,0.0000,0.9383
160755,0.2087,0,0.0007,0.6040
160756,0.2003,0,0.0015,0.6270
160757,0.2584,0,0.0002,1.0000
160758,0.2246,0,0.0000,1.0000
160759,0.4579,0,0.0000,1.0000
16076,0.1049,0,0.0000,0.6607
160760,0.3056,0,0.0000,1.0000
160761,0.3708,2,0.0000,0.9988
160762,0.3814,0,0.0000,1.0000
160763,0.1764,0,0.0166,0.5279
160764,0.0930,1,0.0631,0.5058
160822,0.2885,0,0.0378,0.6489
160823,0.3156,1,0.0010,0.9074
160824,0.2273,8,0.0649,0.4988
160825,0.3439,0,0.0000,0.9705
160826,0.3849,14,0.1462,0.3537
160827,0.3637,0,0.0618,0.9637
160828,0.2019,4,0.0509,0.4418
160829,0.0827,13,0.0018,0.4135
16083,0.2425,69,0.0227,0.9155
160830,0.2110,12,0.0291,0.6245
160831,0.2636,4,0.0206,0.9561
160832,0.1780,2,0.1093,0.2623
160833,0.3083,342,0.1152,0.3594
160834,0.5594,25,0.2576,0.7312
160835,0.1631,22,0.0485,0.3054
160836,0.2248,0,0.0000,0.7882
160837,0.2281,0,0.0000,0.7605
160838,0.0864,14,0.0250,0.0669
160839,0.1153,16,0.0090,0.4708
16084,0.2299,85,0.0386,0.6158
160840,0.2248,2,0.1339,0.4188
160841,0.2044,3,0.0579,0.7877
160842,0.4141,0,0.0590,0.4293
160843,0.3718,2,0.0051,0.9243
160844,0.3791,1,0.0000,0.9995
160845,0.2565,0,0.0000,1.0000
160846,0.0821,0,0.0000,0.3985
160847,0.2735,0,0.0748,1.0000
160848,0.3142,0,0.0283,0.6634
160849,0.2012,4,0.0693,0.3651
16085,0.1996,47,0.0155,0.6371
160850,0.2615,0,0.0291,0.5328
160851,0.1591,1,0.0027,0.2927
160852,0.2279,0,0.0000,0.6240
160853,0.2537,0,0.0000,1.0000
160854,0.2103,0,0.0007,0.6478
160855,0.2420,0,0.0286,0.4940
160856,0.2229,0,0.0348,0.7603
160857,0.4372,3,0.0510,0.9982
160858,0.2966,0,0.0190,1.0000
160859,0.1865,4,0.0000,0.5307
16086,0.2189,87,0.0182,0.5611
160860,0.2595,0,0.0337,0.5870
160861,0.1977,1,0.0740,0.7304
160862,0.2525,6,0.1396,0.8692
160863,0.3180,0,0.0398,0.6988
160864,0.3435,15,0.0696,0.9834
160865,0.3981,1,0.1522,0.9337
160866,0.2638,2,0.0131,0.3776
160867,0.3653,6,0.2706,0.6966
160868,0.2699,48,0.0509,0.3850
160869,0.3590,0,0.0000,0.9610
16087,0.2467,55,0.0090,0.5748
160870,0.1343,0,0.0000,0.1645
160871,0.2971,10,0.0331,0.9190
160872,0.2752,5,0.0314,0.8483
160873,0.3116,6,0.0405,0.5948
160874,0.2447,2,0.0234,0.5100
160875,0.2537,10,0.0673,0.8782
160876,0.2623,21,0.0028,0.4811
160877,0.3783,0,0.0000,0.9575
160878,0.0973,0,0.0000,0.6133
160879,0.2400,6,0.0574,0.2793
16088,0.2228,125,0.0723,0.5418
160880,0.2679,12,0.0533,0.7409
160881,0.2765,3,0.0640,0.5645
160882,0.2725,3,0.1572,0.8341
160883,0.2941,44,0.0802,0.3778
160884,0.2373,0,0.0000,0.3720
160885,0.2850,0,0.0000,1.0000
160886,0.2948,0,0.0000,1.0000
160887,0.3086,0,0.0231,0.4359
160888,0.3425,1,0.0764,0.7239
160889,0.4155,0,0.0668,1.0000
16089,0.1630,63,0.0248,0.4282
160890,0.3337,3,0.0315,0.5811
160891,0.3057,4,0.0261,0.5329
160892,0.2359,2,0.0901,0.4717
160893,0.2612,2,0.0471,0.4865
160894,0.2253,1,0.0000,0.4895
160895,0.3917,456,0.0276,0.4728
160896,0.3803,2,0.0000,0.8608
160897,0.3532,8,0.0211,0.7095
160898,0.3957,9,0.0752,0.9429
160899,0.2319,6,0.0259,0.6450
1609,0.1529,0,0.0000,0.3832
16090,0.1222,2,0.0000,0.9980
160900,0.3037,7,0.1124,0.8599
160901,0.1590,6,0.0236,0.5483
160902,0.2932,57,0.0049,0.3636
160903,0.3466,59,0.0203,0.5468
160904,0.3593,0,0.0000,0.6085
160905,0.3592,0,0.0000,0.9671
160906,0.2082,2,0.0000,0.6765
160907,0.2814,0,0.0740,1.0000
160908,0.2766,0,0.0671,0.3747
160909,0.3036,5,0.0000,0.9571
16091,0.2304,0,0.0000,1.0000
160910,0.2273,6,0.0026,0.6012
160911,0.2668,6,0.0918,0.2960
160912,0.2459,1,0.0028,0.3966
160913,0.2556,13,0.0300,0.4733
160914,0.2489,47,0.0591,0.4307
160915,0.3038,942,0.0200,0.3929
160916,0.3299,223,0.0103,0.5763
160917,0.3349,0,0.0000,0.8952
160918,0.1387,0,0.0287,0.4614
160919,0.2023,1,0.0392,0.6746
16092,0.2078,1,0.0221,0.9639
160920,0.2683,0,0.0338,0.6155
160921,0.2644,0,0.0430,0.4586
160922,0.2836,1,0.0193,0.9683
160923,0.1031,1,0.0000,0.1913
160924,0.1556,2,0.0043,0.2523
160925,0.3087,0,0.0000,0.9383
160926,0.2087,0,0.0007,0.6040
160927,0.2003,0,0.0015,0.6270
160928,0.2584,0,0.0002,1.0000
160929,0.4579,0,0.0000,1.0000
16093,0.2979,0,0.0088,0.9967
160930,0.3056,0,0.0000,1.0000
160931,0.3708,2,0.0000,0.9988
160932,0.1764,0,0.0166,0.5279
160933,0.0930,1,0.0631,0.5058
160934,0.0844,1,0.0000,0.2954
160935,0.0804,0,0.0000,0.7915
160936,0.2113,0,0.0266,0.5405
160937,0.2710,1,0.0231,0.9998
160938,0.2644,0,0.0406,0.9135
160939,0.3026,0,0.0303,0.5177
16094,0.2925,1,0.0083,0.9988
160940,0.1282,5,0.0161,0.6035
160941,0.1722,9,0.0463,0.9918
160942,0.3877,0,0.0646,0.9525
160943,0.3770,0,0.0664,1.0000
160944,0.4263,0,0.1057,0.6819
160945,0.4295,0,0.0890,1.0000
160946,0.3660,0,0.0325,0.6762
160947,0.3048,0,0.0383,0.7681
160948,0.4328,0,0.0913,1.0000
160949,0.0746,12,0.0352,0.3502
16095,0.1861,0,0.0000,0.6418
160950,0.1327,2,0.0139,0.4935
160951,0.3615,0,0.0372,1.0000
160952,0.2403,26,0.0929,0.4058
160953,0.3175,0,0.0320,1.0000
160954,0.4798,5,0.0221,0.6629
160955,0.2383,68,0.0662,0.7101
160956,0.2597,121,0.0715,0.5577
160957,0.2328,0,0.0300,0.5820
160958,0.2106,0,0.0300,0.8170
160959,0.2597,0,0.0459,0.2890
16096,0.2195,0,0.0000,1.0000
160960,0.1788,0,0.0000,0.8031
160961,0.1830,0,0.0000,0.8299
160962,0.1703,0,0.0475,0.3556
160963,0.1749,1,0.0502,0.3604
160964,0.0971,1,0.0466,0.5621
160965,0.2218,0,0.0309,0.5023
160966,0.2208,1,0.0104,0.4515
160967,0.1156,8,0.0159,0.8864
160968,0.1636,3,0.0074,0.8720
160969,0.1403,13,0.0033,0.8511
16097,0.1768,0,0.0000,1.0000
160970,0.1099,9,0.0006,0.9342
160971,0.2099,56,0.0497,0.6176
160972,0.0867,16,0.0033,0.2455
160973,0.0609,2,0.0000,0.5158
160974,0.2388,10,0.0090,0.4368
160975,0.2154,3,0.0767,0.3602
160976,0.1998,2,0.0018,0.5969
160977,0.3344,0,0.0000,0.6899
160978,0.4488,0,0.0294,0.9512
160979,0.2319,30,0.0675,0.6039
16098,0.2760,0,0.0000,1.0000
160980,0.1277,0,0.0416,0.3835
160981,0.2753,1,0.0471,0.5254
160982,0.1857,3,0.0380,0.4170
160983,0.1835,11,0.0801,0.3288
160984,0.1779,0,0.0184,0.2925
160985,0.3618,3,0.0396,0.8803
160986,0.3277,4,0.0701,0.9304
160987,0.2821,0,0.0458,0.8628
160988,0.3060,115,0.0060,0.3911
160989,0.2876,3,0.0000,0.7517
16099,0.1445,0,0.0000,0.7062
160990,0.1344,3,0.0021,0.3996
160991,0.2721,6,0.0414,0.5510
160992,0.2538,14,0.0022,0.6524
160993,0.2952,53,0.0779,0.5426
160994,0.3822,0,0.0000,0.9711
160995,0.2925,0,0.0007,1.0000
160996,0.2825,0,0.0000,0.7105
160997,0.3073,1,0.0308,0.5194
160998,0.2682,0,0.0277,0.4632
160999,0.2712,0,0.0746,0.5974
161,0.1870,12,0.0037,0.9950
1610,0.1855,0,0.0000,0.4235
16100,0.1920,0,0.0000,0.6236
161000,0.3000,1,0.0287,0.8424
161001,0.1474,16,0.0525,0.2635
161002,0.2609,1,0.0348,0.4227
161003,0.2142,0,0.0220,0.4076
161004,0.3486,424,0.0227,0.8655
161005,0.2432,62,0.0167,0.3347
161006,0.3817,3,0.0000,0.9068
161007,0.3532,8,0.0211,0.7095
161008,0.3957,9,0.0752,0.9429
161009,0.2319,6,0.0259,0.6450
16101,0.1721,0,0.0000,0.6146
161010,0.3037,7,0.1124,0.8599
161011,0.1590,6,0.0236,0.5483
161012,0.1749,2,0.0048,0.2522
161013,0.2932,57,0.0049,0.3636
161014,0.3466,59,0.0203,0.5468
161015,0.2933,80,0.0291,0.3915
161016,0.3593,0,0.0000,0.6085
161017,0.2814,0,0.0740,1.0000
161018,0.2766,0,0.0671,0.3747
161019,0.3719,5,0.1565,0.9555
16102,0.1795,0,0.0000,0.6945
161020,0.2473,0,0.0530,0.5585
161021,0.4215,280,0.1138,0.9584
161022,0.2919,107,0.0676,0.3425
161023,0.4122,0,0.0631,0.9652
161024,0.2728,0,0.0314,1.0000
161025,0.2856,0,0.0000,1.0000
161026,0.2069,0,0.0015,0.3831
161027,0.1648,0,0.0109,0.3645
161028,0.3704,3,0.0000,0.9764
161029,0.1102,1,0.0000,0.5132
16103,0.1915,0,0.0000,0.9190
161030,0.0884,0,0.0000,0.6115
161031,0.1821,2,0.0280,0.4467
161032,0.3300,0,0.0422,0.8244
161033,0.3455,0,0.0339,1.0000
161034,0.4263,0,0.1075,0.9372
161035,0.0903,5,0.0288,0.5148
161036,0.2837,5,0.0515,0.8315
161037,0.2695,14,0.0165,0.3804
161038,0.2314,31,0.1007,0.3350
161039,0.2090,12,0.0735,0.3588
16104,0.1421,0,0.0000,0.6933
161040,0.1573,3,0.0258,0.4066
161041,0.3429,347,0.0221,0.8957
161042,0.3368,0,0.0000,0.9034
161043,0.2820,3,0.0216,0.6029
161044,0.2201,2,0.0005,0.4012
161045,0.2472,5,0.0497,0.6411
161046,0.3182,219,0.0272,0.3177
161047,0.3010,77,0.0033,0.3429
161048,0.2690,0,0.0562,0.4762
161049,0.2947,0,0.0000,1.0000
16105,0.1518,0,0.0000,0.6890
161050,0.2780,0,0.0000,1.0000
161051,0.2975,0,0.0000,0.9291
161052,0.2820,0,0.0000,0.5906
161053,0.2882,0,0.0000,1.0000
161054,0.2859,0,0.0000,1.0000
161055,0.3286,0,0.0000,1.0000
161056,0.3068,0,0.0000,1.0000
161057,0.2448,0,0.0000,0.8509
161058,0.2696,0,0.0000,0.7948
161059,0.2655,0,0.0000,1.0000
16106,0.1876,0,0.0002,0.9687
161060,0.2489,0,0.0000,1.0000
161061,0.3183,0,0.0000,1.0000
161062,0.3191,0,0.0000,0.9027
161063,0.1384,0,0.0000,0.4951
161064,0.3283,0,0.0179,0.4429
161065,0.1881,0,0.0245,0.4401
161066,0.3765,0,0.0693,0.5834
161067,0.2556,15,0.0208,0.4693
161068,0.2544,6,0.0823,0.6014
161069,0.2257,118,0.0692,0.6505
16107,0.3672,4,0.0000,0.9993
161070,0.3406,0,0.0000,0.9682
161071,0.3710,41,0.1768,0.5495
161072,0.3039,1,0.0295,0.5892
161073,0.0986,0,0.0000,0.4073
161074,0.2014,4,0.0042,0.3239
161075,0.3345,19,0.0485,0.6138
161076,0.3332,0,0.0000,0.4959
161077,0.1873,2,0.1392,0.3422
161078,0.1793,1,0.0000,0.1912
161079,0.1910,0,0.0000,1.0000
16108,0.2172,5,0.0000,0.9433
161080,0.2032,0,0.0000,0.7604
161081,0.1594,1,0.0000,0.6144
161082,0.1052,0,0.0000,0.2681
161083,0.0652,0,0.0000,0.2454
161084,0.0804,2,0.0000,0.5945
161085,0.2881,0,0.0272,1.0000
161086,0.2996,1,0.0106,0.9335
161087,0.2491,0,0.0725,0.8692
161088,0.2677,39,0.0439,0.4942
161089,0.1213,1,0.0000,0.4221
16109,0.2993,5,0.0000,0.9973
161090,0.2661,0,0.0000,0.7817
161091,0.1484,0,0.0000,0.4986
161092,0.1449,0,0.0000,0.3286
161093,0.1144,0,0.0000,0.3641
161094,0.1556,1,0.0000,0.3350
161095,0.2091,7,0.0734,0.7885
161096,0.1836,0,0.0208,0.4620
161097,0.2182,1,0.0950,0.3877
161098,0.3371,67,0.0669,0.4424
161099,0.3170,0,0.0000,0.5314
1611,0.1077,0,0.0000,0.4193
16110,0.3093,8,0.0000,0.9401
161100,0.3768,0,0.0331,0.3919
161101,0.1982,0,0.0067,0.8077
161102,0.3142,0,0.0325,0.5161
161103,0.2523,4,0.0162,0.5144
161104,0.1969,11,0.0725,0.3493
161105,0.0624,16,0.0155,0.4956
161106,0.2151,1,0.0570,0.4155
161107,0.1034,6,0.0070,0.4009
161108,0.1916,0,0.0345,0.3918
161109,0.2757,5,0.1210,0.4868
16111,0.2961,1,0.0000,0.9794
161110,0.2000,2,0.0164,0.9028
161111,0.3234,0,0.0453,0.4028
161112,0.2277,0,0.0253,0.4611
161113,0.3418,0,0.0278,0.4957
161114,0.2916,0,0.0175,0.9416
161115,0.0697,1,0.0000,0.9722
161116,0.0553,0,0.0020,0.9661
161117,0.1746,0,0.0032,1.0000
161118,0.0422,1,0.0150,0.5484
161119,0.0697,0,0.0037,0.9173
16112,0.2610,5,0.0000,0.9767
161120,0.1216,0,0.0093,1.0000
161121,0.3442,0,0.0000,1.0000
161122,0.0816,0,0.0137,0.9401
161123,0.0570,0,0.0209,0.9283
161124,0.1838,1,0.0000,0.5301
161125,0.2594,0,0.0000,1.0000
161126,0.2511,0,0.0000,0.4761
161127,0.2633,0,0.0000,1.0000
161128,0.2497,0,0.0000,1.0000
161129,0.3014,0,0.0000,1.0000
16113,0.1014,0,0.0000,0.7437
161130,0.1771,0,0.0000,0.5372
161131,0.1899,0,0.0002,1.0000
161132,0.2003,0,0.0004,1.0000
161133,0.3017,0,0.0010,1.0000
161134,0.3795,0,0.0000,1.0000
161135,0.3064,0,0.0009,1.0000
161136,0.4500,0,0.0000,1.0000
161137,0.4308,0,0.0000,1.0000
161138,0.3571,9,0.0000,0.9991
161139,0.1452,4,0.0005,0.5333
16114,0.0890,0,0.0000,0.5183
161140,0.2295,0,0.0000,1.0000
161141,0.2306,0,0.0360,0.4667
161142,0.1167,0,0.0364,0.6819
161143,0.0995,0,0.0540,0.6602
161144,0.1099,0,0.0000,0.4823
161145,0.3164,37,0.3750,0.1648
161146,0.3713,25,0.1801,0.6260
161147,0.4158,0,0.0388,0.5589
161148,0.3747,0,0.0529,0.4455
161149,0.4476,0,0.0555,0.4561
16115,0.0970,0,0.0000,0.9723
161150,0.1129,9,0.0903,0.2585
161151,0.2200,30,0.2869,0.2203
161152,0.1661,2,0.0176,0.5257
161153,0.2438,0,0.0466,0.9286
161154,0.3139,0,0.0566,0.9259
161155,0.3419,0,0.0438,0.9028
161156,0.4057,0,0.0339,0.9623
161157,0.1221,4,0.0692,0.2680
161158,0.4037,0,0.0389,0.5608
161159,0.4133,0,0.0314,0.5362
16116,0.0917,0,0.0000,1.0000
161160,0.4107,0,0.0322,0.9159
161161,0.2840,0,0.0232,0.4102
161162,0.3191,0,0.0192,0.3897
161163,0.1653,11,0.0741,0.4119
161164,0.2523,15,0.1206,0.8003
161165,0.3257,26,0.1357,0.5293
161166,0.0872,13,0.0538,0.2381
161167,0.2529,3,0.0231,0.9515
161283,0.2850,0,0.0398,0.6797
161284,0.3411,1,0.0312,0.9997
161285,0.4877,0,0.0410,1.0000
161286,0.2892,0,0.0222,0.7026
161287,0.1712,0,0.0000,0.2653
161288,0.2868,5,0.0245,0.2801
161289,0.2577,0,0.0861,0.2968
16129,0.1962,0,0.0000,1.0000
161290,0.2840,28,0.0155,0.3358
161291,0.2664,113,0.0142,0.3509
161292,0.2218,0,0.0225,0.3116
161293,0.3390,0,0.0778,0.9100
161294,0.3420,0,0.1123,0.9210
161295,0.3938,0,0.0410,0.7016
161296,0.3327,1,0.0466,0.9998
161297,0.3580,0,0.0594,0.3947
161298,0.1892,0,0.0038,0.5783
161299,0.4287,1,0.6787,0.3736
1613,0.1000,0,0.0000,0.4451
16130,0.1440,5,0.0000,0.6150
161300,0.1592,0,0.0146,0.6757
161301,0.3253,1,0.0028,0.9765
161302,0.2526,0,0.0000,0.9639
161303,0.1407,0,0.0012,0.4099
161304,0.1826,0,0.0000,0.9070
161305,0.2406,1,0.0389,0.8752
161306,0.1989,3,0.0878,0.8681
161307,0.3206,1,0.0000,0.9514
161308,0.3244,0,0.0549,0.9353
161309,0.1701,4,0.0188,0.8632
16131,0.0735,0,0.0000,0.7816
161310,0.0882,0,0.0081,0.3858
161311,0.1696,0,0.0552,0.4324
161312,0.1397,0,0.0160,0.5340
161313,0.0670,11,0.0779,0.1928
161314,0.3108,0,0.0555,0.9210
161315,0.2474,0,0.0508,0.7634
161316,0.2753,0,0.0573,0.8882
161317,0.3266,0,0.0594,0.9731
161318,0.3413,0,0.0394,1.0000
161319,0.1801,0,0.0317,0.2301
16132,0.1471,1,0.0348,0.6345
161320,0.3493,4,0.0344,0.9376
161321,0.2377,6,0.0469,0.8796
161322,0.2989,119,0.0167,0.4115
161323,0.2724,74,0.0146,0.4155
161324,0.2203,0,0.0382,0.4096
161325,0.2263,58,0.1578,0.3585
161326,0.1055,5,0.0493,0.2945
161327,0.1699,5,0.0985,0.5417
161328,0.2063,3,0.0164,0.3643
161329,0.1867,4,0.0737,0.4419
16133,0.2445,0,0.0503,0.5874
161330,0.2021,1,0.0327,0.3743
161331,0.3065,24,0.0504,0.4545
161332,0.2451,0,0.0237,0.3220
161333,0.0992,12,0.0442,0.2265
161334,0.1474,1,0.0000,0.3625
161335,0.2229,0,0.0000,0.5149
161336,0.3570,0,0.0000,1.0000
161337,0.3099,0,0.0000,0.9581
161338,0.2047,0,0.0219,0.4230
161339,0.2848,0,0.0339,0.5050
16134,0.3008,0,0.0520,0.9511
161225,0.2324,0,0.0000,0.4406
161226,0.2639,0,0.0000,0.5974
161227,0.2448,0,0.0010,0.3560
161228,0.1625,0,0.0015,0.7364
161229,0.1471,1,0.0015,0.4712
16123,0.4740,1,0.0000,0.9995
161230,0.2890,0,0.0009,0.6551
161231,0.3588,0,0.0000,1.0000
161232,0.2200,0,0.0000,1.0000
161233,0.1974,146,0.1198,0.5865
161234,0.2395,0,0.0383,0.3956
161235,0.2299,0,0.0261,0.6215
161236,0.1785,1,0.0756,0.6055
161237,0.3468,0,0.0615,0.4353
161238,0.4151,0,0.0354,0.5896
161239,0.1169,9,0.0493,0.2184
16124,0.4540,0,0.0000,0.9924
161240,0.2543,0,0.0660,0.5538
161241,0.1483,1,0.0334,0.4833
161242,0.0591,12,0.0212,0.4623
161243,0.1928,0,0.0420,0.4399
161244,0.1243,11,0.0504,0.7173
161245,0.2099,0,0.0327,0.6069
161246,0.1302,6,0.0396,0.2870
161247,0.2469,50,0.0948,0.6159
161248,0.1762,0,0.0184,0.4763
161249,0.3728,4,0.1471,0.8632
16125,0.4870,0,0.0000,0.9986
161250,0.3402,4,0.0338,0.9273
161251,0.2555,5,0.0072,0.6066
161252,0.2592,54,0.0063,0.5758
161253,0.3923,1,0.0005,0.9646
161254,0.0771,5,0.0000,0.1946
161255,0.3603,1,0.0284,0.5794
161256,0.2898,2,0.0020,0.9584
161257,0.2103,2,0.0325,0.5016
161258,0.2140,2,0.0931,0.2390
161259,0.3331,108,0.0192,0.3300
16126,0.4407,0,0.0000,0.9911
161260,0.3098,48,0.0343,0.4441
161261,0.3479,1,0.0000,0.9989
161262,0.1136,3,0.0000,0.2719
161263,0.2010,1,0.0002,0.9727
161264,0.1488,0,0.0062,0.5996
161265,0.0919,1,0.0000,0.3922
161266,0.2206,11,0.0779,0.2897
161267,0.3274,0,0.0464,0.7078
161268,0.2107,2,0.0569,0.5781
161269,0.3047,327,0.0267,0.3601
16127,0.0877,0,0.0000,0.8879
161270,0.3008,81,0.0791,0.8878
161271,0.3604,2,0.0000,0.9597
161272,0.1998,1,0.0015,0.4379
161273,0.3093,0,0.0000,0.9531
161274,0.1892,0,0.0002,0.9581
161275,0.2865,0,0.0000,0.9599
161276,0.2674,0,0.0000,1.0000
161277,0.3300,0,0.0000,0.7403
161278,0.3136,0,0.0000,0.8042
161279,0.2879,0,0.0011,0.7200
16128,0.1674,0,0.0000,0.9306
161280,0.0757,1,0.0000,0.4888
161281,0.3294,0,0.0316,1.0000
161282,0.3686,0,0.1216,0.6098
161168,0.0763,1,0.0126,0.2779
161169,0.1574,3,0.0341,0.4067
16117,0.0754,1,0.0000,0.7697
161170,0.3242,0,0.0576,0.6030
161171,0.1808,16,0.0370,0.3212
161172,0.2887,19,0.0665,0.4844
161173,0.0864,271,0.0939,0.2376
161174,0.2160,0,0.0353,0.3076
161175,0.1823,0,0.0195,0.4370
161176,0.3668,0,0.0387,0.4417
161177,0.3962,4,0.0536,0.9266
161178,0.3002,4,0.0907,0.8221
161179,0.2730,3,0.0912,0.8303
16118,0.0740,0,0.0000,0.5126
161180,0.2513,63,0.0194,0.3471
161181,0.3845,1068,0.0668,0.4901
161182,0.3290,1,0.0000,0.9619
161183,0.1184,2,0.0000,0.5244
161184,0.0965,0,0.0000,0.6247
161185,0.3361,1,0.0695,0.6173
161186,0.2879,0,0.0435,0.3979
161187,0.2904,1,0.1062,0.7101
161188,0.4393,0,0.0961,1.0000
161189,0.3955,5,0.0017,0.9109
16119,0.0669,0,0.0000,1.0000
161190,0.3270,9,0.0344,0.9287
161191,0.2151,3,0.0665,0.5894
161192,0.2769,67,0.0439,0.3061
161193,0.3256,1,0.0000,0.6631
161194,0.1216,3,0.0000,0.1726
161195,0.2464,4,0.0000,0.8956
161196,0.3055,7,0.0675,0.4259
161197,0.3015,1,0.0000,0.7941
161198,0.4773,0,0.0364,1.0000
161199,0.4710,0,0.0286,0.9608
1612,0.0876,0,0.0000,0.4407
16120,0.1378,42,0.0385,0.2860
161200,0.1194,6,0.0505,0.3719
161201,0.2809,4,0.0298,0.3518
161202,0.2668,6,0.0558,0.8671
161203,0.2716,5,0.0465,0.4303
161204,0.3381,117,0.1962,0.5669
161205,0.1373,0,0.0000,0.2085
161206,0.1037,0,0.0000,0.4662
161207,0.3107,1,0.0165,0.2476
161208,0.3221,5,0.0358,0.8017
161209,0.2562,4,0.0619,0.2689
16121,0.1979,0,0.0498,0.5681
161210,0.2630,0,0.0555,0.4420
161211,0.2856,63,0.0703,0.5188
161212,0.2333,92,0.0017,0.4670
161213,0.3412,1082,0.0389,0.7859
161214,0.3184,0,0.0000,0.8774
161215,0.3072,0,0.0264,0.9407
161216,0.3701,0,0.0201,1.0000
161217,0.2286,34,0.1431,0.5046
161218,0.2599,0,0.0175,0.5876
161219,0.0491,2,0.0312,0.1715
16122,0.4348,4,0.0000,0.9989
161220,0.0989,6,0.0000,0.2773
161221,0.2017,0,0.0000,0.4128
161222,0.1814,0,0.0000,0.4792
161223,0.2649,0,0.0000,0.5461
161224,0.2250,0,0.0004,0.4181
161340,0.1684,10,0.0679,0.5555
161341,0.3360,0,0.0657,0.8484
161342,0.3658,0,0.0404,0.6825
161343,0.2500,0,0.0439,0.9473
