img_id,steps,b_ink,b_nsmall,b_ncc,b_mainfrac,b_edge8,b_framew,b_inset,a_ink,a_nsmall,a_ncc,a_mainfrac,a_edge8,a_framew,a_inset
311372,open+rm_smallCC+edge_clean,0.1470184326171875,3,14,0.2720290607161391,0.064697265625,0,0,0.13916015625,0,9,0.2855263157894737,0.023681640625,0,1
311886,open+edge_clean,0.17340087890625,3,6,0.5003519887363604,0.0572509765625,0,0,0.170867919921875,0,3,0.5065190212537953,0.0416259765625,0,1
314101,open+edge_clean,0.3228759765625,0,2,0.8593100189035917,0.0269775390625,0,0,0.3219146728515625,0,2,0.8609754941460871,0.0218505859375,0,2
317013,open,0.2109527587890625,1,2,0.9998553345388789,0.03564453125,0,0,0.2103424072265625,0,1,1.0,0.035400390625,0,0
318511,open+edge_clean,0.21087646484375,0,10,0.34290882778581766,0.006103515625,0,1,0.210296630859375,0,10,0.3434915106660862,0.004638671875,0,4
321306,open+rm_smallCC+edge_clean,0.2240447998046875,23,41,0.28413811891302865,0.068115234375,0,0,0.2131195068359375,0,15,0.2966277654471254,0.0054931640625,0,4
322423,open+edge_clean,0.359344482421875,0,3,0.8239490445859873,0.0501708984375,0,0,0.358367919921875,0,3,0.8259814357489568,0.0430908203125,0,3
323812,open+rm_smallCC,0.131134033203125,6,13,0.44868512915987896,0.041259765625,1,0,0.123260498046875,0,8,0.47672691260212924,0.008056640625,0,4
324217,open+edge_clean,0.2763824462890625,0,4,0.8493899409264064,0.0106201171875,0,0,0.2756500244140625,0,5,0.4514807639081096,0.0093994140625,0,0
324456,open,0.1418609619140625,5,13,0.30418414542325484,0.0032958984375,0,4,0.14105224609375,0,8,0.30495456512332325,0.0,0,8
324954,open+rm_smallCC+edge_clean,0.186737060546875,0,11,0.4463964700114398,0.048095703125,0,0,0.18170166015625,0,9,0.4574235807860262,0.02001953125,0,0
326252,open+edge_clean,0.1613616943359375,0,3,0.6076595744680852,0.0419921875,0,0,0.160491943359375,0,3,0.6085757748621411,0.0389404296875,0,0
182860,open,0.2503814697265625,0,4,0.5507952952647938,0.0494384765625,0,0,0.2462310791015625,0,3,0.5590258412344302,0.019775390625,0,0
182893,open+rm_smallCC+edge_clean,0.22711181640625,1,8,0.4125235151840903,0.15380859375,1,0,0.209075927734375,0,6,0.4470150343015618,0.0108642578125,0,1
184556,open,0.447357177734375,0,1,1.0,0.08544921875,0,0,0.447235107421875,0,1,1.0,0.085205078125,0,0
185765,open+rm_smallCC+edge_clean,0.27606201171875,18,40,0.2885805881052399,0.2890625,2,0,0.244720458984375,5,27,0.2248410026187804,0.07373046875,0,4
186615,open+edge_clean,0.12042236328125,3,8,0.3033451596553472,0.083251953125,0,0,0.10491943359375,0,4,0.3459860383944154,0.00927734375,0,4
186833,open,0.278717041015625,0,2,0.9616774334829739,0.0152587890625,0,0,0.278411865234375,0,2,0.9616902334758303,0.0150146484375,0,0
310840,open+edge_clean,0.242218017578125,0,5,0.3246818697240771,0.02294921875,0,0,0.240966796875,0,5,0.32617781155015196,0.0152587890625,0,4
186585,open+rm_smallCC+edge_clean,0.1052093505859375,12,27,0.25395213923132703,0.075927734375,0,0,0.085662841796875,1,17,0.3092269326683292,0.002685546875,0,4
187127,open,0.2857818603515625,0,1,1.0,0.033935546875,0,0,0.2854766845703125,0,1,1.0,0.033935546875,0,0
187143,open+edge_clean,0.29364013671875,0,6,0.6773539804614426,0.0804443359375,0,0,0.292755126953125,0,6,0.6791931616803919,0.0767822265625,0,2
187288,open+edge_clean,0.2021636962890625,2,10,0.4162578307796815,0.0186767578125,0,0,0.2014312744140625,0,8,0.41739262177107794,0.0164794921875,0,0
187465,open+rm_smallCC,0.3949737548828125,1,3,0.9376472860730153,0.10595703125,0,0,0.3946075439453125,0,2,0.9380921078071227,0.1058349609375,0,0
188320,open+rm_smallCC+edge_clean,0.2848358154296875,0,4,0.7354690094819736,0.0523681640625,0,0,0.283203125,0,3,0.7375538793103448,0.04931640625,0,0
188632,open,0.387237548828125,0,1,1.0,0.06103515625,0,0,0.3867340087890625,0,1,1.0,0.060302734375,0,0
189456,open,0.1949462890625,0,3,0.7399029430181591,0.020263671875,0,0,0.194732666015625,0,3,0.7400094029149036,0.02001953125,0,0
190032,open+edge_clean,0.1497802734375,1,7,0.5387123064384678,0.0294189453125,0,0,0.14764404296875,0,10,0.23036378668871435,0.024169921875,0,1
192271,open+rm_smallCC,0.1878662109375,1,7,0.6235380116959064,0.031982421875,0,0,0.1829986572265625,0,6,0.3593763028433253,0.0047607421875,0,4
194217,open+rm_smallCC,0.18817138671875,4,12,0.6870742783003568,0.05224609375,0,0,0.1732025146484375,0,6,0.6797638974539688,0.0,0,15
194219,open,0.4062042236328125,0,2,0.6023440141241877,0.042724609375,0,0,0.4059295654296875,0,2,0.6024132616622185,0.042236328125,0,0
197228,open+rm_smallCC,0.1200408935546875,2,7,0.4154061268590314,0.02734375,0,0,0.1153106689453125,0,5,0.4315204446208813,0.00048828125,0,7
315298,open+rm_smallCC,0.0922698974609375,3,14,0.34612204398875474,0.0452880859375,0,0,0.08392333984375,0,8,0.2361818181818182,0.0118408203125,0,5
198260,open+edge_clean,0.3011932373046875,0,3,0.7491260955468869,0.0758056640625,0,0,0.298431396484375,0,3,0.7557521218938542,0.0556640625,0,2
198553,open+rm_smallCC+edge_clean,0.234375,30,40,0.7800130208333333,0.1973876953125,1,0,0.2124481201171875,3,13,0.8552036199095022,0.051025390625,0,4
198774,open+rm_smallCC+edge_clean,0.2230682373046875,2,8,0.3937341815445653,0.2158203125,0,0,0.2017822265625,0,6,0.433681185722928,0.086181640625,0,3
199127,open+rm_smallCC+edge_clean,0.2881927490234375,14,21,0.6204267485572087,0.103759765625,0,0,0.2790069580078125,0,9,0.6350013672409078,0.0758056640625,0,1
201834,open+edge_clean,0.2534637451171875,0,3,0.46607669616519176,0.034423828125,0,0,0.251739501953125,0,3,0.4686022548187659,0.023193359375,0,4
202808,open+rm_smallCC,0.0915069580078125,2,14,0.2019343004835751,0.0338134765625,0,0,0.084503173828125,0,14,0.14102564102564102,0.0052490234375,0,2
204306,"crop(12, 13, 0, 0)+open+edge_clean",0.4587249755859375,0,5,0.9692312809766158,0.9490966796875,13,0,0.36576704545454547,1,8,0.5255663430420712,0.5393993839835729,0,0
317947,open,0.4576263427734375,0,1,1.0,0.0303955078125,0,0,0.4569244384765625,0,1,1.0,0.0296630859375,0,0
