total rows: 54892 (fame 27552, tongji 2092, unicalli 25248)
calligraphers: 45
unique chars: 5405
unique (script,char) pairs: 9992

  颜真卿: 4233 (chars 2108; fame+tongji+unicalli)
  王羲之: 4165 (chars 1338; fame+tongji+unicalli)
  欧阳询: 3797 (chars 1801; fame+tongji+unicalli)
  赵孟頫: 3487 (chars 1293; tongji+unicalli)
  褚遂良: 3074 (chars 1664; fame+tongji+unicalli)
  苏轼: 2954 (chars 1614; fame+tongji+unicalli)
  米芾: 2468 (chars 1298; fame+tongji+unicalli)
  文徵明: 2451 (chars 1371; fame+unicalli)
  柳公权: 2394 (chars 1241; fame+tongji+unicalli)
  李邕: 1877 (chars 1092; fame+unicalli)
  智永: 1478 (chars 1052; fame+tongji+unicalli)
  黄庭坚: 1478 (chars 996; fame+unicalli)
  欧阳通: 1396 (chars 981; fame+unicalli)
  张即之: 1242 (chars 546; unicalli)
  沈尹默: 1214 (chars 963; fame+tongji+unicalli)
  何绍基: 1188 (chars 821; fame+unicalli)
  虞世南: 1088 (chars 746; fame+tongji+unicalli)
  金农: 1067 (chars 726; fame+tongji+unicalli)
  董其昌: 1007 (chars 798; fame+tongji+unicalli)
  祝允明: 909 (chars 769; fame+unicalli)
  蔡襄: 901 (chars 623; fame+tongji+unicalli)
  唐寅: 864 (chars 626; fame+unicalli)
  赵之谦: 793 (chars 690; fame+unicalli)
  赵佶: 773 (chars 750; fame)
  王献之: 696 (chars 422; fame+unicalli)
  钟绍京: 659 (chars 319; unicalli)
  钟繇: 629 (chars 412; fame+tongji+unicalli)
  邓石如: 613 (chars 480; fame+unicalli)
  宋徽宗: 530 (chars 434; unicalli)
  姜夔: 513 (chars 309; tongji+unicalli)
  王铎: 503 (chars 437; fame+unicalli)
  鲜于枢: 468 (chars 402; fame+tongji+unicalli)
  朱耷: 437 (chars 370; fame+unicalli)
  张旭: 366 (chars 294; fame+unicalli)
  黄自元: 361 (chars 290; unicalli)
  薛稷: 345 (chars 342; fame)
  吴通微: 307 (chars 218; unicalli)
  伊秉绶: 304 (chars 266; fame+tongji)
  陆柬之: 304 (chars 198; unicalli)
  孙过庭: 296 (chars 262; fame)
  杨维桢: 279 (chars 165; unicalli)
  傅山: 276 (chars 225; unicalli)
  黄易: 246 (chars 214; fame)
  郑板桥: 238 (chars 212; fame)
  徐渭: 224 (chars 176; unicalli)

std skel: fame 已覆盖 img_ids 27552, 需新渲染行 27340, 渲染 PNG 就绪 42795/27340 (rendered files 5627)
